Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
31,Pokémon Yellow: Special Pikachu Edition,GB,Nintendo,5.89,5.04,3.12,0.59,14.64
675,Dragon Warrior Monsters,GB,Eidos Interactive,0,0,2.34,0.01,2.35
787,Parasite Eve,PS,SquareSoft,0.94,0.07,1.05,0.04,2.1
1299,Xenogears,PS,SquareSoft,0.29,0.19,0.89,0.1,1.46
1787,Brave Fencer Musashi,PS,SquareSoft,0.25,0.17,0.65,0.07,1.14
1870,Star Ocean: The Second Story,PS,Sony Computer Entertainment,0.26,0.1,0.72,0.02,1.1
2924,Chocobo's Dungeon 2,PS,SquareSoft,0.04,0.03,0.58,0.05,0.7
2995,Suikoden II,PS,Konami Digital Entertainment,0.15,0.1,0.38,0.04,0.68
3074,Legend of Legaia,PS,Sony Computer Entertainment,0.37,0.25,0,0.04,0.66
3473,Tales of Phantasia,PS,Namco Bandai Games,0,0,0.54,0.04,0.58
3629,Lunar: Silver Star Story Complete,PS,Kadokawa Shoten,0.27,0.18,0.06,0.04,0.55
4190,Quest 64,N64,Konami Digital Entertainment,0.38,0.08,0,0.01,0.47
6235,Yu-Gi-Oh! Monster Capsule Breed & Battle,PS,Konami Digital Entertainment,0,0,0.26,0.02,0.28
6414,Jade Cocoon: Story of the Tamamayu,PS,Crave Entertainment,0.15,0.1,0,0.02,0.27
8386,Final Fantasy V,PS,SquareSoft,0,0,0.16,0.01,0.17
9097,Soukaigi,PS,SquareSoft,0,0,0.13,0.01,0.14
9727,Guardian's Crusade,PS,Activision,0.07,0.05,0,0.01,0.12
9964,Lunar 2: Eternal Blue,SAT,Kadokawa Shoten,0,0,0.12,0,0.12
9966,Thousand Arms,PS,Atlus,0.06,0.04,0,0.01,0.12
10759,Shadow Tower,PS,From Software,0.01,0.01,0.07,0.01,0.1
11420,Slayers Royal,PS,Kadokawa Shoten,0,0,0.08,0.01,0.08
11651,Slayers Royal 2,SAT,Kadokawa Shoten,0,0,0.08,0,0.08
11737,Wizardry: Llylgamyn Saga,PS,Locus,0,0,0.07,0,0.07
13994,Rhapsody: A Musical Adventure,PS,Nippon Ichi Software,0.02,0.01,0,0,0.04
14073,Planescape: Torment,PC,Interplay,0.01,0.02,0,0.01,0.04
14323,Madou Monogatari,SAT,Compile,0,0,0.03,0,0.03
