Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
101,The Legend of Zelda: Twilight Princess,Wii,Nintendo,3.83,2.19,0.6,0.7,7.31
199,Grand Theft Auto: Vice City Stories,PSP,Take-Two Interactive,1.7,2.02,0.16,1.21,5.08
361,Grand Theft Auto: Liberty City Stories,PS2,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54
557,LEGO Star Wars II: The Original Trilogy,PS2,LucasArts,1.85,0.64,0.01,0.19,2.69
570,Hannah Montana,DS,Disney Interactive Studios,1.59,0.8,0,0.26,2.65
734,Devil May Cry 3: Dante's Awakening Special Edition,PS2,Capcom,1.06,0.82,0.05,0.28,2.21
743,Saints Row,X360,THQ,1.17,0.78,0.02,0.22,2.19
794,Dead Rising,X360,Capcom,1.16,0.65,0.08,0.2,2.09
1162,The Legend of Zelda: Twilight Princess,GC,Nintendo,1.15,0.36,0.04,0.04,1.59
1368,LEGO Star Wars II: The Original Trilogy,PSP,LucasArts,0.58,0.51,0,0.32,1.41
1687,Metal Gear Solid: Portable Ops,PSP,Konami Digital Entertainment,0.38,0.35,0.38,0.09,1.19
1695,Scarface: The World is Yours,PS2,Vivendi Games,0.99,0.04,0,0.16,1.19
1882,LEGO Star Wars II: The Original Trilogy,DS,LucasArts,0.96,0.04,0,0.08,1.09
1885,The Godfather,PS2,Electronic Arts,0.89,0.03,0.01,0.15,1.09
2146,LEGO Star Wars II: The Original Trilogy,GC,LucasArts,0.75,0.19,0,0.03,0.97
2167,Mega Man Star Force Dragon / Leo / Pegasus,DS,Capcom,0.39,0,0.53,0.03,0.96
2215,Bully,PS2,Take-Two Interactive,0.75,0.03,0.04,0.12,0.94
2254,SpongeBob SquarePants: The Yellow Avenger,PSP,THQ,0.55,0.21,0,0.16,0.92
2534,Disney's The Little Mermaid: Ariel's Undersea Adventure,DS,Disney Interactive Studios,0.73,0.03,0,0.06,0.81
2630,Tom Clancy's Splinter Cell: Double Agent,X360,Ubisoft,0.67,0.05,0.01,0.06,0.78
2727,Genji: Days of the Blade,PS3,Sony Computer Entertainment,0.18,0.38,0.06,0.14,0.76
3157,LEGO Star Wars II: The Original Trilogy,X360,LucasArts,0.55,0.04,0,0.05,0.64
3164,Onimusha: Dawn of Dreams,PS2,Capcom,0.15,0.12,0.34,0.04,0.64
3230,Okami,PS2,Capcom,0.11,0.03,0.15,0.34,0.63
3291,Samurai Warriors 2,PS2,Tecmo Koei,0.02,0.02,0.57,0.01,0.61
3358,Jaws Unleashed,PS2,THQ,0.5,0.02,0,0.08,0.6
3494,Naruto: Uzumaki Chronicles 2,PS2,Namco Bandai Games,0.28,0.22,0,0.07,0.58
3637,The Godfather (old US sales),XB,Electronic Arts,0.42,0.11,0,0.02,0.55
3858,Tomb Raider: Legend,PS2,Eidos Interactive,0.25,0.19,0.02,0.06,0.52
3966,Hitman: Blood Money,PS2,Eidos Interactive,0.25,0.19,0,0.06,0.5
4044,Scarface: The World is Yours,XB,Vivendi Games,0.37,0.11,0,0.02,0.49
4104,Destroy All Humans! 2,PS2,THQ,0.4,0.02,0,0.07,0.48
4158,The Godfather (JP sales),PS2,Electronic Arts,0.39,0.02,0,0.06,0.47
4160,Hamsterz Life,DS,Ubisoft,0.43,0.01,0,0.04,0.47
4284,Tomb Raider: Legend,PSP,Eidos Interactive,0.09,0.24,0,0.12,0.46
4430,The Godfather (US sales),XB,Electronic Arts,0.33,0.1,0,0.02,0.44
4445,LEGO Star Wars II: The Original Trilogy,XB,LucasArts,0.33,0.1,0,0.02,0.44
4568,Naruto: Ninja Council 3,DS,D3Publisher,0.39,0,0,0.03,0.42
4656,Double Pack: Finding Nemo / The Incredibles,XB,THQ,0.31,0.09,0,0.01,0.42
4711,X-Men: The Official Game,PS2,Activision,0.2,0.16,0,0.05,0.41
4845,Rampage: Total Destruction,GC,Midway Games,0.31,0.08,0,0.01,0.4
4875,Hitman: Blood Money,X360,Eidos Interactive,0.29,0.06,0.01,0.03,0.4
4972,Tomb Raider: Legend,X360,Eidos Interactive,0.27,0.08,0.01,0.03,0.39
5114,Rampage: Total Destruction,PS2,Midway Games,0.18,0.14,0,0.05,0.37
5358,Dynasty Warriors 5 Empires,PS2,Tecmo Koei,0.11,0.09,0.12,0.03,0.34
5367,Tenchu Z,X360,Microsoft Game Studios,0.27,0.02,0.02,0.03,0.34
5523,Elebits,Wii,Konami Digital Entertainment,0.22,0.01,0.08,0.02,0.33
5559,Teen Titans,GC,THQ,0.25,0.07,0,0.01,0.33
5737,Happy Feet,DS,Midway Games,0.27,0.01,0,0.02,0.31
5825,Nicktoons: Battle for Volcano Island,DS,THQ,0.28,0,0,0.02,0.3
5899,N3: Ninety-Nine Nights,X360,Microsoft Game Studios,0.2,0.03,0.05,0.02,0.3
6296,Resident Evil: Deadly Silence,DS,Capcom,0.12,0.03,0.11,0.01,0.27
6421,Superman Returns,X360,Electronic Arts,0.23,0.02,0,0.02,0.27
6434,And1 Streetball,PS2,Ubisoft,0.13,0.1,0,0.03,0.27
6489,Sengoku Basara 2,PS2,Capcom,0,0,0.26,0,0.26
6615,Teen Titans,PS2,THQ,0.12,0.1,0,0.03,0.25
6630,The Suite Life of Zack & Cody: Tipton Trouble,DS,Disney Interactive Studios,0.23,0,0,0.02,0.25
6636,Happy Feet,GC,Midway Games,0.2,0.05,0,0.01,0.25
6676,The Outfit,X360,THQ,0.21,0.02,0,0.02,0.25
6864,The Godfather (US & Others sales),X360,Electronic Arts,0.2,0.02,0,0.02,0.24
