Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
112,Just Dance 4,Wii,Ubisoft,4.14,2.21,0,0.56,6.91
247,Nintendo Land,WiiU,Nintendo,2.55,1.11,0.46,0.33,4.44
406,Mario Party 9,Wii,Nintendo,1.15,1.17,0.76,0.24,3.32
1705,Just Dance 4,X360,Ubisoft,0.9,0.2,0,0.08,1.19
2491,Dance Central 3,X360,Microsoft Game Studios,0.57,0.2,0,0.06,0.83
3203,Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,3DS,Namco Bandai Games,0,0,0.63,0,0.63
3975,Theatrhythm: Final Fantasy,3DS,Square Enix,0.22,0.07,0.18,0.02,0.5
4327,Moshi Monsters: Moshlings Theme Park,DS,Activision,0.03,0.37,0,0.05,0.45
4475,Just Dance 4,PS3,Ubisoft,0.26,0.12,0,0.06,0.44
4945,Just Dance 4,WiiU,Ubisoft,0.22,0.14,0,0.03,0.39
5916,We Sing Pop!,Wii,Nordic Games,0.08,0.19,0,0.03,0.3
6046,Just Dance Wii 2,Wii,Nintendo,0,0,0.29,0,0.29
6183,Sing Party,WiiU,Nintendo,0.13,0.12,0,0.02,0.28
6206,Moshi Monsters: Moshlings Theme Park,3DS,Activision,0.13,0.13,0,0.03,0.28
6258,Kobitodzukan: Kobito Kansatsu Set,3DS,Nippon Columbia,0,0,0.28,0,0.28
6311,Rhythm Thief & the Emperor's Treasure,3DS,Sega,0.07,0.07,0.12,0.01,0.27
6495,Lumines: Electronic Symphony,PSV,Ubisoft,0.11,0.1,0.01,0.05,0.26
6997,Hatsune Miku: Project Diva f,PSV,Sega,0,0,0.23,0,0.23
7438,Just Dance: Greatest Hits,Wii,Ubisoft,0.15,0.04,0,0.02,0.21
7762,Danganronpa 2: Goodbye Despair,PSP,Spike,0,0,0.19,0,0.19
8060,Hatsune Miku and Future Stars: Project Mirai,3DS,Sega,0,0,0.18,0,0.18
8632,Just Dance: Disney Party,X360,Ubisoft,0.13,0.02,0,0.01,0.16
8680,Culdcept,3DS,Nintendo,0,0,0.16,0,0.16
9464,Steel Battalion: Heavy Armor,X360,Capcom,0.08,0.03,0.02,0.01,0.13
9484,Just Dance: Disney Party,Wii,Ubisoft,0.01,0.1,0,0.02,0.13
11765,Zumba Fitness Core,Wii,505 Games,0,0.07,0,0.01,0.07
11968,Zumba Fitness Core,X360,505 Games,0,0.06,0,0.01,0.07
13192,QUIZ PARTY,Wii,Nintendo,0,0.05,0,0,0.05
13378,Amnesia Later,PSP,Idea Factory,0,0,0.05,0,0.05
13685,Horses 3D,3DS,Ubisoft,0.04,0,0,0,0.04
13917,Rabbids Land,WiiU,Ubisoft,0.02,0.01,0,0,0.04
14117,The Idolmaster: Gravure For You! Vol. 4,PS3,Namco Bandai Games,0,0,0.03,0,0.03
14145,Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,PS3,Fields,0,0,0.03,0,0.03
14511,The Idolmaster: Gravure For You! Vol. 5,PS3,Namco Bandai Games,0,0,0.03,0,0.03
15084,X3: Terran War Pack,PC,Deep Silver,0,0.02,0,0,0.02
15681,50 Classic Games,3DS,Avanquest Software,0,0.02,0,0,0.02
16177,We Sing 80s,Wii,Nordic Games,0,0.01,0,0,0.01
16519,DJ Max Technika Tune,PSV,CyberFront,0,0,0.01,0,0.01
