Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
31,Pokémon Yellow: Special Pikachu Edition,GB,Role-Playing,Nintendo,5.89,5.04,3.12,0.59,14.64
95,The Legend of Zelda: Ocarina of Time,N64,Action,Nintendo,4.1,1.89,1.45,0.16,7.6
106,Tekken 3,PS,Fighting,Sony Computer Entertainment,3.27,2.22,1.4,0.29,7.16
107,Crash Bandicoot 3: Warped,PS,Platform,Sony Computer Entertainment,3.68,1.75,1.42,0.28,7.13
146,Metal Gear Solid,PS,Action,Konami Digital Entertainment,3.18,1.83,0.78,0.24,6.03
152,Resident Evil 2,PS,Action,Virgin Interactive,1.88,1.47,2.02,0.45,5.82
206,Spyro the Dragon,PS,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5
336,Pokémon Trading Card Game,GB,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7
342,Banjo-Kazooie,N64,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65
389,Grand Theft Auto 2,PS,Action,Take-Two Interactive,1.13,2.07,0,0.22,3.42
398,WWF War Zone,PS,Fighting,Acclaim Entertainment,2.47,0.76,0,0.13,3.36
401,Rugrats: Search For Reptar,PS,Adventure,THQ,1.63,1.53,0,0.18,3.34
443,Need for Speed III: Hot Pursuit,PS,Racing,Electronic Arts,2.14,0.86,0,0.13,3.12
505,Colin McRae Rally,PS,Racing,Codemasters,0.09,2.43,0.12,0.22,2.87
530,A Bug's Life,PS,Platform,Sony Computer Entertainment,1.96,0.72,0,0.11,2.79
555,Mario Party,N64,Misc,Nintendo,1.25,0.53,0.87,0.05,2.7
568,Medal of Honor,PS,Shooter,Electronic Arts,1.44,1.09,0,0.14,2.67
623,Tomb Raider: The Last Revelation,PS,Action,Eidos Interactive,1.15,1.14,0.06,0.13,2.48
638,Sonic Adventure,DC,Platform,Sega,1.26,0.61,0.46,0.08,2.42
643,Dino Crisis,PS,Action,Capcom,0.81,0.76,0.7,0.14,2.41
661,WCW/nWo Revenge,N64,Fighting,THQ,1.94,0.39,0.03,0.02,2.38
675,Dragon Warrior Monsters,GB,Role-Playing,Eidos Interactive,0,0,2.34,0.01,2.35
691,Cool Boarders 3,PS,Sports,989 Studios,1.65,0.46,0.1,0.1,2.31
730,The Legend of Zelda: Link's Awakening DX,GB,Adventure,Nintendo,1,0.63,0.45,0.13,2.22
755,Star Wars: Rogue Squadron,N64,Simulation,Nintendo,1.6,0.46,0.08,0.03,2.17
787,Parasite Eve,PS,Role-Playing,SquareSoft,0.94,0.07,1.05,0.04,2.1
807,Sim Theme Park,PC,Strategy,Electronic Arts,2.04,0.04,0,0,2.08
820,R4: Ridge Racer Type 4,PS,Racing,Namco Bandai Games,0.68,0.46,0.79,0.13,2.06
839,1080°: TenEighty Snowboarding,N64,Sports,Nintendo,1.25,0.61,0.13,0.05,2.03
891,Tetris DX,GB,Puzzle,Nintendo,1.06,0.6,0.2,0.07,1.93
919,WCW Nitro,PS,Fighting,THQ,1.42,0.36,0.03,0.07,1.88
922,FIFA 2000,PS,Sports,Electronic Arts,0.22,1.47,0.04,0.14,1.87
945,"Hey You, Pikachu!",N64,Simulation,Nintendo,0.83,0.06,0.93,0,1.83
990,WWF Attitude,PS,Fighting,Acclaim Entertainment,1.27,0.42,0,0.07,1.76
1005,Madden NFL 2000,PS,Sports,Electronic Arts,1.68,0.04,0,0.04,1.75
1023,Madden NFL 99,PS,Sports,Electronic Arts,1.66,0.04,0,0.04,1.74
1029,Twisted Metal III,PS,Action,989 Studios,1.48,0.2,0,0.05,1.73
1044,Toy Story 2: Buzz Lightyear to the Rescue!,PS,Platform,Activision,0.99,0.64,0,0.08,1.71
1067,WCW/NWO Thunder,PS,Fighting,THQ,1.1,0.48,0.04,0.07,1.69
1140,Sled Storm,PS,Racing,Electronic Arts,0.9,0.61,0,0.11,1.62
1145,Yu-Gi-Oh! Duel Monsters,GB,Strategy,Konami Digital Entertainment,0,0,1.61,0.01,1.61
1154,F-1 World Grand Prix,N64,Racing,Video System,0.46,0.96,0.09,0.08,1.6
1224,NFL GameDay 99,PS,Sports,989 Studios,1.44,0.05,0,0.04,1.53
1237,NASCAR 99,PS,Racing,Electronic Arts,1.45,0.04,0,0.04,1.52
1238,NBA Live 2000,PS,Sports,Electronic Arts,1.43,0.05,0,0.03,1.52
1257,NFL Blitz,PS,Sports,Midway Games,1.41,0.05,0,0.04,1.5
1267,Pac-Man World,PS,Action,Namco Bandai Games,1.21,0.14,0.1,0.04,1.5
1299,Xenogears,PS,Role-Playing,SquareSoft,0.29,0.19,0.89,0.1,1.46
1309,Mortal Kombat 4,PS,Fighting,GT Interactive,0.81,0.55,0,0.1,1.46
1314,WCW vs the World,PS,Fighting,THQ,1.17,0.2,0.04,0.05,1.46
1406,Duke Nukem: Time to Kill,PS,Shooter,Take-Two Interactive,0.77,0.54,0,0.07,1.38
1417,A Collection of Activision Classic Games for the Atari 2600,PS,Misc,Activision,0.76,0.52,0,0.09,1.37
1423,Pocket Monsters Stadium,N64,Strategy,Nintendo,0,0,1.37,0,1.37
1474,WWF War Zone,N64,Fighting,Acclaim Entertainment,1.08,0.24,0,0.02,1.33
1491,TOCA 2: Touring Cars,PS,Racing,Codemasters,0.03,1.16,0.02,0.11,1.32
1574,Devil Dice,PS,Puzzle,THQ,0.05,0.03,1.1,0.08,1.26
1579,Brian Lara Cricket,PS,Sports,Codemasters,0.02,1.13,0.01,0.1,1.26
1581,Wheel of Fortune,PS,Misc,Hasbro Interactive,0.99,0.22,0,0.04,1.26
1598,Road Rash 3D,PS,Racing,Electronic Arts,1.05,0.16,0,0.04,1.25
1624,Vigilante 8,PS,Racing,Activision,0.68,0.47,0,0.08,1.23
1649,WCW Mayhem,PS,Fighting,Electronic Arts,0.68,0.46,0,0.08,1.22
1696,Kobe Bryant in NBA Courtside,N64,Sports,Nintendo,1.02,0.13,0.04,0.01,1.19
1733,Cool Boarders 4,PS,Sports,989 Studios,0.65,0.44,0,0.08,1.17
1781,Asteroids,PS,Shooter,Success,0.64,0.43,0,0.07,1.15
1787,Brave Fencer Musashi,PS,Role-Playing,SquareSoft,0.25,0.17,0.65,0.07,1.14
1792,South Park,N64,Shooter,Acclaim Entertainment,0.9,0.23,0,0.02,1.14
1812,Jampack Winter '98,PS,Misc,Sony Computer Entertainment,0.63,0.43,0,0.07,1.13
1862,F-Zero X,N64,Racing,Nintendo,0.45,0.33,0.29,0.03,1.1
1870,Star Ocean: The Second Story,PS,Role-Playing,Sony Computer Entertainment,0.26,0.1,0.72,0.02,1.1
1880,BeatMania,PS,Simulation,Konami Digital Entertainment,0,0,1.07,0.02,1.09
1893,NFL Blitz 2000,PS,Sports,Midway Games,0.6,0.41,0,0.07,1.09
1913,Ready 2 Rumble Boxing,PS,Sports,Midway Games,0.6,0.41,0,0.07,1.08
1939,NCAA Football 99,PS,Sports,Electronic Arts,0.59,0.4,0,0.07,1.06
1947,Simple 1500 Series Vol. 1: The Mahjong,PS,Misc,D3Publisher,0,0,0.99,0.07,1.06
1955,NFL Blitz,N64,Sports,Midway Games,1.02,0.04,0,0.01,1.06
1987,Monster Rancher 2,PS,Simulation,Sony Computer Entertainment,0.19,0.13,0.66,0.07,1.05
2004,Jeremy McGrath Supercross 98,PS,Racing,Acclaim Entertainment,0.91,0.1,0,0.03,1.04
2026,Street Fighter Alpha 3,PS,Fighting,Virgin Interactive,0.38,0.12,0.51,0.02,1.03
