Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
977,Professor Layton and the Mask of Miracle,3DS,Nintendo,0.32,0.95,0.36,0.14,1.78
4496,Tetris Axis,3DS,Tetris Online,0.2,0.13,0.06,0.03,0.43
5717,Bust-A-Move Universe,3DS,Square Enix,0.08,0.15,0.06,0.03,0.31
6919,Angry Birds,PC,Focus Home Interactive,0,0.18,0,0.05,0.24
7458,I Spy: Castle,DS,Scholastic Inc.,0.19,0,0,0.01,0.21
9244,Puyo Puyo!! 20th Anniversary,DS,Sega,0,0,0.14,0,0.14
9275,Touch My Katamari,PSV,Namco Bandai Games,0.08,0.04,0,0.02,0.14
9536,Puyo Puyo!! 20th Anniversary,3DS,Sega,0,0,0.13,0,0.13
10128,Gem Quest: 4 Elements,DS,Mastertronic,0.05,0.05,0,0.01,0.11
10481,May's Mystery: Forbidden Memories,DS,Mastertronic,0.05,0.04,0,0.01,0.1
10838,Angry Birds: Rio,PC,Focus Home Interactive,0,0.07,0,0.02,0.09
11019,Junior Mystery Quest,DS,GSP,0.07,0.01,0,0.01,0.09
11141,Mahjong Cub3D,3DS,Sunsoft,0.07,0,0.02,0,0.09
11349,Nikoli's Pencil Puzzle,3DS,Hudson Soft,0.05,0.03,0,0.01,0.08
11524,Puzzler Mind Gym 3D,3DS,Ubisoft,0.07,0,0,0,0.08
11772,Jewel Link Chronicles: Legend of Athena,DS,GSP,0,0.06,0,0.01,0.07
11777,Santa Claus Is Comin' to Town!,DS,Crave Entertainment,0.07,0,0,0.01,0.07
11782,Jewel Time Deluxe,DS,O-Games,0.04,0.03,0,0.01,0.07
12162,Jewels of the Ages,DS,City Interactive,0.03,0.03,0,0.01,0.07
12246,Jewel Quest IV: Heritage,DS,iWin,0,0.05,0,0.01,0.06
12280,Santa Claus Is Comin' to Town!,Wii,Crave Entertainment,0.06,0,0,0,0.06
12601,Jewel Legends: Tree of Life,DS,Rising Star Games,0,0.05,0,0.01,0.06
12857,7 Wonders: Treasures of Seven,DS,Avanquest,0.02,0.03,0,0.01,0.05
13060,Fishdom,DS,Atari,0.05,0,0,0,0.05
13145,The Lost Treasures of Alexandria,DS,Unknown,0,0.04,0,0.01,0.05
13225,Beastly Frantic Foto,DS,Storm City Games,0.04,0,0,0,0.05
13456,Jewel Master: Cradle Of Rome 2,PC,Rising Star Games,0,0.04,0,0.01,0.04
13644,Jewel Quest Mysteries 2: Trail of the Midnight Heart,DS,Unknown,0,0.04,0,0.01,0.04
14018,Challenge Me: Word Puzzles,DS,O-Games,0.03,0,0,0,0.04
14067,Mahjong 300,DS,Avanquest,0,0.03,0,0,0.04
14183,Junior Island Adventure,DS,Unknown,0.03,0,0,0,0.03
14187,Sacra Terra: Angelic Night,PC,Avanquest,0.01,0.02,0,0.01,0.03
14645,Mystery Trackers: The Void,PC,Focus Home Interactive,0,0.02,0,0.01,0.03
14855,I Heart Geeks,DS,CDV Software Entertainment,0.02,0,0,0,0.03
14921,Puppet Show 3: Lost Town,PC,Focus Home Interactive,0,0.02,0,0,0.02
15072,Escape the Emerald Star,PC,PopCap Games,0.02,0,0,0,0.02
15082,Treasure Chase,DS,Storm City Games,0.02,0,0,0,0.02
15248,Jewel Master: Cradle Of Rome 2,DS,Rising Star Games,0,0.02,0,0,0.02
15338,Mystery Tales 2: The Spirit Mask,DS,Unknown,0,0.02,0,0,0.02
15470,Atlantic Quest,PC,Avanquest,0,0.02,0,0,0.02
16174,Dark Parables: The Exiled Prince,PC,Unknown,0,0.01,0,0,0.01
16427,Real Crimes: The Unicorn Killer,DS,Unknown,0,0.01,0,0,0.01
16548,The Treasures of Mystery Island 3 Pack - Save Mystery Island!,PC,Unknown,0.01,0,0,0,0.01
