Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
35,Call of Duty: Black Ops II,PS3,Activision,4.99,5.88,0.65,2.52,14.03
36,Call of Duty: Black Ops II,X360,Activision,8.25,4.3,0.07,1.12,13.73
66,Halo 4,X360,Microsoft Game Studios,6.63,2.36,0.04,0.73,9.76
383,Far Cry 3,PS3,Ubisoft,0.88,1.75,0.1,0.72,3.45
439,Resident Evil 6,PS3,Capcom,0.88,0.97,0.88,0.42,3.15
454,Borderlands 2,X360,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07
460,Far Cry 3,X360,Ubisoft,1.38,1.35,0.02,0.28,3.04
705,Borderlands 2,PS3,Take-Two Interactive,1.05,0.77,0.1,0.36,2.28
859,Resident Evil 6,X360,Capcom,1.11,0.63,0.07,0.16,1.98
910,Max Payne 3,PS3,Take-Two Interactive,0.59,0.92,0.06,0.32,1.9
1103,Max Payne 3,X360,Take-Two Interactive,0.86,0.64,0.01,0.14,1.66
1219,Call of Duty: Black Ops II,PC,Activision,0.63,0.69,0,0.21,1.53
1301,Tom Clancy's Ghost Recon: Future Soldier,X360,Ubisoft,0.93,0.4,0.02,0.12,1.46
2108,Far Cry 3,PC,Ubisoft,0.21,0.62,0,0.14,0.98
2120,Sniper Elite V2,PS3,505 Games,0.38,0.39,0.06,0.15,0.98
2166,Tom Clancy's Ghost Recon: Future Soldier,PS3,Ubisoft,0.41,0.33,0.09,0.12,0.96
2226,Borderlands 2,PC,Take-Two Interactive,0.42,0.41,0,0.11,0.93
2453,Sniper Elite V2,X360,505 Games,0.46,0.29,0.02,0.07,0.85
3438,Doom 3 BFG Edition,PS3,Bethesda Softworks,0.26,0.22,0,0.1,0.59
3548,Spec Ops: The Line,PS3,Take-Two Interactive,0.19,0.25,0.04,0.09,0.57
3653,Unit 13,PSV,Sony Computer Entertainment,0.29,0.15,0.04,0.07,0.55
4051,Doom 3 BFG Edition,X360,Bethesda Softworks,0.28,0.17,0,0.04,0.49
4329,Resistance: Burning Skies,PSV,Sony Computer Entertainment,0.21,0.16,0.02,0.07,0.45
4527,Spec Ops: The Line,X360,Take-Two Interactive,0.21,0.19,0,0.04,0.43
4535,Max Payne 3,PC,Take-Two Interactive,0.15,0.22,0,0.06,0.43
4556,Call of Duty: Black Ops II,WiiU,Activision,0.21,0.18,0,0.03,0.43
4908,The Darkness II,X360,Take-Two Interactive,0.24,0.12,0,0.03,0.39
5233,James Bond 007: Legends,PS3,Activision,0.11,0.17,0,0.07,0.36
5464,The Darkness II,PS3,Take-Two Interactive,0.14,0.14,0,0.05,0.33
5929,James Bond 007: Legends,X360,Activision,0.13,0.14,0,0.03,0.3
7135,Spec Ops: The Line,PC,Take-Two Interactive,0.11,0.09,0,0.03,0.23
8002,Syndicate,X360,Electronic Arts,0.1,0.06,0,0.02,0.18
8129,Tom Clancy's Ghost Recon: Future Soldier,PC,Ubisoft,0.05,0.1,0,0.03,0.18
8841,Syndicate,PS3,EA Games,0.07,0.06,0,0.02,0.15
9201,The Darkness II,PC,Take-Two Interactive,0.1,0.03,0,0.01,0.14
9391,James Bond 007: Legends,WiiU,Activision,0.07,0.05,0,0.01,0.13
9453,NeverDead,PS3,Konami Digital Entertainment,0.06,0.04,0.01,0.02,0.13
10691,NeverDead,X360,Konami Digital Entertainment,0.06,0.03,0,0.01,0.1
10959,Resident Evil Chronicles HD,PS3,Capcom,0,0,0.09,0,0.09
11687,Brothers in Arms: Furious 4,PS3,Ubisoft,0.01,0.05,0,0.02,0.08
11895,E.X. Troopers,3DS,Capcom,0,0,0.07,0,0.07
11965,Inversion,PS3,Namco Bandai Games,0.03,0.03,0,0.01,0.07
12487,Inversion,X360,Namco Bandai Games,0.03,0.02,0,0.01,0.06
12949,Choujikuu Yousai Macross: Do You Remember Love,PS3,Namco Bandai Games,0,0,0.05,0,0.05
13292,E.X. Troopers,PS3,Capcom,0,0,0.05,0,0.05
13501,Resident Evil 6,PC,Capcom,0,0.04,0,0.01,0.04
14519,Doom 3 BFG Edition,PC,Bethesda Softworks,0,0.02,0,0.01,0.03
15335,Gal Gun,PS3,Alchemist,0,0,0.02,0,0.02
