Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
448,Heavy Rain,PS3,Sony Computer Entertainment,1.29,1.27,0.06,0.5,3.12
2691,Raving Rabbids: Travel in Time,Wii,Ubisoft,0.22,0.47,0,0.08,0.76
3016,Club Penguin: Elite Penguin Force - Herbert's Revenge,DS,Disney Interactive Studios,0.4,0.22,0,0.06,0.67
3497,Rooms: The Main Building,DS,Nintendo,0.1,0.41,0.01,0.06,0.58
3800,Alice in Wonderland,Wii,Disney Interactive Studios,0.27,0.21,0,0.05,0.53
3984,Alice in Wonderland,DS,Disney Interactive Studios,0.27,0.18,0,0.05,0.5
4111,OkamiDen,DS,Capcom,0.25,0.07,0.13,0.03,0.48
4621,Ghost Trick: Phantom Detective,DS,Capcom,0.2,0.08,0.12,0.03,0.42
5342,Disney Fairies: Tinker Bell and the Great Fairy Rescue,DS,Disney Interactive Studios,0.18,0.14,0,0.03,0.35
5983,Kurohyou: Ryu ga Gotoku Shinshou,PSP,Sega,0,0,0.29,0,0.29
5987,Majin and the Forsaken Kingdom,PS3,Namco Bandai Games,0.09,0.14,0.01,0.05,0.29
6216,iCarly 2: iJoin The Click!,DS,Activision,0.26,0.01,0,0.02,0.28
6410,Megamind: The Blue Defender,DS,THQ,0.19,0.05,0,0.02,0.27
6846,Megamind: Mega Team Unite,Wii,THQ,0.16,0.06,0,0.02,0.24
6901,Hello Kitty Seasons,Wii,Namco Bandai Games,0.16,0.06,0,0.02,0.24
6906,Sherlock Holmes and the Mystery of Osborne House,DS,Focus Home Interactive,0.07,0.14,0,0.03,0.24
7039,Last Window: The Secret of Cape West,DS,Nintendo,0,0.12,0.09,0.02,0.23
7209,CSI: Fatal Conspiracy,Wii,Ubisoft,0.12,0.08,0,0.02,0.22
7612,CSI: Unsolved!,DS,Ubisoft,0.13,0.06,0,0.02,0.2
7788,Hidden Mysteries: Vampire Secrets,DS,Astragon,0.06,0.11,0,0.02,0.19
7816,Majin and the Forsaken Kingdom,X360,Namco Bandai Games,0.14,0.03,0,0.01,0.19
7826,Tokimeki Memorial Girl's Side 3rd Story,DS,Konami Digital Entertainment,0,0,0.19,0,0.19
7904,Escape The Museum,DS,Astragon,0.05,0.12,0,0.02,0.19
7921,CSI: Fatal Conspiracy,PS3,Ubisoft,0.11,0.05,0,0.02,0.19
7935,Doctor Who: Return to Earth,Wii,Asylum Entertainment,0,0.16,0,0.02,0.19
8001,Hello Kitty: Birthday Adventures,DS,Namco Bandai Games,0.06,0.11,0,0.02,0.18
8110,Horrid Henry: Missions of Mischief,DS,SouthPeak Games,0.01,0.15,0,0.02,0.18
8193,Fancy Nancy: Tea Party Time!,DS,THQ,0.17,0,0,0.01,0.18
8357,CSI: Fatal Conspiracy,X360,Ubisoft,0.11,0.04,0,0.01,0.17
8573,Doctor Who: Evacuation Earth,DS,Asylum Entertainment,0,0.14,0,0.02,0.16
8649,Dragon's Lair Trilogy,Wii,Destineer,0.15,0,0,0.01,0.16
9270,Vampire Moon: The Mystery of the Hidden Sun,DS,City Interactive,0.12,0.01,0,0.01,0.14
9426,Midnight Mysteries: The Edgar Allan Poe Conspiracy,DS,Foreign Media Games,0.08,0.04,0,0.01,0.13
9443,Megamind: The Blue Defender,PSP,THQ,0.08,0.03,0,0.02,0.13
9948,Lost Horizon,PC,Deep Silver,0,0.1,0,0.02,0.12
10560,Penguin no Mondai: The World,DS,Konami Digital Entertainment,0,0,0.1,0,0.1
10720,iCarly 2: iJoin The Click!,Wii,Activision,0.08,0.01,0,0.01,0.1
10827,Kiniro no Corda 3,PSP,Tecmo Koei,0,0,0.09,0,0.09
10921,Hakuouki: Zuisouroku Portable,PSP,Idea Factory,0,0,0.09,0,0.09
11220,Princess Isabella: A Witch's Curse,DS,GSP,0.05,0.03,0,0.01,0.09
11270,Disgaea Infinite,PSP,Nippon Ichi Software,0.07,0,0.01,0.01,0.08
11277,Martian Panic,Wii,Unknown,0.08,0,0,0,0.08
11456,Horrid Henry's Horrid Adventure,DS,Asylum Entertainment,0,0.07,0,0.01,0.08
11505,Witches & Vampires: The Secrets of Ashburry,DS,DTP Entertainment,0.05,0.02,0,0.01,0.08
11747,Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu,PSP,Sony Computer Entertainment,0,0,0.07,0,0.07
11754,Hakuouki DS,DS,Idea Factory,0,0,0.07,0,0.07
11858,Lupin Sansei: Shijou Saidai no Zunousen,DS,Namco Bandai Games,0,0,0.07,0,0.07
11881,Hakuouki: Yuugi Roku,PSP,Idea Factory,0,0,0.07,0,0.07
11927,Vampire Legends: Power of Three,DS,THQ,0.07,0,0,0,0.07
11996,Crime Lab: Body of Evidence,DS,City Interactive,0.05,0.01,0,0,0.07
12193,Lucian Bee's: Justice Yellow / Evil Violet,PS2,5pb,0,0,0.07,0,0.07
12417,A New Beginning,PC,Deep Silver,0,0.05,0,0.01,0.06
12555,Rooms: The Main Building,Wii,Hudson Soft,0.06,0,0,0,0.06
12673,Gormiti: The Lords of Nature!,DS,Konami Digital Entertainment,0.05,0,0,0,0.06
12757,The Mysterious Case of Dr. Jekyll and Mr. Hyde,DS,O-Games,0.02,0.03,0,0.01,0.06
12868,Hakuouki: Reimeiroku,PS2,Idea Factory,0,0,0.05,0,0.05
12900,Samantha Swift and the Hidden Roses of Athena,DS,Unknown,0.04,0.01,0,0,0.05
13024,Trick x Logic: Season 1,PSP,Sony Computer Entertainment,0,0,0.05,0,0.05
13038,Hakuoki: Stories of the Shinsengumi,PS3,Idea Factory,0.02,0,0.03,0,0.05
13076,Sam & Max: Beyond Time and Space,Wii,Atari,0.05,0,0,0,0.05
13093,Marriage Royale: Prism Story,PSP,ASCII Media Works,0,0,0.05,0,0.05
13137,Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,DS,Namco Bandai Games,0,0,0.05,0,0.05
13144,Corpse Party: Blood Covered - Repeated Fear,PSP,5pb,0,0,0.05,0,0.05
13160,Durarara!! 3-way Standoff,PSP,ASCII Media Works,0,0,0.05,0,0.05
13204,White Album: Tsuzurareru Fuyu no Omoide,PS3,Aqua Plus,0,0,0.05,0,0.05
13540,B's-LOG Party♪,PSP,Idea Factory,0,0,0.04,0,0.04
13544,Gormiti: The Lords of Nature!,Wii,Konami Digital Entertainment,0.04,0,0,0,0.04
13583,Saki Portable,PSP,Alchemist,0,0,0.04,0,0.04
13645,Sherlock Holmes: Secret of The Silver Earring,Wii,Focus Home Interactive,0,0.04,0,0.01,0.04
13668,Little Busters! Converted Edition,PSP,Prototype,0,0,0.04,0,0.04
13682,Shukufuku no Campanella Portable,PSP,Kadokawa Shoten,0,0,0.04,0,0.04
13793,CSI: Fatal Conspiracy,PC,Ubisoft,0,0.03,0,0.01,0.04
13807,Zac to Ombra: Maboroshi no Yuuenchi,DS,Konami Digital Entertainment,0,0,0.04,0,0.04
13843,Blue Roses: Yousei to Aoi Hitomi no Senshitachi,PSP,Nippon Ichi Software,0,0,0.04,0,0.04
13963,Da Capo I & II Plus Situation Portable,PSP,Kadokawa Shoten,0,0,0.04,0,0.04
14017,Trick x Logic: Season 2,PSP,Sony Computer Entertainment,0,0,0.04,0,0.04
