Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
18,Grand Theft Auto: San Andreas,PS2,Action,Take-Two Interactive,9.43,0.4,0.41,10.57,20.81
48,Gran Turismo 4,PS2,Racing,Sony Computer Entertainment,3.01,0.01,1.1,7.53,11.66
59,Pokemon FireRed/Pokemon LeafGreen,GBA,Role-Playing,Nintendo,4.34,2.65,3.15,0.35,10.49
60,Super Mario 64,DS,Platform,Nintendo,5.08,3.11,1.25,0.98,10.42
80,Halo 2,XB,Shooter,Microsoft Game Studios,6.82,1.53,0.05,0.08,8.49
114,Need for Speed Underground 2,PS2,Racing,Electronic Arts,2.71,3.02,0.08,1.09,6.9
131,Pokémon Emerald Version,GBA,Role-Playing,Nintendo,2.57,1.58,2.06,0.21,6.41
138,World of Warcraft,PC,Role-Playing,Activision,0.07,6.21,0,0,6.28
181,Dragon Quest VIII: Journey of the Cursed King,PS2,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,5.21
239,Madden NFL 2005,PS2,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53
266,Metal Gear Solid 3: Snake Eater,PS2,Action,Konami Digital Entertainment,1.46,0,0.83,1.93,4.23
316,World Soccer Winning Eleven 8 International,PS2,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85
335,FIFA Soccer 2005,PS2,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7
353,Star Wars: Battlefront,PS2,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61
391,Spider-Man 2,PS2,Action,Activision,1.75,1.2,0.02,0.43,3.41
496,Sonic Mega Collection Plus,PS2,Misc,Sega,1.54,1.14,0,0.22,2.9
501,Call of Duty: Finest Hour,PS2,Shooter,Activision,1.51,1.12,0.01,0.24,2.89
561,Burnout 3: Takedown,PS2,Racing,Electronic Arts,1.23,1.11,0,0.34,2.68
569,Fable,XB,Role-Playing,Microsoft Game Studios,1.99,0.58,0,0.09,2.66
581,ESPN NFL 2K5,PS2,Sports,Sega,2.15,0.12,0,0.36,2.62
592,NBA Live 2005,PS2,Sports,Electronic Arts,2.03,0.21,0,0.35,2.59
598,Ratchet & Clank: Up Your Arsenal,PS2,Platform,Sony Computer Entertainment,1.31,0.74,0.31,0.22,2.57
667,Half-Life 2,PC,Shooter,Vivendi Games,2.28,0.02,0.08,0,2.37
668,The Incredibles,PS2,Action,THQ,0.96,1.08,0.04,0.3,2.37
669,Tony Hawk's Underground 2,PS2,Sports,Activision,1.25,0.86,0.01,0.26,2.37
687,James Bond 007: Everything or Nothing,PS2,Shooter,Electronic Arts,0.85,1.06,0.09,0.32,2.31
688,WarioWare Touched!,DS,Puzzle,Nintendo,0.52,0.45,1.21,0.13,2.31
698,Need for Speed Underground 2,XB,Racing,Electronic Arts,1.38,0.8,0,0.1,2.28
718,Paper Mario: The Thousand-Year Door,GC,Role-Playing,Nintendo,1.48,0.25,0.46,0.06,2.25
769,Dance Dance Revolution Extreme,PS2,Simulation,Konami Digital Entertainment,1.04,0.81,0,0.27,2.13
819,The Incredibles,GBA,Action,THQ,1.15,0.77,0.04,0.1,2.06
868,Hot Shots Golf: Open Tee,PSP,Sports,Sony Computer Entertainment,0.5,0.5,0.63,0.33,1.96
883,Dragon Ball Z: Budokai 3,PS2,Fighting,Atari,1.09,0.15,0.65,0.04,1.94
886,X-Men Legends,PS2,Role-Playing,Activision,1,0.72,0,0.21,1.93
901,MX Unleashed,PS2,Racing,THQ,0.94,0.73,0,0.25,1.92
916,Mortal Kombat: Deception,PS2,Fighting,Midway Games,0.92,0.72,0,0.24,1.88
927,Shrek 2,PS2,Platform,Activision,1.12,0.69,0.03,0.02,1.86
930,SingStar,PS2,Misc,Sony Computer Entertainment,0,1.37,0,0.49,1.86
937,Jak 3,PS2,Platform,Sony Computer Entertainment,1.33,0.49,0,0.03,1.85
939,Kingdom Hearts: Chain of Memories,GBA,Role-Playing,Square Enix,1.26,0.18,0.35,0.06,1.85
963,Sly 2: Band of Thieves,PS2,Platform,Sony Computer Entertainment,0.88,0.69,0,0.23,1.81
976,The Getaway: Black Monday,PS2,Action,Sony Computer Entertainment,0.39,1.01,0.02,0.36,1.78
991,The SpongeBob SquarePants Movie,PS2,Platform,THQ,1.06,0.54,0,0.16,1.76
995,Def Jam: Fight for NY,PS2,Fighting,Electronic Arts,0.86,0.67,0,0.22,1.76
1002,The Urbz: Sims in the City,PS2,Simulation,Electronic Arts,0.52,0.95,0,0.29,1.76
1007,Star Wars: Battlefront,XB,Shooter,Activision,1.24,0.45,0,0.07,1.75
1015,2 Games in 1: Disney Princess & The Lion King,GBA,Misc,THQ,1.25,0.46,0,0.03,1.75
1040,Madden NFL 2005,XB,Sports,Electronic Arts,1.61,0.03,0,0.08,1.72
1046,Ace Combat 5: The Unsung War,PS2,Simulation,Sony Computer Entertainment Europe,0.88,0.34,0.32,0.18,1.71
1104,NBA Ballers,PS2,Sports,Midway Games,0.81,0.63,0,0.21,1.66
1109,Mario Party 6,GC,Misc,Nintendo,0.9,0.11,0.6,0.05,1.65
1112,Dragon Quest V: Tenkuu no Hanayome,PS2,Role-Playing,Enix Corporation,0,0,1.65,0,1.65
1115,Kirby & the Amazing Mirror,GBA,Platform,Nintendo,0.8,0.05,0.76,0.03,1.64
1122,Prince of Persia: Warrior Within,PS2,Action,Ubisoft,0.54,0.88,0,0.22,1.64
1125,ESPN NFL 2K5,XB,Sports,Sega,1.54,0.02,0,0.07,1.63
1133,NCAA Football 2005,PS2,Sports,Electronic Arts,1.32,0.09,0,0.22,1.62
1142,NFL Street 2,PS2,Sports,Electronic Arts,0.79,0.62,0,0.21,1.61
1160,ESPN NBA 2K5,PS2,Sports,Global Star,1.26,0.12,0,0.21,1.59
1285,Fight Night 2004,PS2,Fighting,Electronic Arts,1.08,0.2,0,0.2,1.48
1286,Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,Action,Ubisoft,0.82,0.59,0,0.07,1.48
1300,The SpongeBob SquarePants Movie,GBA,Platform,THQ,1.02,0.38,0,0.06,1.46
1317,Onimusha 3: Demon Siege,PS2,Action,Capcom,0.37,0.47,0.54,0.07,1.45
1321,Red Dead Revolver,PS2,Shooter,Take-Two Interactive,0.71,0.55,0,0.19,1.45
1344,Tiger Woods PGA Tour 2005,PS2,Sports,Electronic Arts,1.03,0.32,0,0.09,1.44
1353,Classic NES Series: Super Mario Bros.,GBA,Platform,Nintendo,0,0,1.39,0.03,1.43
1359,The Legend of Zelda: The Minish Cap,GBA,Action,Nintendo,0.89,0.22,0.22,0.1,1.42
1360,NFL Street,PS2,Sports,Electronic Arts,1.15,0.08,0,0.19,1.42
1375,Ridge Racer,PSP,Racing,Sony Computer Entertainment,0.36,0.45,0.32,0.28,1.41
1380,NASCAR 2005: Chase for the Cup,PS2,Racing,Electronic Arts,0.69,0.54,0,0.18,1.41
1386,Sonic Advance 3,GBA,Platform,THQ,0.74,0.52,0.08,0.06,1.4
1421,Star Wars Knights of the Old Republic II: The Sith Lords,XB,Role-Playing,Activision,0.99,0.33,0,0.05,1.37
1425,Tom Clancy's Ghost Recon 2,XB,Shooter,Ubisoft,0.86,0.45,0,0.06,1.36
1447,Samurai Warriors,PS2,Action,Electronic Arts,0.22,0.05,1.06,0.02,1.35
1454,SingStar Party,PS2,Misc,Sony Computer Entertainment,0,1.04,0,0.31,1.35
1462,Donkey Kong Jungle Beat,GC,Platform,Nintendo,0.84,0.22,0.24,0.04,1.34
1466,MVP Baseball 2004,PS2,Sports,Electronic Arts,1.1,0.06,0,0.18,1.34
1468,Ratchet & Clank: Up Your Arsenal (Weekly american sales),PS2,Platform,Sony Computer Entertainment,1.27,0.05,0,0.02,1.33
1478,Metroid Prime 2: Echoes,GC,Shooter,Nintendo,0.87,0.35,0.07,0.04,1.33
1481,Corvette,PS2,Racing,TDK Mediactive,0.65,0.51,0,0.17,1.33
1514,Burnout 3: Takedown,XB,Racing,Electronic Arts,0.84,0.43,0,0.04,1.31
1535,Transformers,PS2,Shooter,Atari,0.63,0.49,0,0.16,1.29
1540,Champions of Norrath,PS2,Role-Playing,Sony Online Entertainment,0.63,0.49,0,0.16,1.28
1568,Jet Li: Rise to Honor,PS2,Action,Sony Computer Entertainment,0.62,0.48,0,0.16,1.27
1597,Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,Action,Ubisoft,0.52,0.56,0,0.17,1.25
1615,Ninja Gaiden,XB,Action,Microsoft Game Studios,0.92,0.2,0.07,0.04,1.23
1617,Driv3r,PS2,Racing,Atari,0.6,0.47,0,0.16,1.23
1626,Donkey Kong Country 2,GBA,Platform,Nintendo,0.79,0.27,0.12,0.04,1.23
1636,Mario Power Tennis,GC,Sports,Nintendo,0.58,0.16,0.46,0.03,1.22
1655,Call of Duty: Finest Hour,XB,Shooter,Activision,0.78,0.4,0,0.04,1.21
1670,ATV Offroad Fury 3,PS2,Racing,SouthPeak Games,1,0.04,0,0.16,1.2
1671,Pikmin 2,GC,Strategy,Nintendo,0.48,0.13,0.56,0.03,1.2
1702,Final Fantasy I & II: Dawn of Souls,GBA,Role-Playing,Nintendo,0.64,0.24,0.29,0.02,1.19
1740,Mario vs. Donkey Kong,GBA,Puzzle,Nintendo,0.68,0.25,0.21,0.02,1.17
1747,Tom Clancy's Ghost Recon: Jungle Storm,PS2,Shooter,Ubisoft,0.57,0.44,0,0.15,1.16
1767,Bad Boys: Miami Takedown,PS2,Shooter,Empire Interactive,0.56,0.44,0,0.15,1.15
1802,Need for Speed Underground 2,GC,Racing,Electronic Arts,0.7,0.39,0.01,0.03,1.14
1809,Tom Clancy's Rainbow Six 3: Black Arrow,XB,Shooter,Ubisoft,0.99,0.12,0,0.02,1.13
1832,Spider-Man 2,XB,Action,Activision,0.82,0.26,0,0.04,1.12
1847,Lumines: Puzzle Fusion,PSP,Puzzle,Ubisoft,0.52,0.35,0,0.23,1.11
1909,Tom Clancy's Ghost Recon 2,PS2,Shooter,Ubisoft,0.64,0.34,0,0.1,1.08
1961,Spider-Man 2,GBA,Action,Activision,0.76,0.28,0,0.02,1.06
2032,Shrek 2,GC,Platform,Activision,0.73,0.26,0.01,0.03,1.02
2041,Harry Potter and the Prisoner of Azkaban,PS2,Action,Electronic Arts,0.5,0.39,0,0.13,1.02
2065,Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,PS2,Misc,Sammy Corporation,0,0,1,0,1
2142,FIFA Soccer 2005,XB,Sports,Electronic Arts,0.33,0.6,0,0.04,0.97
2174,ESPN NBA 2K5,XB,Sports,Global Star,0.88,0.04,0,0.04,0.95
2176,World Championship Poker,PS2,Misc,Play It,0.8,0.03,0,0.13,0.95
2196,Killzone,PS2,Shooter,Sony Computer Entertainment,0.79,0.03,0,0.13,0.94
2200,The SpongeBob SquarePants Movie,GC,Platform,THQ,0.73,0.19,0,0.03,0.94
2233,Crash City Mayhem,GBA,Racing,THQ,0.67,0.25,0,0.02,0.93
2292,Sonic Mega Collection Plus,XB,Misc,Sega,0.61,0.26,0,0.04,0.91
2299,MLB 2005,PS2,Sports,Sony Computer Entertainment,0.44,0.35,0,0.12,0.9
2322,X-Men Legends,XB,Role-Playing,Activision,0.62,0.24,0,0.04,0.9
2323,NBA Live 2005,XB,Sports,Electronic Arts,0.81,0.05,0,0.04,0.9
2335,Classic NES Series: The Legend of Zelda,GBA,Adventure,Nintendo,0.46,0.17,0.24,0.02,0.89
2337,Fire Emblem: The Sacred Stones,GBA,Strategy,Nintendo,0.42,0.16,0.3,0.02,0.89
2370,Metal Gear Ac!d,PSP,Strategy,Konami Digital Entertainment,0.32,0.26,0.12,0.17,0.88
2373,ESPN NHL 2K5,PS2,Sports,Global Star,0.43,0.33,0,0.11,0.88
2438,Tiger Woods PGA Tour 2005,XB,Sports,Electronic Arts,0.64,0.18,0,0.03,0.85
2455,Spider-Man 2,GC,Action,Activision,0.65,0.17,0,0.02,0.84
2463,The Incredibles,GC,Action,THQ,0.65,0.17,0,0.02,0.84
2475,ESPN College Hoops 2K5,PS2,Sports,Sega,0.41,0.32,0,0.11,0.84
2476,Metroid: Zero Mission,GBA,Adventure,Nintendo,0.6,0.22,0,0.01,0.84
