Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
265,Namco Museum,GBA,Namco Bandai Games,3,1.11,0.05,0.07,4.24
665,Yu-Gi-Oh! The Duelists of the Roses,PS2,Konami Digital Entertainment,1.16,0.91,0,0.3,2.38
955,Namco Museum,PS2,Namco Bandai Games,1.73,0.07,0,0.02,1.82
1654,Fuzion Frenzy,XB,Microsoft Game Studios,0.93,0.24,0,0.04,1.21
2766,Jampack Summer 2001,PS2,Sony Computer Entertainment,0.36,0.28,0,0.1,0.74
2774,Yu-Gi-Oh! Dungeon Dice Monsters,GBA,Konami Digital Entertainment,0.42,0.16,0.15,0.01,0.74
2844,Jampack Winter 2001,PS2,Sony Computer Entertainment,0.35,0.28,0,0.09,0.72
3394,Jampack Fall 2001,PS,Sony Computer Entertainment,0.33,0.22,0,0.04,0.59
3883,Pac-Man Fever,PS2,Sony Computer Entertainment,0.25,0.2,0,0.07,0.51
3964,Blue's Clues: Blue's Big Musical,PS,THQ,0.28,0.19,0,0.03,0.5
4073,Momotarou Dentetsu X: Kyuushuu-hen mo Arubai,PS2,Hudson Soft,0,0,0.49,0,0.49
4758,Yu-Gi-Oh! The Eternal Duelist Soul (JP sales),GBA,Konami Digital Entertainment,0,0,0.4,0.01,0.41
5799,Music Maker,PS2,Magix,0.15,0.12,0,0.04,0.31
6644,Exhibition,XB,Microsoft Game Studios,0.19,0.05,0,0.01,0.25
6669,Midway's Greatest Arcade Hits,GBA,Midway Games,0.18,0.07,0,0,0.25
7146,EX Monopoly,GBA,Takara,0.16,0.06,0,0,0.22
7844,Frequency,PS2,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19
8734,MTV Music Generator 2,PS2,Codemasters,0.08,0.06,0,0.02,0.15
9091,PaRappa The Rapper 2,PS2,Sony Computer Entertainment,0.07,0.05,0,0.02,0.14
9222,Space Venus starring Morning Musume,PS2,Sony Music Entertainment,0,0,0.14,0,0.14
10706,Universal Studios Theme Parks Adventure,GC,Kemco,0.08,0.02,0,0,0.1
11127,The Weakest Link,PS,Activision,0.05,0.03,0,0.01,0.09
11985,Caesars Palace Advance: Millennium Gold Edition,GBA,Majesco Entertainment,0.05,0.02,0,0,0.07
12406,Mad Maestro!,PS2,Eidos Interactive,0.03,0.02,0,0.01,0.06
13368,Gitaroo Man,PS2,THQ,0.02,0.02,0,0.01,0.05
14748,ParaParaParadise,PS2,Konami Digital Entertainment,0,0,0.03,0,0.03
