Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
13897,R-Type Command (correct US sales),PSP,2007,Rising Star Games,0.04,0,0,0,0.04
13908,Battle Hunter,PS,1999,Midas Interactive Entertainment,0.02,0.01,0,0,0.04
13918,Civilization Beyond Earth: Rising Tide,PC,2015,Take-Two Interactive,0,0.04,0,0,0.04
13929,Taikou Risshiden V,PSP,2009,Tecmo Koei,0,0,0.04,0,0.04
13948,Railroad Tycoon 3,PC,2003,Gathering of Developers,0,0.03,0,0.01,0.04
13974,Chaos Wars,PS2,2006,Idea Factory,0,0,0.04,0,0.04
13985,Worms: Ultimate Mayhem,PC,2011,Unknown,0,0.03,0,0,0.04
13989,Tears to Tiara Anecdotes: The Secret of Avalon,PS3,2009,Aqua Plus,0,0,0.04,0,0.04
14003,Age of Mythology: The Titans,PC,2003,Microsoft Game Studios,0.01,0.02,0,0,0.04
14016,San Goku Shi DS 3,DS,2010,Tecmo Koei,0,0,0.04,0,0.04
14020,World in Conflict,PC,2007,Vivendi Games,0,0.03,0,0.01,0.04
14030,World in Conflict: Complete Edition,PC,2009,Ubisoft,0,0.03,0,0.01,0.04
14038,Caesar III,PC,1998,Vivendi Games,0,0.03,0,0.01,0.04
14039,Super Robot Taisen: Scramble Commander the 2nd,PS2,2007,Banpresto,0,0,0.04,0,0.04
14055,Nobunaga's Ambition II,3DS,2015,Tecmo Koei,0,0,0.04,0,0.04
14058,Clockwork Empires,PC,N/A,Unknown,0,0.03,0,0,0.04
14065,Sins of a Solar Empire: Trinity,PC,2010,Kalypso Media,0,0.03,0,0.01,0.04
14078,A Game of Thrones: Genesis,PC,2011,Focus Home Interactive,0,0.03,0,0.01,0.04
14079,Hotel Giant 2,PC,2008,JoWood Productions,0,0.03,0,0.01,0.04
14101,FabStyle,3DS,2011,Tecmo Koei,0,0,0.03,0,0.03
14112,Supreme Ruler: Cold War,PC,2011,Paradox Interactive,0,0.03,0,0.01,0.03
14154,Trap Gunner: Countdown to Oblivion,PS,1998,Konami Digital Entertainment,0.02,0.01,0,0,0.03
14161,Rise of Nations: Rise of Legends,PC,2006,Microsoft Game Studios,0,0.03,0,0.01,0.03
14164,Zoo Tycoon,PC,2001,Microsoft Game Studios,0,0.03,0,0.01,0.03
14174,SD Gundam G Generation: Gather Beat 2,WS,2001,Namco Bandai Games,0,0,0.03,0,0.03
14193,Romance of the Three Kingdoms (3DS),3DS,2013,Tecmo Koei,0,0,0.03,0,0.03
14196,Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,PS3,2011,Nippon Ichi Software,0,0,0.03,0,0.03
14263,Suujin Taisen,DS,2007,Nintendo,0,0,0.03,0,0.03
14267,Combat Mission: Shock Force,PC,2007,Paradox Interactive,0,0.03,0,0.01,0.03
14268,Rome: Total War - Gold Edition,PC,2006,Sega,0,0.03,0,0.01,0.03
14289,Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PSV,2013,Namco Bandai Games,0,0,0.03,0,0.03
14290,Nobunaga no Yabou: Kakushin with Power-Up Kit,PS2,2008,Tecmo Koei,0,0,0.03,0,0.03
14302,Men of War,PC,2009,505 Games,0.01,0.02,0,0.01,0.03
14371,Ojyousama Express,SAT,1998,Media Works,0,0,0.03,0,0.03
14384,Homeworld 2,PC,2003,Vivendi Games,0,0.03,0,0.01,0.03
14386,Hearts of Iron IV,PC,2016,Paradox Interactive,0,0.03,0,0,0.03
14411,Empire Earth II,PC,2005,Vivendi Games,0,0.03,0,0,0.03
14418,Knights of Honor,PC,2004,Sunflowers,0,0.02,0,0.01,0.03
14424,Codename: Panzers Cold War,PC,2009,Atari,0,0.02,0,0.01,0.03
14468,Sins of a Solar Empire,PC,2008,Pinnacle,0,0.02,0,0.01,0.03
14515,Konpeki no Kantai,SNES,1995,Angel Studios,0,0,0.03,0,0.03
14517,Galaxy Angel II: Mugen Kairou no Kagi,PS2,2007,Broccoli,0,0,0.03,0,0.03
14518,Nectaris: Military Madness,PS,1998,Hudson Soft,0.02,0.01,0,0,0.03
14520,Tenka-bito,PS2,2006,Sega,0,0,0.03,0,0.03
14523,Star Trek: Tactical Assault,PSP,2006,Ubisoft,0.02,0.01,0,0,0.03
14538,Robin Hood: Defender of the Crown,XB,2003,Capcom,0.02,0.01,0,0,0.03
14540,Master of Monsters: Disciples of Gaia,PS,1997,Agetec,0.02,0.01,0,0,0.03
14542,SD Gundam: Gashapon Wars,Wii,2010,Namco Bandai Games,0,0,0.03,0,0.03
14543,Commander: Conquest of the Americas,PC,2010,Paradox Interactive,0,0.02,0,0.01,0.03
14556,Culdcept,PS2,2002,Sega,0.01,0.01,0,0,0.03
