Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
13034,Plants vs. Zombies,PC,2009,PopCap Games,0,0.04,0,0.01,0.05
13059,Men of War: Assault Squad,PC,2011,1C Company,0.01,0.03,0,0.01,0.05
13107,Super Robot Taisen Neo,Wii,2009,Namco Bandai Games,0,0,0.05,0,0.05
13141,"Warhammer 40,000: Dawn of War",PC,2004,THQ,0.01,0.03,0,0.01,0.05
13158,The History Channel: Great Battles - Medieval,PS3,N/A,Slitherine Software,0,0.04,0,0.01,0.05
13169,Empire Earth,PC,2001,Vivendi Games,0,0.04,0,0.01,0.05
13179,Yu-Gi-Oh! World Championship 2007,DS,2007,Konami Digital Entertainment,0,0.01,0.04,0,0.05
13207,SD Gundam: Scad Hammers,Wii,2006,Namco Bandai Games,0,0,0.05,0,0.05
13230,Worms Reloaded,PC,2010,Team17 Software,0,0.04,0,0.01,0.05
13231,StarCraft,PC,1998,Activision,0,0.04,0,0.01,0.05
13242,GrimGrimoire,PS2,2007,Tecmo Koei,0.01,0.01,0.03,0,0.05
13274,Saiyuki: Journey West,PS,1999,Tecmo Koei,0.03,0.02,0,0,0.05
13300,Grand Ages: Medieval,PC,2015,Kalypso Media,0,0.04,0,0,0.05
13303,Company of Heroes,PC,2006,THQ,0,0.04,0,0.01,0.05
13317,Romance of the Three Kingdoms VI: Awakening of the Dragon,PS,1998,Tecmo Koei,0.03,0.02,0,0,0.05
13340,Supreme Commander,PC,2007,THQ,0,0.04,0,0.01,0.05
13343,SD Gundam G Generation World,Wii,2011,Namco Bandai Games,0,0,0.05,0,0.05
13361,Full Spectrum Warrior: Ten Hammers,XB,2006,THQ,0.03,0.01,0,0,0.05
13415,Wrath Unleashed,XB,2004,LucasArts,0.03,0.01,0,0,0.05
13430,Tropico 3,PC,2009,Kalypso Media,0,0.04,0,0.01,0.05
13442,Thrillville: Off the Rails,DS,2007,LucasArts,0.03,0.01,0,0,0.05
13479,RollerCoaster Tycoon,PC,N/A,Microprose,0.02,0.02,0,0.01,0.04
13491,Front Mission,DS,2007,Square Enix,0.01,0,0.03,0,0.04
13496,Praetorians,PC,2003,Eidos Interactive,0,0.04,0,0,0.04
13499,Angelique Duet,PS,1998,Tecmo Koei,0,0,0.04,0,0.04
13543,Dai Senryaku VII: Modern Military Tactics,XB,2003,Kool Kizz,0.03,0.01,0,0,0.04
13625,Port Royale 2,PC,2004,Ascaron Entertainment GmbH,0,0.03,0,0.01,0.04
13632,Black & White,PC,2001,Electronic Arts,0,0.04,0,0.01,0.04
13635,Company of Heroes: Tales of Valor,PC,2009,THQ,0,0.03,0,0.01,0.04
13660,Heroes of Might and Magic V,PC,2006,Ubisoft,0,0.03,0,0.01,0.04
13666,Farm Frenzy 3,PC,2009,Alawar Entertainment,0,0.03,0,0.01,0.04
13679,Imperial Glory,PC,2005,Eidos Interactive,0,0.04,0,0,0.04
13694,Rise of Nations,PC,2003,Microsoft Game Studios,0.01,0.02,0,0.01,0.04
13704,XCOM 2,PS4,2016,Take-Two Interactive,0.01,0.02,0,0.01,0.04
13705,Company of Heroes: Opposing Fronts,PC,2007,THQ,0.01,0.03,0,0.01,0.04
13711,Men of War: Vietnam,PC,2011,Unknown,0,0.03,0,0.01,0.04
13725,Shattered Union,XB,2005,Take-Two Interactive,0.03,0.01,0,0,0.04
13740,PD Ultraman Battle Collection 64,N64,1999,Namco Bandai Games,0,0,0.04,0,0.04
13742,Worms Armageddon,N64,1999,Infogrames,0.03,0.01,0,0,0.04
13752,Worms 4: Mayhem,XB,2005,Codemasters,0.03,0.01,0,0,0.04
13774,Empire Earth III,PC,2007,Vivendi Games,0,0.03,0,0.01,0.04
13781,Nobunaga's Ambition: Sphere of Influence,PS4,2014,Tecmo Koei,0.03,0,0,0.01,0.04
13787,Patrician IV,PC,2010,Kalypso Media,0.03,0,0,0,0.04
13796,Fritz Chess,PS3,2009,Deep Silver,0,0.03,0,0.01,0.04
13801,Sacred Blaze,PS2,2009,Flight-Plan,0,0,0.04,0,0.04
13826,Syndicate Wars,PS,1997,Electronic Arts,0.02,0.01,0,0,0.04
13850,The Adventures of Darwin,PS2,2006,Essential Games,0.01,0,0.03,0,0.04
13854,Supreme Commander: Forged Alliance,PC,2007,THQ,0.01,0.02,0,0.01,0.04
13861,Warhammer: Dark Omen,PS,1998,Electronic Arts,0.02,0.01,0,0,0.04
13871,Caesar IV,PC,2006,Vivendi Games,0,0.03,0,0.01,0.04
