Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
226,Tony Hawk's Pro Skater 2,PS,Activision,3.05,1.41,0.02,0.2,4.68
685,Mario Tennis,N64,Nintendo,0.78,0.4,1.06,0.07,2.32
780,Tony Hawk's Pro Skater,N64,Activision,1.68,0.4,0,0.03,2.11
1087,Madden NFL 2001,PS,Electronic Arts,1.58,0.05,0,0.04,1.67
1102,SSX,PS2,Electronic Arts,0.78,0.61,0.06,0.2,1.66
1260,Madden NFL 2001,PS2,Electronic Arts,1.19,0.07,0.05,0.2,1.5
1475,Tony Hawk's Pro Skater,GB,Activision,0.9,0.38,0.01,0.05,1.33
1477,Triple Play 2001,PS,Electronic Arts,0.74,0.5,0,0.09,1.33
1585,NBA Live 2001,PS,Electronic Arts,0.7,0.47,0,0.08,1.25
1712,Mario Tennis,GB,Nintendo,0.5,0.18,0.44,0.06,1.18
1879,NFL 2K1,DC,Sega,1.02,0.05,0,0.02,1.09
1981,Dave Mirra Freestyle BMX,PS,Acclaim Entertainment,0.91,0.11,0,0.03,1.05
2071,NFL GameDay 2001,PS,Sony Computer Entertainment,0.56,0.38,0,0.07,1
2085,NFL Fever 2002,XB,Microsoft Game Studios,0.74,0.21,0,0.04,0.99
2163,NHL 2001,PS2,Electronic Arts,0.47,0.37,0,0.12,0.96
2353,MLB 2001,PS,Sony Computer Entertainment,0.49,0.34,0,0.06,0.89
2489,FIFA Soccer World Championship,PS2,Electronic Arts,0.27,0.21,0.28,0.07,0.83
2932,NCAA Football 2001,PS,Electronic Arts,0.39,0.26,0,0.05,0.7
3066,Jikkyou World Soccer 2000 Final Edition,PS2,Konami Digital Entertainment,0,0,0.66,0,0.66
3177,Madden NFL 2001,N64,Electronic Arts,0.6,0.03,0,0.01,0.64
3231,NHL 2001,PS,Electronic Arts,0.35,0.24,0,0.04,0.63
3399,NFL Blitz 2001,PS,Midway Games,0.33,0.22,0,0.04,0.59
3462,Sammy Sosa High Heat Baseball 2001,PS,3DO,0.32,0.22,0,0.04,0.58
3696,Gekikuukan Pro Yakyuu: At the End of the Century 1999,PS2,SquareSoft,0,0,0.54,0,0.54
3856,Swing Away Golf,PS2,Electronic Arts,0.17,0.13,0.18,0.04,0.52
4466,Grind Session,PS,Sony Computer Entertainment,0.24,0.17,0,0.03,0.44
4624,NFL Blitz 2001,N64,Midway Games,0.34,0.07,0,0,0.42
4697,Cool Boarders 2001,PS,Sony Computer Entertainment,0.23,0.16,0,0.03,0.41
4699,World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,PS,Konami Digital Entertainment,0,0,0.39,0.03,0.41
5204,NFL GameDay 2001,PS2,Sony Computer Entertainment,0.18,0.14,0,0.05,0.36
5306,Jikkyou Powerful Pro Yakyuu 2000,N64,Konami Digital Entertainment,0,0,0.29,0.06,0.35
5335,Jikkyou Powerful Pro Yakyuu 7,PS2,Konami Digital Entertainment,0,0,0.35,0,0.35
5539,NCAA GameBreaker 2001,PS,Sony Computer Entertainment,0.18,0.12,0,0.02,0.33
5637,FIFA 2001 Major League Soccer,PS,Electronic Arts,0.18,0.12,0,0.02,0.32
5993,Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban,PS,Konami Digital Entertainment,0,0,0.27,0.02,0.29
6070,Snowboarding,PS,Midas Interactive Entertainment,0.16,0.11,0,0.02,0.29
6215,Real Pool,PS2,Midas Interactive Entertainment,0.14,0.11,0,0.04,0.28
6266,Q-Ball: Billiards Master,PS2,Take-Two Interactive,0.13,0.1,0,0.04,0.27
6291,Burstrick: Wake Boarding!!,PS,Natsume,0.15,0.1,0,0.02,0.27
6305,Sydney 2000,PS,Eidos Interactive,0.15,0.1,0,0.02,0.27
6405,NBA ShootOut 2001,PS,Sony Computer Entertainment,0.15,0.1,0,0.02,0.27
6624,Surfing H3O,PS2,Take-Two Interactive,0.12,0.1,0,0.03,0.25
6634,Power Pro Kun Pocket 2,GB,Konami Digital Entertainment,0,0,0.25,0,0.25
7007,All-Star Baseball 2001,N64,Acclaim Entertainment,0.22,0.01,0,0,0.23
7033,NHL FaceOff 2001,PS,Sony Computer Entertainment,0.13,0.09,0,0.02,0.23
7314,NBA in the Zone 2000,PS,Konami Digital Entertainment,0.12,0.08,0,0.01,0.21
7449,ESPN Winter X Games: Snowboarding 2002,PS2,Konami Digital Entertainment,0.1,0.08,0,0.03,0.21
7533,International Superstar Soccer 2000,PS2,Konami Digital Entertainment,0,0,0.2,0,0.2
7885,ESPN International Track & Field,PS2,Konami Digital Entertainment,0.09,0.07,0,0.02,0.19
7961,NCAA Final Four 2001,PS2,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19
8017,Reel Fishing II,PS,Victor Interactive,0.1,0.07,0,0.01,0.18
8113,Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,DC,Sega,0,0,0.18,0,0.18
