Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
578,Pac-Man: Adventures in Time,PSP,Sony Computer Entertainment,0.76,1.1,0.12,0.65,2.63
597,WWE SmackDown vs. RAW 2007,PS2,THQ,1.4,0.88,0.03,0.26,2.58
1088,Fight Night Round 3,PS3,Electronic Arts,0.81,0.59,0.01,0.26,1.67
1188,Fight Night Round 3,PS2,Electronic Arts,1.07,0.4,0,0.1,1.56
1292,Fight Night Round 3,X360,Electronic Arts,1.33,0.03,0.01,0.1,1.47
1315,SNK vs. Capcom: The Match of the Millennium,PSP,Sega,0.53,0.58,0,0.35,1.46
1940,Mortal Kombat: Armageddon,PS2,Midway Games,0.88,0.04,0,0.14,1.06
2599,Dragon Ball Z: Budokai Tenkaichi 2,PS2,Atari,0.66,0.02,0,0.11,0.79
2765,Jump Ultimate Stars,DS,Nintendo,0,0,0.74,0,0.74
2772,Mortal Kombat: Unchained,PSP,Midway Games,0.67,0.01,0,0.06,0.74
3044,WWE SmackDown vs. RAW 2007,PSP,THQ,0.33,0.2,0,0.14,0.67
3688,Dragon Ball Z: Shin Budokai,PSP,Atari,0.26,0.08,0.13,0.07,0.55
3833,Fight Night Round 3,PSP,Electronic Arts,0.46,0.02,0,0.05,0.52
3919,WWE SmackDown vs. RAW 2007,X360,THQ,0.44,0.03,0,0.04,0.51
4276,Bleach: The Blade of Fate,DS,Sega,0.3,0.01,0.12,0.03,0.46
5086,Super Dragon Ball Z,PS2,Atari,0.09,0.07,0.19,0.02,0.37
5456,Street Fighter Alpha 3 MAX,PSP,Capcom,0.27,0.01,0.02,0.03,0.33
5506,Fight Night Round 3,XB,Electronic Arts,0.26,0.06,0,0.01,0.33
5570,Bleach: Shattered Blade,Wii,Sega,0.22,0.01,0.08,0.02,0.33
5762,Naruto: Ninja Destiny (US sales),DS,Namco Bandai Games,0.31,0,0,0,0.31
5953,Dragon Ball Z: Budokai Tenkaichi 2,Wii,Atari,0.24,0.03,0,0.02,0.3
6490,Naruto: Ultimate Ninja Heroes,PSP,Namco Bandai Games,0.26,0,0,0,0.26
6809,Marvel vs. Capcom Origins,PS2,Capcom,0.11,0.08,0.02,0.03,0.24
7543,The King of Fighters Collection: The Orochi Saga,PS2,Ignition Entertainment,0.1,0.08,0,0.03,0.2
7744,The King of Fighters XI,PS2,Ignition Entertainment,0.07,0.06,0.04,0.02,0.19
7838,Naruto: Ninja Destiny,DS,Namco Bandai Games,0.02,0.01,0.16,0,0.19
8398,Custom Robo Arena,DS,Nintendo,0.02,0.02,0.12,0,0.17
8491,Guilty Gear Judgment,PSP,Majesco Entertainment,0.13,0,0.02,0.01,0.16
8626,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,Atari,0.14,0,0,0.01,0.16
8912,Battle Stadium D.O.N,PS2,Namco Bandai Games,0,0,0.15,0,0.15
9098,Naruto Shippuden: Ninja Destiny 3,DS,D3Publisher,0,0.01,0.13,0,0.14
9262,SNK vs. Capcom: The Match of the Millennium,PS2,Sega,0,0.02,0,0.12,0.14
9379,Rumble Roses XX,X360,Konami Digital Entertainment,0.07,0.01,0.04,0.01,0.13
10019,Melty Blood: Act Cadenza,PS2,Sega,0,0,0.11,0,0.11
11112,Battle Stadium D.O.N,GC,Namco Bandai Games,0,0,0.09,0,0.09
11427,The King of Fighters 2006,PS2,Ignition Entertainment,0.01,0.01,0.05,0,0.08
11647,Guilty Gear XX Slash,PS2,Sammy Corporation,0,0,0.08,0,0.08
11820,Kengo: Legend of The 9,X360,Majesco Entertainment,0.06,0.01,0,0.01,0.07
11952,Bleach: Heat the Soul 3,PSP,Sony Computer Entertainment,0,0,0.07,0,0.07
12299,Naruto: Ultimate Ninja Heroes (JP sales),PSP,Namco Bandai Games,0,0,0.06,0,0.06
12887,Bleach: Blade Battlers,PS2,Sony Computer Entertainment,0,0,0.05,0,0.05
13099,Kinnikuman Muscle Grand Prix Max,PS2,Konami Digital Entertainment,0,0,0.05,0,0.05
13134,Guilty Gear Dust Strikers,DS,Majesco Entertainment,0.05,0,0,0,0.05
13463,Art of Fighting Anthology,PS2,Crave Entertainment,0.02,0.02,0,0.01,0.04
13557,WarTech: Senko no Ronde,X360,Ubisoft,0.04,0,0,0,0.04
13582,Saint Seiya: The Hades,PS2,Namco Bandai Games,0,0,0.04,0,0.04
13877,Shonen Jump's One Piece: Grand Adventure,GC,Namco Bandai Games,0.03,0.01,0,0,0.04
13991,Fatal Fury: Battle Archives Volume 1,PS2,Ignition Entertainment,0.02,0.01,0,0,0.04
14761,Wrestle Kingdom,PS2,Yuke's,0,0,0.03,0,0.03
15120,Samurai Shodown V,XB,Ignition Entertainment,0.02,0,0,0,0.02
15314,The King of Fighters NeoWave,XB,SNK Playmore,0.02,0,0,0,0.02
15602,The King of Fighters Collection: The Orochi Saga (JP sales),PS2,Ignition Entertainment,0,0,0.02,0,0.02
15632,Mai-Otome Hime: Otome Butou Shi,PS2,Sunrise Interactive,0,0,0.02,0,0.02
16250,Ultraman Fighting Evolution 0,PSP,Banpresto,0,0,0.01,0,0.01
16283,Fatal Fury: Battle Archives Volume 1 (JP sales),PS2,Ignition Entertainment,0,0,0.01,0,0.01
