Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
17,Grand Theft Auto V,PS3,Action,Take-Two Interactive,7.01,9.27,0.97,4.14,21.4
24,Grand Theft Auto V,X360,Action,Take-Two Interactive,9.63,5.31,0.06,1.38,16.38
33,Pokemon X/Pokemon Y,3DS,Role-Playing,Nintendo,5.17,4.05,4.34,0.79,14.35
62,Call of Duty: Ghosts,X360,Shooter,Activision,6.72,2.63,0.04,0.82,10.21
68,Call of Duty: Ghosts,PS3,Shooter,Activision,4.09,3.73,0.38,1.38,9.59
73,Minecraft,X360,Misc,Microsoft Game Studios,5.58,2.83,0.02,0.77,9.2
113,FIFA 14,PS3,Sports,Electronic Arts,0.78,4.32,0.07,1.73,6.9
147,The Last of Us,PS3,Action,Sony Computer Entertainment Europe,2.41,2.28,0.28,1.01,5.99
189,Tomodachi Life,3DS,Simulation,Nintendo,0.96,2.02,1.89,0.28,5.15
235,Luigi's Mansion: Dark Moon,3DS,Action,Nintendo,1.78,1.39,1.1,0.3,4.58
257,FIFA 14,X360,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31
262,Super Mario 3D World,WiiU,Platform,Nintendo,2.11,1.11,0.72,0.3,4.25
308,Assassin's Creed IV: Black Flag,PS3,Action,Ubisoft,1.33,1.71,0.13,0.73,3.89
328,Just Dance 2014,Wii,Misc,Ubisoft,1.98,1.47,0,0.32,3.76
337,Battlefield 4,PS3,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69
345,Gran Turismo 6,PS3,Racing,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64
350,Call of Duty: Ghosts,PS4,Shooter,Activision,1.78,1.42,0.05,0.38,3.63
366,Battlefield 4,X360,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53
384,Monster Hunter 4,3DS,Role-Playing,Capcom,0,0,3.44,0,3.44
387,Battlefield 4,PS4,Shooter,Electronic Arts,1.34,1.54,0.17,0.38,3.43
402,Assassin's Creed IV: Black Flag,X360,Action,Ubisoft,1.9,1.14,0.01,0.29,3.34
455,The Legend of Zelda: A Link Between Worlds,3DS,Action,Nintendo,1.4,0.99,0.46,0.22,3.07
494,FIFA 14,PS4,Sports,Electronic Arts,0.61,1.85,0.11,0.33,2.9
506,Call of Duty: Ghosts,XOne,Shooter,Activision,1.87,0.77,0,0.22,2.86
547,Assassin's Creed IV: Black Flag,PS4,Action,Ubisoft,1.07,1.31,0.06,0.31,2.74
594,Killzone: Shadow Fall,PS4,Shooter,Sony Computer Entertainment,0.89,1.33,0.07,0.28,2.58
613,Tomb Raider (2013),PS3,Action,Square Enix,0.6,1.31,0.08,0.52,2.51
626,NBA 2K14,X360,Sports,Take-Two Interactive,2.1,0.2,0,0.17,2.47
656,Batman: Arkham Origins,PS3,Action,Warner Bros. Interactive Entertainment,1.07,0.87,0.04,0.4,2.39
677,Skylanders SWAP Force,Wii,Platform,Activision,1.32,0.83,0,0.2,2.34
692,LEGO Marvel Super Heroes,X360,Action,Warner Bros. Interactive Entertainment,1.24,0.85,0,0.21,2.3
697,God of War: Ascension,PS3,Action,Sony Computer Entertainment,1.23,0.68,0.04,0.34,2.29
727,New Super Luigi U,WiiU,Platform,Nintendo,1.27,0.62,0.18,0.16,2.22
733,Assassin's Creed IV: Black Flag,XOne,Action,Ubisoft,1.47,0.55,0,0.19,2.21
750,Forza Motorsport 5,XOne,Racing,Microsoft Game Studios,1.21,0.78,0.01,0.17,2.18
751,Madden NFL 25,X360,Sports,Electronic Arts,1.97,0.07,0,0.13,2.18
822,Mario & Luigi: Dream Team,3DS,Role-Playing,Nintendo,0.89,0.57,0.46,0.13,2.06
825,NBA 2K14,PS3,Sports,Take-Two Interactive,1.43,0.33,0.04,0.25,2.05
828,Diablo III,PS3,Role-Playing,Activision,0.71,0.83,0.15,0.35,2.05
848,LEGO Marvel Super Heroes,PS3,Action,Warner Bros. Interactive Entertainment,0.77,0.85,0.01,0.37,2
858,Battlefield 4,XOne,Shooter,Electronic Arts,1.25,0.58,0,0.16,1.98
867,BioShock Infinite,X360,Shooter,Take-Two Interactive,1.22,0.57,0.02,0.15,1.96
887,Batman: Arkham Origins,X360,Action,Warner Bros. Interactive Entertainment,1.15,0.61,0,0.17,1.93
895,Tomb Raider (2013),X360,Action,Square Enix,0.86,0.87,0.01,0.17,1.92
911,Need for Speed Rivals,PS4,Racing,Electronic Arts,0.73,0.91,0.03,0.22,1.89
913,Yokai Watch,3DS,Role-Playing,Nintendo,0.21,0.3,1.33,0.04,1.89
924,Donkey Kong Country Returns,3DS,Platform,Nintendo,0.73,0.62,0.4,0.12,1.87
936,Mario Party: Island Tour,3DS,Misc,Nintendo,0.61,0.59,0.55,0.11,1.85
971,Beyond: Two Souls,PS3,Adventure,Sony Computer Entertainment,0.52,0.88,0.06,0.34,1.79
980,The Legend of Zelda: The Wind Waker,WiiU,Action,Nintendo,0.93,0.57,0.14,0.13,1.77
983,Wii Party U,WiiU,Misc,Nintendo,0.31,0.54,0.84,0.08,1.77
984,Madden NFL 25,PS3,Sports,Electronic Arts,1.59,0.03,0,0.15,1.77
998,BioShock Infinite,PS3,Shooter,Take-Two Interactive,0.72,0.69,0.04,0.31,1.76
1006,Kingdom Hearts,PS3,Role-Playing,Square Enix,0.9,0.37,0.25,0.24,1.75
1031,Disney Infinity,Wii,Action,Disney Interactive Studios,1.15,0.44,0,0.14,1.73
1062,Saints Row IV,X360,Action,Deep Silver,1.01,0.53,0.01,0.14,1.69
1089,Knack,PS4,Platform,Sony Computer Entertainment Europe,0.43,0.67,0.42,0.15,1.67
1094,StarCraft II: Heart of the Swarm,PC,Strategy,Activision,0.82,0.65,0,0.19,1.67
1143,Gears of War: Judgment,X360,Shooter,Microsoft Game Studios,0.92,0.53,0.03,0.13,1.61
1195,LEGO Marvel Super Heroes,PS4,Action,Warner Bros. Interactive Entertainment,0.59,0.75,0.01,0.21,1.56
1210,Dead Rising 3,XOne,Action,Microsoft Game Studios,1.06,0.35,0.01,0.12,1.54
1247,Puzzle & Dragons,3DS,Role-Playing,GungHo,0,0,1.51,0,1.51
1293,Metal Gear Rising: Revengeance,PS3,Action,Konami Digital Entertainment,0.45,0.4,0.44,0.18,1.47
