Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
13,Pokemon Gold/Pokemon Silver,GB,Role-Playing,Nintendo,9,6.18,7.2,0.71,23.1
70,Gran Turismo 2,PS,Racing,Sony Computer Entertainment,3.88,3.42,1.69,0.5,9.49
88,Final Fantasy VIII,PS,Role-Playing,SquareSoft,2.28,1.72,3.63,0.23,7.86
139,Driver,PS,Action,GT Interactive,3.11,2.8,0.02,0.33,6.27
158,Super Smash Bros.,N64,Fighting,Nintendo,2.95,0.6,1.97,0.04,5.55
166,Pokemon Stadium,N64,Strategy,Nintendo,3.18,1.24,0.94,0.09,5.45
172,Pokemon Pinball,GB,Misc,Nintendo,3.02,1.12,1.01,0.16,5.31
176,Donkey Kong 64,N64,Platform,Nintendo,3.33,0.79,1.09,0.06,5.27
201,Super Mario Bros.,GB,Platform,Nintendo,3.4,1.3,0.15,0.22,5.07
203,Tony Hawk's Pro Skater,PS,Sports,Activision,3.42,1.38,0.02,0.2,5.02
205,Warzone 2100,PS,Strategy,Eidos Interactive,2.79,1.89,0,0.33,5.01
221,Crash Team Racing,PS,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79
333,Resident Evil 3: Nemesis,PS,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72
347,Pokemon Snap,N64,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63
369,Spyro 2: Ripto's Rage!,PS,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52
421,007: Tomorrow Never Dies,PS,Shooter,Electronic Arts,1.72,1.33,0,0.16,3.21
444,Star Wars Episode I Racer,N64,Racing,Nintendo,2.31,0.62,0.14,0.04,3.12
503,Syphon Filter,PS,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88
616,Mario Party 2,N64,Misc,Nintendo,1.28,0.14,1.08,0.01,2.5
689,Need For Speed: High Stakes,PS,Racing,Electronic Arts,1.58,0.64,0,0.09,2.31
880,Who wants to be a millionaire,PC,Misc,Disney Interactive Studios,1.94,0,0,0,1.94
915,Yu-Gi-Oh! Forbidden Memories,PS,Role-Playing,Konami Digital Entertainment,1.37,0.44,0,0.08,1.88
917,Hot Shots Golf 2,PS,Sports,Sony Computer Entertainment,0.25,0.12,1.48,0.03,1.88
928,The Legend of Dragoon,PS,Role-Playing,Sony Computer Entertainment,0.94,0.44,0.39,0.1,1.86
934,Chrono Cross,PS,Role-Playing,SquareSoft,0.62,0.42,0.69,0.12,1.86
968,NFL GameDay 2000,PS,Sports,989 Studios,1,0.68,0,0.12,1.8
1016,Star Wars Episode I: The Phantom Menace,PS,Adventure,LucasArts,0.72,0.89,0.04,0.1,1.74
1063,Jampack Winter '99,PS,Misc,Sony Computer Entertainment,0.94,0.64,0,0.11,1.69
1118,Tom Clancy's Rainbow Six,PS,Shooter,Red Storm Entertainment,0.93,0.63,0,0.08,1.64
1131,Ape Escape,PS,Platform,Sony Computer Entertainment,0.71,0.48,0.32,0.11,1.63
1156,Silent Hill,PS,Action,Konami Digital Entertainment,0.71,0.48,0.3,0.1,1.6
1169,NASCAR 2000,PS,Racing,Electronic Arts,0.88,0.6,0,0.1,1.59
1207,Command & Conquer: Tiberian Sun,PC,Strategy,Westwood Studios,1.55,0,0,0,1.55
1281,WWF WrestleMania 2000,N64,Fighting,THQ,1.2,0.25,0.02,0.02,1.48
