Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
15601,Call of Duty: Modern Warfare Trilogy,PS3,2016,Activision,0,0.01,0,0,0.02
15608,James Bond 007: Blood Stone,PC,2010,Activision,0.02,0,0,0,0.02
15612,Heavy Fire: Afghanistan,PC,2011,Mastiff,0.02,0,0,0,0.02
15640,RoboCop,XB,2003,Titus,0.01,0,0,0,0.02
15665,Castle Shikigami 2,PS2,2004,Play It,0.01,0.01,0,0,0.02
15674,Unreal Tournament 2004,PC,2004,Atari,0,0.01,0,0,0.02
15677,Rogue Trooper,XB,2006,Eidos Interactive,0.01,0,0,0,0.02
15693,Ketsui Death Label,DS,2008,Arika,0,0,0.02,0,0.02
15696,SD Gundam Force,GBA,2004,Namco Bandai Games,0.01,0,0,0,0.02
15720,Without Warning,XB,N/A,Capcom,0.01,0,0,0,0.02
15758,Battle Engine Aquila,XB,2003,Atari,0.01,0,0,0,0.02
15777,Army Men: Major Malfunction,XB,2006,Global Star,0.01,0,0,0,0.02
15784,Gears of War,PC,2007,Microsoft Game Studios,0,0.01,0,0,0.02
15797,Judge Dredd: Dredd Vs Death,XB,2003,Vivendi Games,0.01,0,0,0,0.02
15807,Call of Duty: Modern Warfare Trilogy,X360,2016,Activision,0.01,0.01,0,0,0.02
15820,Platypus,PSP,2006,Funsta,0.02,0,0,0,0.02
15831,The Haunted: Hell's Reach,PC,2011,Visco,0.02,0,0,0,0.02
15838,Sniper Elite,PC,2005,MC2 Entertainment,0,0.01,0,0,0.02
15851,Joint Operations: Combined Arms,PC,2009,NovaLogic,0.01,0,0,0,0.02
15855,Assault Suit Leynos,PS4,2016,Rising Star Games,0.01,0,0,0,0.02
15856,Dragon Booster,DS,2005,Konami Digital Entertainment,0.02,0,0,0,0.02
15875,Dead to Rights,GBA,2004,Zoo Digital Publishing,0.01,0,0,0,0.02
15876,Thunder Force VI,PS2,2008,Sega,0,0,0.02,0,0.02
15885,Earth Defense Force 2017 (old JP sales),X360,2006,D3Publisher,0,0,0.02,0,0.02
15894,Trigger Man,GC,2004,Crave Entertainment,0.01,0,0,0,0.02
15898,Enemy Territory: Quake Wars,PC,2007,Activision,0.01,0,0,0,0.02
15902,Triggerheart Exelica,DC,2007,Warashi,0,0,0.02,0,0.02
15941,Space Invaders Revolution,DS,2005,Rising Star Games,0.01,0,0,0,0.02
15949,Touhou Genso Rondo: Bullet Ballet,PS4,2016,Nippon Ichi Software,0.01,0,0,0,0.02
16006,Serious Sam II,PC,2005,Take-Two Interactive,0,0.01,0,0,0.01
16013,Call of Juarez,PC,2006,Ubisoft,0,0.01,0,0,0.01
16014,Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),X360,2006,Ubisoft,0,0,0.01,0,0.01
16020,Unreal Tournament 2003,PC,2002,Atari,0,0.01,0,0,0.01
16037,WinBack 2: Project Poseidon,PS2,2006,Tecmo Koei,0.01,0.01,0,0,0.01
16113,DoDonPachi Saidaioujou,X360,2013,Cave,0,0,0.01,0,0.01
16138,Vanark,PS,1999,Jaleco,0.01,0.01,0,0,0.01
16163,Raven Squad: Operation Hidden Dagger,PC,2009,Evolved Games,0.01,0,0,0,0.01
16184,Resistance Dual Pack,PS3,2011,Sony Computer Entertainment,0,0.01,0,0,0.01
16195,Metal Slug Anthology,PS2,2007,Ignition Entertainment,0,0,0.01,0,0.01
16208,Caladrius,X360,2013,Moss,0,0,0.01,0,0.01
16232,Brothers in Arms: Furious 4,X360,N/A,N/A,0.01,0,0,0,0.01
16245,F.E.A.R. Perseus Mandate,PC,2007,Vivendi Games,0.01,0,0,0,0.01
16259,Conflict: Denied Ops,PC,2008,Eidos Interactive,0,0.01,0,0,0.01
16266,Mamoru-kun wa Norowarete Shimatta!,X360,2009,G.Rev,0,0,0.01,0,0.01
16284,CT Special Forces 2: Back in the Trenches,GBA,2003,LSP Games,0.01,0,0,0,0.01
16286,The Chronicles of Riddick: Assault on Dark Athena,PC,2009,Vivendi Games,0,0.01,0,0,0.01
16290,TimeShift,PC,2007,Vivendi Games,0.01,0,0,0,0.01
16311,Army Men: Air Combat - The Elite Missions,GC,2003,3DO,0.01,0,0,0,0.01
16330,Inversion,PC,N/A,Namco Bandai Games,0.01,0,0,0,0.01
16337,Greg Hastings' Tournament Paintball Max'd,PS2,2006,Activision,0.01,0,0,0,0.01
