Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
352,Tom Clancy's The Division,PS4,2016,Ubisoft,1.28,1.61,0.15,0.57,3.61
353,Star Wars: Battlefront,PS2,2004,LucasArts,1.93,1.22,0.03,0.44,3.61
354,Doom II: Hell on Earth,PC,1994,Virgin Interactive,2.05,1.4,0,0.16,3.61
358,Star Wars: Battlefront II,PS2,2005,LucasArts,2.18,1.02,0.03,0.37,3.59
364,James Bond 007: Agent Under Fire,PS2,2001,Electronic Arts,1.9,1.13,0.1,0.41,3.53
366,Battlefield 4,X360,2013,Electronic Arts,2.14,1.08,0.02,0.29,3.53
370,Left 4 Dead,X360,2008,Electronic Arts,2.66,0.5,0.05,0.3,3.52
379,Star Wars Battlefront (2015),XOne,2015,Electronic Arts,1.94,1.22,0.02,0.31,3.49
380,Battlefield: Bad Company 2,X360,2010,Electronic Arts,2.09,1.02,0.04,0.32,3.48
383,Far Cry 3,PS3,2012,Ubisoft,0.88,1.75,0.1,0.72,3.45
385,Borderlands,X360,2009,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44
387,Battlefield 4,PS4,2013,Electronic Arts,1.34,1.54,0.17,0.38,3.43
404,James Bond 007: Nightfire,PS2,2002,Electronic Arts,1.45,1.29,0.12,0.46,3.33
408,Max Payne,PS2,2001,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31
411,Destiny,XOne,2014,Activision,2.13,0.92,0,0.23,3.28
421,007: Tomorrow Never Dies,PS,1999,Electronic Arts,1.72,1.33,0,0.16,3.21
439,Resident Evil 6,PS3,2012,Capcom,0.88,0.97,0.88,0.42,3.15
440,Halo: The Master Chief Collection,XOne,2014,Microsoft Game Studios,1.89,0.99,0.03,0.24,3.15
454,Borderlands 2,X360,2012,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07
460,Far Cry 3,X360,2012,Ubisoft,1.38,1.35,0.02,0.28,3.04
464,Killzone 2,PS3,2009,Sony Computer Entertainment,1.4,1.07,0.08,0.47,3.02
468,Gears of War: Ultimate Edition,XOne,2015,Microsoft Game Studios,2.38,0.32,0,0.31,3
473,Star Fox,SNES,1993,Nintendo,1.61,0.51,0.8,0.07,2.99
478,Battlefield: Bad Company 2,PS3,2010,Electronic Arts,1.33,1.12,0.08,0.45,2.97
486,SOCOM II: U.S. Navy SEALs,PS2,2003,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94
495,Titanfall,XOne,2014,Electronic Arts,1.84,0.8,0.04,0.22,2.9
501,Call of Duty: Finest Hour,PS2,2004,Activision,1.51,1.12,0.01,0.24,2.89
503,Syphon Filter,PS,1999,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88
506,Call of Duty: Ghosts,XOne,2013,Activision,1.87,0.77,0,0.22,2.86
516,BioShock,X360,2007,Take-Two Interactive,1.65,0.86,0.05,0.28,2.83
518,Medal of Honor,PS3,2010,Electronic Arts,1.28,1.05,0.07,0.43,2.83
520,Metroid Prime,GC,2002,Nintendo,1.96,0.67,0.1,0.09,2.82
529,Killzone 3,PS3,2011,Sony Computer Entertainment,1.45,0.88,0.09,0.38,2.79
534,Battlefield 3,PC,2011,Electronic Arts,0.89,1.43,0,0.48,2.79
545,Missile Command,2600,1980,Atari,2.56,0.17,0,0.03,2.76
551,Call of Duty 3,X360,2006,Activision,1.49,0.93,0.02,0.27,2.71
566,Call Of Duty 2: Big Red One,PS2,2005,Activision,1.48,0.92,0.01,0.26,2.67
568,Medal of Honor,PS,1998,Electronic Arts,1.44,1.09,0,0.14,2.67
573,Medal of Honor Heroes,PSP,2006,Electronic Arts,0.86,1.11,0.01,0.66,2.65
583,Medal of Honor,X360,2010,Electronic Arts,1.55,0.81,0.04,0.21,2.62
594,Killzone: Shadow Fall,PS4,2013,Sony Computer Entertainment,0.89,1.33,0.07,0.28,2.58
608,Space Invaders,2600,N/A,Atari,2.36,0.14,0,0.03,2.53
621,Resistance 2,PS3,2008,Sony Computer Entertainment,1.15,0.85,0.1,0.39,2.48
633,Halo: Combat Evolved Anniversary,X360,2011,Microsoft Game Studios,1.44,0.73,0.04,0.22,2.44
637,Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Ubisoft,1.56,0.61,0.02,0.23,2.42
667,Half-Life 2,PC,2004,Vivendi Games,2.28,0.02,0.08,0,2.37
687,James Bond 007: Everything or Nothing,PS2,2004,Electronic Arts,0.85,1.06,0.09,0.32,2.31
705,Borderlands 2,PS3,2012,Take-Two Interactive,1.05,0.77,0.1,0.36,2.28
713,Call of Duty 3,Wii,N/A,Activision,1.19,0.84,0,0.23,2.26
732,BioShock 2,X360,2010,Take-Two Interactive,1.45,0.55,0.02,0.19,2.21
