Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
202,Resident Evil,PS,Virgin Interactive,2.05,1.16,1.11,0.73,5.05
230,Tomb Raider,PS,Eidos Interactive,2.29,1.97,0.13,0.24,4.63
326,Resident Evil Director's Cut,PS,Virgin Interactive,1.82,1.24,0.47,0.25,3.77
575,Star Wars: Shadows of the Empire,N64,Nintendo,2,0.5,0.12,0.03,2.65
1998,Mega Man X4,PS,Virgin Interactive,0.45,0.3,0.22,0.07,1.04
2024,Tomb Raider,PC,Eidos Interactive,0.96,0.07,0,0,1.03
5032,Mobile Suit Gundam version 2.0,PS,Namco Bandai Games,0,0,0.36,0.02,0.38
5434,Fade to Black,PS,Electronic Arts,0.19,0.13,0,0.02,0.34
5613,OverBlood,PS,Electronic Arts,0.05,0.04,0.21,0.02,0.32
6524,Nightmare Creatures,N64,Activision,0.21,0.05,0,0,0.26
7048,Perfect Weapon,PS,American Softworks,0.13,0.09,0,0.02,0.23
8253,Time Commando,PS,Adeline Software,0.1,0.07,0,0.01,0.17
8377,Reloaded,PS,Gremlin Interactive Ltd,0.09,0.06,0,0.01,0.17
8699,The Incredible Hulk: The Pantheon Saga,PS,Eidos Interactive,0.09,0.06,0,0.01,0.16
8714,Wing Commander III: Heart of the Tiger,PS,Electronic Arts,0.09,0.06,0,0.01,0.16
11056,Tunnel B1,PS,Ocean,0.05,0.03,0,0.01,0.09
13480,Assault Rigs,PS,Electronic Arts Victor,0.02,0.02,0,0,0.04
14192,Batman Forever: The Arcade Game,PS,Acclaim Entertainment,0.02,0.01,0,0,0.03
14358,DragonHeart: Fire & Steel,PS,Acclaim Entertainment,0.02,0.01,0,0,0.03
14595,Grid Runner,PS,Virgin Interactive,0.02,0.01,0,0,0.03
