Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
512,Command & Conquer: Red Alert,PC,Virgin Interactive,1.37,1.34,0,0.14,2.85
3487,Fire Emblem: Seisen no Keifu,SNES,Nintendo,0,0,0.58,0,0.58
3917,Dai-4-Ji Super Robot Taisen S,PS,Banpresto,0,0,0.48,0.03,0.51
4866,Command & Conquer,PS,Virgin Interactive,0.22,0.15,0,0.03,0.4
5906,Dragon Force,SAT,Sega,0,0,0.3,0,0.3
7554,Langrisser III,SAT,NCS,0,0,0.2,0,0.2
7829,Allied General,PS,SSI,0.11,0.07,0,0.01,0.19
7879,Warhammer: Shadow of the Horned Rat,PS,Mindscape,0.11,0.07,0,0.01,0.19
8423,Nobunaga no Yabou: Tenshoki,SNES,Tecmo Koei,0,0,0.17,0,0.17
9753,San Goku Shi V,SAT,Tecmo Koei,0,0,0.12,0,0.12
10961,Return Fire,PS,Time Warner Interactive,0.05,0.03,0,0.01,0.09
16376,Meru Purana,PS,Gust,0,0,0.01,0,0.01
