Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
60,Super Mario 64,DS,Nintendo,5.08,3.11,1.25,0.98,10.42
598,Ratchet & Clank: Up Your Arsenal,PS2,Sony Computer Entertainment,1.31,0.74,0.31,0.22,2.57
927,Shrek 2,PS2,Activision,1.12,0.69,0.03,0.02,1.86
937,Jak 3,PS2,Sony Computer Entertainment,1.33,0.49,0,0.03,1.85
963,Sly 2: Band of Thieves,PS2,Sony Computer Entertainment,0.88,0.69,0,0.23,1.81
991,The SpongeBob SquarePants Movie,PS2,THQ,1.06,0.54,0,0.16,1.76
1115,Kirby & the Amazing Mirror,GBA,Nintendo,0.8,0.05,0.76,0.03,1.64
1300,The SpongeBob SquarePants Movie,GBA,THQ,1.02,0.38,0,0.06,1.46
1353,Classic NES Series: Super Mario Bros.,GBA,Nintendo,0,0,1.39,0.03,1.43
1386,Sonic Advance 3,GBA,THQ,0.74,0.52,0.08,0.06,1.4
1462,Donkey Kong Jungle Beat,GC,Nintendo,0.84,0.22,0.24,0.04,1.34
1468,Ratchet & Clank: Up Your Arsenal (Weekly american sales),PS2,Sony Computer Entertainment,1.27,0.05,0,0.02,1.33
1626,Donkey Kong Country 2,GBA,Nintendo,0.79,0.27,0.12,0.04,1.23
2032,Shrek 2,GC,Activision,0.73,0.26,0.01,0.03,1.02
2200,The SpongeBob SquarePants Movie,GC,THQ,0.73,0.19,0,0.03,0.94
2798,Classic NES Series: Donkey Kong,GBA,Nintendo,0.4,0.15,0.17,0.01,0.73
3087,Disney's Kim Possible 2: Drakken's Demise,GBA,Disney Interactive Studios,0.47,0.17,0,0.01,0.66
3106,Yoshi Topsy-Turvy,GBA,Nintendo,0.25,0.09,0.3,0.01,0.65
3137,Crash Bandicoot Purple: Ripto's Rampage,GBA,Vivendi Games,0.46,0.17,0,0.01,0.64
3139,Spyro: A Hero's Tail,PS2,Vivendi Games,0.32,0.25,0,0.08,0.64
3142,Crash: Twinsanity,PS2,Vivendi Games,0.32,0.25,0,0.08,0.64
3182,Lemony Snicket's A Series of Unfortunate Events,PS2,Activision,0.31,0.24,0,0.08,0.64
3255,Tak 2: The Staff of Dreams,PS2,THQ,0.3,0.24,0,0.08,0.62
3296,Dora the Explorer: Super Spies,GBA,Gotham Games,0.44,0.16,0,0.01,0.61
3428,Mega Man Anniversary Collection,PS2,Capcom,0.29,0.22,0,0.08,0.59
3670,Shrek 2,XB,Activision,0.4,0.13,0,0.02,0.55
3694,The SpongeBob SquarePants Movie,XB,THQ,0.4,0.12,0,0.02,0.54
3792,Ty the Tasmanian Tiger 2: Bush Rescue,PS2,Electronic Arts,0.26,0.2,0,0.07,0.53
4248,Tak 2: The Staff of Dreams,GBA,THQ,0.33,0.12,0,0.01,0.46
4590,Famicom Mini: Super Mario Bros. 2,GBA,Nintendo,0,0,0.41,0.01,0.42
4613,Lemony Snicket's A Series of Unfortunate Events,GBA,Activision,0.3,0.11,0,0.01,0.42
4634,Mega Man Anniversary Collection,GC,Capcom,0.32,0.08,0,0.01,0.42
5315,The Fairly Odd Parents: Shadow Showdown,PS2,THQ,0.17,0.13,0,0.04,0.35
5363,Classic NES Series: Ice Climber,GBA,Nintendo,0.1,0.04,0.2,0.01,0.34
5377,The Fairly Odd Parents: Shadow Showdown,GBA,THQ,0.25,0.09,0,0.01,0.34
5485,Tak 2: The Staff of Dreams,GC,THQ,0.26,0.07,0,0.01,0.33
5503,Classic NES Series: Castlevania,GBA,Nintendo,0.17,0.06,0.09,0.01,0.33
6018,Mega Man X8,PS2,Capcom,0.14,0.11,0,0.04,0.29
6094,Spyro: A Hero's Tail,GC,Vivendi Games,0.22,0.06,0,0.01,0.29
6580,Lemony Snicket's A Series of Unfortunate Events,GC,Activision,0.2,0.05,0,0.01,0.26
6888,Densetsu no Stafi 3,GBA,Nintendo,0,0,0.23,0.01,0.24
7200,Mega Man Zero 3,GBA,Capcom,0.16,0.06,0,0,0.22
7429,Famicom Mini: Ganbare Goemon! Karakuri Douchuu,GBA,Konami Digital Entertainment,0,0,0.2,0.01,0.21
7560,Pitfall: The Lost Expedition,PS2,Activision,0.1,0.08,0,0.03,0.2
7576,The Fairly Odd Parents: Shadow Showdown,GC,THQ,0.16,0.04,0,0.01,0.2
7604,Ty the Tasmanian Tiger 2: Bush Rescue,GC,Electronic Arts,0.15,0.04,0,0.01,0.2
