Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1684,PokéPark Wii: Pikachu's Adventure,Wii,Nintendo,0.55,0.17,0.42,0.06,1.2
1901,MySims Agents,DS,Electronic Arts,0.55,0.43,0,0.11,1.08
1986,MySims Agents,Wii,Electronic Arts,0.62,0.32,0,0.1,1.05
1997,Disney Fairies: Tinker Bell and the Lost Treasure,DS,Disney Interactive Studios,0.57,0.35,0.02,0.1,1.04
2716,Ace Attorney Investigations: Miles Edgeworth,DS,Capcom,0.27,0.15,0.3,0.04,0.76
2811,iCarly,DS,Activision,0.67,0.01,0,0.05,0.73
2926,Hannah Montana: The Movie,DS,Disney Interactive Studios,0.38,0.25,0,0.07,0.7
2999,Hidden Objects: Mystery Stories,DS,GSP,0.19,0.43,0,0.05,0.68
3947,Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,DS,GSP,0.12,0.33,0,0.06,0.51
4300,iCarly,Wii,Activision,0.42,0,0,0.03,0.46
4543,"999: Nine Hours, Nine Persons, Nine Doors",DS,ChunSoft,0.37,0,0.03,0.03,0.43
4641,JumpStart: Escape from Adventure Island,Wii,Knowledge Adventure,0.39,0,0,0.03,0.42
4705,James Patterson Women's Murder Club: Games of Passion,DS,THQ,0.15,0.22,0,0.05,0.41
4836,Sherlock Holmes: The Mystery of the Mummy,DS,Focus Home Interactive,0.06,0.3,0,0.04,0.4
4949,SpongeBob vs The Big One: Beach Party Cook Off,DS,THQ,0.24,0.11,0,0.04,0.39
5265,CSI: Deadly Intent - The Hidden Cases,DS,Ubisoft,0.16,0.16,0,0.04,0.35
5302,Hannah Montana: The Movie,Wii,Disney Interactive Studios,0.13,0.18,0,0.04,0.35
5875,Jonas,DS,Disney Interactive Studios,0.28,0,0,0.02,0.3
6019,CSI: Deadly Intent,Wii,Ubisoft,0.13,0.13,0,0.03,0.29
6591,The Backyardigans,DS,Take-Two Interactive,0.24,0,0,0.02,0.26
6596,Tomb Raider: Underworld (Others sales),PS2,Eidos Interactive,0,0.21,0,0.04,0.26
6758,Disney's A Christmas Carol,DS,Disney Interactive Studios,0.22,0.01,0,0.02,0.25
6787,Broken Sword: Shadow of the Templars - The Director's Cut,Wii,Ubisoft,0.12,0.1,0,0.02,0.24
6811,Imagine: Teacher Class Trip,DS,Ubisoft,0.1,0.12,0,0.02,0.24
7019,Hannah Montana: The Movie,PS3,Disney Interactive Studios,0.14,0.06,0,0.03,0.23
7076,The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,PSP,Namco Bandai Games,0,0,0.23,0,0.23
7085,Barbie and the Three Musketeers,Wii,Activision,0.21,0,0,0.02,0.23
7220,Cursed Mountain,Wii,Deep Silver,0.09,0.1,0,0.02,0.22
7233,Where's Waldo? The Fantastic Journey,DS,Ubisoft,0.2,0,0,0.02,0.22
7361,Hannah Montana: The Movie,X360,Disney Interactive Studios,0.14,0.06,0,0.02,0.21
7388,Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,Wii,GSP,0.12,0.07,0,0.02,0.21
7485,CSI: Deadly Intent,X360,Ubisoft,0.1,0.08,0,0.02,0.21
7510,Chronicles of Mystery: Curse of the Ancient Temple,DS,City Interactive,0.07,0.11,0,0.02,0.2
7728,Shutter Island,PC,Merscom LLC,0,0.17,0,0.03,0.2
7859,"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",PSP,Sony Computer Entertainment,0,0,0.19,0,0.19
7871,Where's Waldo? The Fantastic Journey,Wii,Ubisoft,0.18,0,0,0.01,0.19
8213,Petz: Horseshoe Ranch,DS,Ubisoft,0.16,0,0,0.01,0.17
8220,Broken Sword: Shadows of the Templars - The Director's Cut,DS,Ubisoft,0.07,0.09,0,0.02,0.17
8477,Leisure Suit Larry: Box Office Bust,X360,Codemasters,0.14,0.01,0,0.01,0.16
8603,Sherlock Holmes vs. Jack the Ripper,X360,Focus Home Interactive,0.11,0.04,0,0.01,0.16
9024,Okaeri! Chibi-Robo! Happy Richie Oosouji,DS,Nintendo,0,0,0.14,0,0.14
9448,Amagami,PS2,Enterbrain,0,0,0.13,0,0.13
9493,Barbie and the Three Musketeers,DS,Activision,0.12,0,0,0.01,0.13
9665,Calling,Wii,Konami Digital Entertainment,0.07,0.04,0,0.01,0.12
9742,Escape The Museum,Wii,Majesco Entertainment,0.11,0.01,0,0.01,0.12
9937,The Clique: Diss and Make Up,DS,Warner Bros. Interactive Entertainment,0.11,0,0,0.01,0.12
10069,The Hardy Boys: Treasure on the Tracks,DS,Sega,0.11,0,0,0.01,0.11
10116,WireWay,DS,Konami Digital Entertainment,0.1,0,0,0.01,0.11
10123,The Hardy Boys: The Hidden Theft,Wii,The Adventure Company,0.07,0.03,0,0.01,0.11
10176,Machinarium,PC,Daedalic,0,0.09,0,0.02,0.11
10305,Irozuki Tingle no Koi no Balloon Trip,DS,Nintendo,0,0,0.11,0,0.11
10360,The Book of Unwritten Tales,PC,HMH Interactive,0,0.08,0,0.02,0.11
10446,Agatha Christie: The ABC Murders,DS,JoWood Productions,0.08,0.01,0,0.01,0.1
10464,The Whispered World,PC,Deep Silver,0,0.08,0,0.02,0.1
10469,Leisure Suit Larry: Box Office Bust,PS3,Codemasters,0.06,0.03,0,0.01,0.1
10474,Miami Law,DS,Konami Digital Entertainment,0.1,0,0,0.01,0.1
10565,Hakuouki Portable,PSP,Idea Factory,0,0,0.1,0,0.1
10936,Hakuoki: Demon of the Fleeting Blossom,PSP,Idea Factory,0.08,0,0,0.01,0.09
11252,Shadow of Destiny,PSP,Konami Digital Entertainment,0.07,0,0,0.01,0.09
11261,Aibou DS,DS,Tecmo Koei,0,0,0.08,0,0.08
11393,Meitantei Conan & Kindaichi Shounen no Jikenbou: Meguri au Futari no Meitantei,DS,Namco Bandai Games,0,0,0.08,0,0.08
11448,ToraDora Portable!,PSP,Namco Bandai Games,0,0,0.08,0,0.08
11462,Cate West: The Vanishing Files,Wii,Oxygen Interactive,0.07,0,0,0.01,0.08
11588,Tokimeki Memorial 4,PSP,Konami Digital Entertainment,0,0,0.08,0,0.08
11686,Animal Kingdom: Wildlife Expedition,Wii,Natsume,0.07,0,0,0.01,0.08
11763,Again,DS,Ackkstudios,0.07,0,0,0,0.07
11934,Vampire Knight DS,DS,D3Publisher,0,0,0.07,0,0.07
12074,Suzumiya Haruhi no Gekidou,Wii,Kadokawa Shoten,0,0,0.07,0,0.07
12314,Another Code R: A Journey into Lost Memories,Wii,Nintendo,0,0.03,0.03,0,0.06
12416,Steins;Gate,X360,5pb,0,0,0.06,0,0.06
12470,Grey's Anatomy: The Video Game,Wii,Ubisoft,0.05,0.01,0,0,0.06
12862,"Murder, She Wrote",PC,Focus Home Interactive,0,0.04,0,0.01,0.05
12979,Mr Bean's Wacky World of Wii,Wii,Blast! Entertainment Ltd,0,0.05,0,0,0.05
13047,Little Busters! Converted Edition,PS2,Prototype,0,0,0.05,0,0.05
13070,The Idolm@ster: Dearly Stars,DS,Namco Bandai Games,0,0,0.05,0,0.05
13295,Moon,DS,Mastiff,0.04,0,0,0,0.05
13316,Wii de Asobu Chibi-Robo!,Wii,Nintendo,0,0,0.05,0,0.05
13376,Black Mirror 2,PC,DTP Entertainment,0,0.04,0,0.01,0.05
13429,Grey's Anatomy: The Video Game,DS,Ubisoft,0.03,0.01,0,0,0.05
13467,Runaway: A Twist of Fate,PC,Focus Home Interactive,0,0.04,0,0.01,0.04
13472,Tomoyo After: It's a Wonderful Life CS Edition,PSP,Prototype,0,0,0.04,0,0.04
13561,428: Fuusa Sareta Shibuya de,PSP,Spike,0,0,0.04,0,0.04
13770,Super Robot Gakuen,DS,Namco Bandai Games,0,0,0.04,0,0.04
13913,Secret Files 2: Puritas Cordis,PC,Deep Silver,0,0.03,0,0.01,0.04
13988,Chaos;Head Noah,X360,5pb,0,0,0.04,0,0.04
13993,Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,PSP,Tecmo Koei,0,0,0.04,0,0.04
14019,Hakuouki: Zuisouroku,PS2,Idea Factory,0,0,0.04,0,0.04
14160,Harukanaru Toki no Naka de Yumenoukihashi Special,PS2,Tecmo Koei,0,0,0.03,0,0.03
14237,Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,DS,Alchemist,0,0,0.03,0,0.03
14256,Midnight Mysteries: The Edgar Allan Poe Conspiracy,PC,GSP,0,0.03,0,0.01,0.03
14498,Tokimeki Memorial Girl's Side 1st Love Plus,DS,Konami Digital Entertainment,0,0,0.03,0,0.03
14509,Suzumiya Haruhi no Chokuretsu,DS,Sega,0,0,0.03,0,0.03
14516,D.C.I.F.: Da Capo Innocent Finale,PS2,Sweets,0,0,0.03,0,0.03
14575,Hayate no Gotoku! Nightmare Paradise,PSP,Konami Digital Entertainment,0,0,0.03,0,0.03
14577,Secret Files 2: Puritas Cordis,Wii,Deep Silver,0,0.03,0,0,0.03
14600,Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,DS,Level 5,0,0,0.03,0,0.03
14651,Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,DS,Level 5,0,0,0.03,0,0.03
14675,Vitamin Z,PS2,D3Publisher,0,0,0.03,0,0.03
14692,The Island of Dr. Frankenstein,Wii,Storm City Games,0.03,0,0,0,0.03
14737,Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,DS,Creative Core,0,0,0.03,0,0.03
14929,Ghost Pirates of Vooju Island,PC,DTP Entertainment,0,0.02,0,0,0.02
15008,11eyes: CrossOver,X360,5pb,0,0,0.02,0,0.02
15046,Inkheart,DS,DreamCatcher Interactive,0.02,0,0,0,0.02
15067,Suzumiya Haruhi no Heiretsu,Wii,Sega,0,0,0.02,0,0.02
15105,Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,PSP,Tecmo Koei,0,0,0.02,0,0.02
15111,Ookami to Koushinryou: Omiowataru Kaze,DS,ASCII Media Works,0,0,0.02,0,0.02
15112,Grey's Anatomy: The Video Game,PC,Ubisoft,0,0.02,0,0,0.02
15145,428: Fuusa Sareta Shibuya de,PS3,Spike,0,0,0.02,0,0.02
15178,Doki Majo Plus,DS,SNK Playmore,0,0,0.02,0,0.02
15265,Higurashi Daybreak Portable Mega Edition,PSP,Alchemist,0,0,0.02,0,0.02
15290,Crime Scene,DS,Nobilis,0,0.02,0,0,0.02
15705,Planetarian: Chiisana Hoshi no Yume,PSP,Prototype,0,0,0.02,0,0.02
15708,Sarah: Keeper of the Unicorn,DS,DreamCatcher Interactive,0.02,0,0,0,0.02
15770,Still Life 2,PC,Rondomedia,0,0.01,0,0,0.02
15806,Kimi ni Todoke: Sodateru Omoi,DS,Banpresto,0,0,0.02,0,0.02
15815,Tsuyo Kiss 2 Gakki: Swift Love,PS2,Revolution (Japan),0,0,0.02,0,0.02
15886,Sengoku Hime: Senran ni Mau Otometachi,PS2,Yeti,0,0,0.02,0,0.02
15936,Enkaku Sousa: Sana e no 23 Hiai,PSP,Sony Computer Entertainment,0,0,0.02,0,0.02
15974,Memories Off 6: Next Relation,PS2,5pb,0,0,0.02,0,0.02
15997,S.Y.K: Shinsetsu Saiyuuki,PS2,Idea Factory,0,0,0.01,0,0.01
16008,Sengoku Hime: Senran ni Mau Otometachi,PSP,Yeti,0,0,0.01,0,0.01
16034,Kono Aozora ni Yakusoku o: Tenohira no Rakuen,PSP,TGL,0,0,0.01,0,0.01
16091,Hiiro no Kakera: Shin Tamayori Hime Denshou,PS2,Idea Factory,0,0,0.01,0,0.01
16128,Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,DS,Arc System Works,0,0,0.01,0,0.01
16188,Tantei Jinguuji Saburo: Hai to Diamond,PSP,Arc System Works,0,0,0.01,0,0.01
16317,Really? Really! DS,DS,Kadokawa Shoten,0,0,0.01,0,0.01
16340,Shinseiki Evangelion: Koutetsu no Girlfriend Tokubetsu-Hen Portable,PSP,CyberFront,0,0,0.01,0,0.01
16341,Fullmetal Alchemist: Prince of the Dawn,Wii,Square Enix,0,0,0.01,0,0.01
16346,Sekirei: Mirai Kara no Okurimono,PS2,Alchemist,0,0,0.01,0,0.01
16371,Wand of Fortune,PS2,Idea Factory,0,0,0.01,0,0.01
16373,Gobliiins 4,PC,Kalypso Media,0,0.01,0,0,0.01
16400,Heart no Kuni no Alice,PSP,Prototype,0,0,0.01,0,0.01
16415,Time Leap,X360,Prototype,0,0,0.01,0,0.01
16424,Uchida Yasuou Mystery: Meitantei Senken Mitsuhiko Series: Fukutoshin Renzoku Satsujin Jiken,DS,D3Publisher,0,0,0.01,0,0.01
16435,Shinseiki Evangelion: Koutetsu no Girlfriend 2nd Portable,PSP,CyberFront,0,0,0.01,0,0.01
16470,Memories Off #5: Togireta Film,PSP,5pb,0,0,0.01,0,0.01
16472,Lucian Bee's: Resurrection Supernova,PS2,5pb,0,0,0.01,0,0.01
16482,Agatha Christie: Peril at End House,PC,JoWood Productions,0,0.01,0,0,0.01
16543,15 Days,PC,DTP Entertainment,0,0.01,0,0,0.01
16554,Sweet Honey Coming,PS2,Kadokawa Shoten,0,0,0.01,0,0.01
16589,Secret Files 2: Puritas Cordis,DS,Deep Silver,0,0.01,0,0,0.01
