Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
3,Mario Kart Wii,Wii,Racing,Nintendo,15.85,12.88,3.79,3.31,35.82
40,Super Smash Bros. Brawl,Wii,Fighting,Nintendo,6.75,2.61,2.66,1.02,13.04
52,Grand Theft Auto IV,X360,Action,Take-Two Interactive,6.76,3.1,0.14,1.03,11.02
57,Grand Theft Auto IV,PS3,Action,Take-Two Interactive,4.76,3.76,0.44,1.62,10.57
89,Pokémon Platinum Version,DS,Role-Playing,Nintendo,2.82,1.78,2.69,0.55,7.84
99,Call of Duty: World at War,X360,Shooter,Activision,4.79,1.9,0,0.69,7.37
119,Gears of War 2,X360,Shooter,Microsoft Game Studios,4.15,1.92,0.06,0.64,6.76
145,Metal Gear Solid 4: Guns of the Patriots,PS3,Action,Konami Digital Entertainment,2.63,1.74,0.83,0.83,6.03
149,LittleBigPlanet,PS3,Platform,Sony Computer Entertainment,2.8,2.05,0.17,0.9,5.92
162,Monster Hunter Freedom Unite,PSP,Role-Playing,Capcom,0.47,0.57,4.13,0.34,5.5
167,Call of Duty: World at War,PS3,Shooter,Activision,2.72,1.87,0,0.84,5.43
190,Mario & Sonic at the Olympic Games,DS,Sports,Sega,1.64,2.48,0.44,0.58,5.14
209,Fallout 3,X360,Role-Playing,Bethesda Softworks,3.39,1.03,0.09,0.44,4.96
227,Animal Crossing: City Folk,Wii,Simulation,Nintendo,1.87,1.12,1.32,0.37,4.68
260,Fable II,X360,Role-Playing,Microsoft Game Studios,2.51,1.27,0.11,0.41,4.31
300,Fallout 3,PS3,Role-Playing,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01
325,LEGO Indiana Jones: The Original Adventures,X360,Action,Activision,2.4,1.03,0,0.36,3.78
344,Guitar Hero: World Tour,Wii,Misc,Activision,2.33,0.97,0,0.35,3.65
370,Left 4 Dead,X360,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52
381,Guitar Hero: On Tour,DS,Misc,Activision,2.11,1.01,0.01,0.35,3.48
395,LEGO Batman: The Videogame,X360,Action,Warner Bros. Interactive Entertainment,2.03,1.03,0,0.32,3.38
400,Professor Layton and the Unwound Future,DS,Puzzle,Nintendo,0.65,1.61,0.82,0.28,3.36
413,Wii Music,Wii,Misc,Nintendo,1.36,1.13,0.46,0.32,3.27
426,God of War: Chains of Olympus,PSP,Action,Sony Computer Entertainment,1.48,1.01,0.04,0.66,3.19
433,Rhythm Heaven,DS,Misc,Nintendo,0.58,0.51,1.93,0.14,3.17
435,Club Penguin: Elite Penguin Force,DS,Adventure,Disney Interactive Studios,1.88,0.98,0,0.3,3.16
437,LEGO Batman: The Videogame,DS,Action,Warner Bros. Interactive Entertainment,1.79,1.06,0,0.29,3.15
459,Kung Fu Panda,X360,Action,Activision,1.91,0.84,0,0.29,3.05
462,Saints Row 2,X360,Action,THQ,1.94,0.8,0.02,0.27,3.03
482,Kirby Super Star Ultra,DS,Platform,Nintendo,1.57,0.04,1.19,0.15,2.96
497,Sega Superstars Tennis,X360,Sports,Sega,1.75,0.86,0,0.28,2.9
526,Star Wars: The Force Unleashed,X360,Action,LucasArts,1.74,0.8,0,0.26,2.8
