Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
11204,Mahjong Master,N64,1996,Konami Digital Entertainment,0,0,0.09,0,0.09
11207,Midnight Play! Pack,DS,2008,Ubisoft,0.08,0,0,0.01,0.09
11233,1 vs. 100,DS,2008,DSI Games,0.08,0,0,0.01,0.09
11236,Walt Disney's The Jungle Book: Rhythm N'Groove,PS,2000,Sony Computer Entertainment,0.05,0.03,0,0.01,0.09
11238,Just Dance Wii U,WiiU,2014,Nintendo,0,0,0.09,0,0.09
11241,Million God,PS2,2002,Nippon Amuse,0,0,0.09,0,0.09
11265,Beat Sketch!,PS3,2010,Sony Computer Entertainment,0,0,0.08,0,0.08
11271,Virtua Fighter CG Portrait Series Vol.2: Jacky Bryant,SAT,1995,Sega,0,0,0.08,0,0.08
11279,Pachitte Chonmage Tatsujin 13: Pachinko Hissatsu Shigotojin III,PS2,2007,Hackberry,0,0,0.08,0,0.08
11280,"Sesame Street: Ready, Set, Grover!",DS,2011,Warner Bros. Interactive Entertainment,0.08,0,0,0.01,0.08
