Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
15580,Bakumatsu Rock: Ultra Soul,PSV,2014,Marvelous Interactive,0,0,0.02,0,0.02
15584,Niko Puchi Girls Runway,3DS,2015,Happinet,0,0,0.02,0,0.02
15590,Gakken DS: Shin TOEIC Test Kanzen Kouryaku,DS,2007,Gakken,0,0,0.02,0,0.02
15593,Starry ? Sky: After Summer,PSP,2013,Asgard,0,0,0.02,0,0.02
15605,Suzumiya Haruhi-Chan no Mahjong,PSP,2011,Kadokawa Shoten,0,0,0.02,0,0.02
15609,Writing and Speaking Beautiful Japanese DS,DS,N/A,Unknown,0,0,0.02,0,0.02
15619,Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,DS,2010,Namco Bandai Games,0,0,0.02,0,0.02
15639,Haneru no Tobira Wii: Girigirissu,Wii,2007,Namco Bandai Games,0,0,0.02,0,0.02
15653,Space Channel 5: Ulala's Cosmic Attack,GBA,2002,Atari,0.01,0,0,0,0.02
15662,Yamasa Digi World SP: Moeyo! Kung Fu Shukujo,PS2,2006,Yamasa Entertainment,0,0,0.02,0,0.02
