Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
11,Nintendogs,DS,Simulation,Nintendo,9.07,11,1.93,2.75,24.76
12,Mario Kart DS,DS,Racing,Nintendo,9.81,7.57,4.13,1.92,23.42
20,Brain Age: Train Your Brain in Minutes a Day,DS,Misc,Nintendo,4.75,9.26,4.16,2.05,20.22
28,Brain Age 2: More Training in Minutes a Day,DS,Puzzle,Nintendo,3.44,5.36,5.32,1.18,15.3
42,Animal Crossing: Wild World,DS,Simulation,Nintendo,2.55,3.52,5.33,0.88,12.27
91,Grand Theft Auto: Liberty City Stories,PSP,Action,Take-Two Interactive,2.9,2.83,0.24,1.75,7.72
123,Big Brain Academy,DS,Misc,Nintendo,1.67,2.78,1.6,0.62,6.67
212,Madden NFL 06,PS2,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91
246,God of War,PS2,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45
253,Need for Speed: Most Wanted,PS2,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37
256,Kingdom Hearts II,PS2,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33
270,FIFA Soccer 06,PS2,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21
293,World Soccer Winning Eleven 9,PS2,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06
303,Namco Museum: 50th Anniversary,PS2,Misc,Namco Bandai Games,2.08,1.35,0,0.54,3.98
312,Tekken 5,PS2,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87
341,Midnight Club 3: DUB Edition,PSP,Racing,Take-Two Interactive,1.65,1.22,0,0.79,3.66
351,Resident Evil 4,PS2,Action,Capcom,2.08,0.83,0.46,0.25,3.62
358,Star Wars: Battlefront II,PS2,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59
365,LEGO Star Wars: The Video Game,PS2,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53
407,Star Wars Episode III: Revenge of the Sith,PS2,Action,LucasArts,1.47,1.39,0.03,0.43,3.32
438,Sonic Rush,DS,Platform,Sega,1.22,1.57,0.06,0.29,3.15
487,WWE SmackDown! vs. RAW 2006,PS2,Fighting,THQ,1.45,1.11,0.04,0.33,2.94
566,Call Of Duty 2: Big Red One,PS2,Shooter,Activision,1.48,0.92,0.01,0.26,2.67
658,Guitar Hero,PS2,Misc,RedOctane,1.67,0.61,0.03,0.07,2.38
790,Need for Speed: Most Wanted 5-1-0,PSP,Racing,Electronic Arts,1.77,0.13,0.02,0.18,2.1
792,Devil May Cry 3: Dante's Awakening,PS2,Action,Capcom,0.99,0.63,0.29,0.19,2.09
818,Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,Role-Playing,Nintendo,0.71,0.52,0.74,0.08,2.06
826,Pokémon Mystery Dungeon: Blue Rescue Team,DS,Role-Playing,Nintendo,1.16,0.06,0.83,0,2.05
835,Peter Jackson's King Kong: The Official Game of the Movie,PS2,Action,Ubisoft,0.71,1.02,0,0.31,2.04
843,Call of Duty 2,X360,Shooter,Activision,1.81,0.05,0.01,0.15,2.02
875,Grand Theft Auto: San Andreas,XB,Action,Take-Two Interactive,1.26,0.61,0,0.09,1.95
918,Medal of Honor: European Assault (All Region sales),PS2,Shooter,Electronic Arts,0.89,0.69,0.09,0.21,1.88
926,Madden NFL 06,XB,Sports,Electronic Arts,1.75,0.03,0,0.08,1.86
944,NCAA Football 06,PS2,Sports,Electronic Arts,1.53,0.05,0,0.25,1.84
946,2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,Misc,THQ,1.31,0.49,0,0.03,1.83
981,50 Cent: Bulletproof,PS2,Action,Vivendi Games,0.85,0.76,0,0.16,1.77
1059,SOCOM 3: U.S. Navy SEALs,PS2,Shooter,Sony Computer Entertainment,1.22,0.34,0.04,0.1,1.69
1072,Resident Evil 4,GC,Action,Capcom,0.98,0.42,0.22,0.06,1.69
1090,Star Wars: Battlefront II,XB,Shooter,Activision,1.22,0.39,0,0.06,1.67
1107,Dragon Ball Z: Budokai Tenkaichi,PS2,Fighting,Atari,0.96,0.12,0.54,0.04,1.66
1121,NBA Live 06 (All region sales),PS2,Sports,Electronic Arts,1.44,0.15,0,0.05,1.64
1136,Tony Hawk's American Wasteland (Old all region sales),PS2,Sports,Activision,0.8,0.63,0.01,0.19,1.62
1146,Super Mario Strikers,GC,Sports,Nintendo,0.98,0.38,0.2,0.04,1.61
1147,Buzz! The Music Quiz,PS2,Misc,Sony Computer Entertainment,0,1.18,0,0.43,1.61
1152,Dollar Dash,PS2,Action,Take-Two Interactive,1.3,0.23,0,0.07,1.6
1185,Mario Party 7,GC,Misc,Nintendo,0.95,0.11,0.46,0.04,1.57
1217,MVP Baseball 2005,PS2,Sports,Electronic Arts,1.26,0.07,0,0.21,1.54
1284,Major League Baseball 2K5,PS2,Sports,Take-Two Interactive,0.72,0.56,0,0.19,1.48
1310,Mario Superstar Baseball,GC,Sports,Nintendo,0.93,0.24,0.25,0.04,1.46
1332,Tony Hawk's American Wasteland (Weekly american sales),PS2,Sports,Activision,1.38,0.05,0,0.02,1.45
1358,NBA Live 06 (Weekly american sales),PS2,Sports,Electronic Arts,1.35,0.05,0,0.02,1.42
1371,LEGO Star Wars: The Video Game,GC,Action,Eidos Interactive,1.09,0.28,0,0.04,1.41
1397,Dynasty Warriors 5,PS2,Action,Tecmo Koei,0.24,0.18,0.91,0.06,1.39
1402,The Sims 2,PSP,Simulation,Electronic Arts,0.49,0.56,0,0.33,1.38
1451,Monster Hunter Freedom,PSP,Role-Playing,Capcom,0.24,0.04,1.03,0.04,1.35
1458,Mario & Luigi: Partners in Time,DS,Role-Playing,Nintendo,0.77,0.07,0.43,0.08,1.34
1461,Doom 3,XB,Shooter,Activision,0.85,0.43,0,0.06,1.34
1485,Need for Speed Underground Rivals,PSP,Racing,Electronic Arts,0.69,0.38,0.02,0.24,1.32
1507,Madagascar,PS2,Platform,Activision,0.78,0.45,0,0.07,1.31
1520,SingStar '80s,PS2,Misc,Sony Computer Entertainment,0.27,0.02,0,1.02,1.3
1532,Need for Speed: Most Wanted,X360,Racing,Electronic Arts,1,0.17,0.02,0.1,1.29
1539,Midnight Club 3: DUB Edition (America weekly sales),PS2,Racing,Take-Two Interactive,1.22,0.05,0,0.01,1.29
1554,The Sims 2: Nightlife,PC,Simulation,Electronic Arts,1.22,0.05,0,0,1.27
1572,Tamagotchi Connection: Corner Shop,DS,Simulation,Atari,0.1,0.02,1.12,0.01,1.26
1593,Pokemon XD: Gale of Darkness,GC,Role-Playing,Nintendo,0.71,0.19,0.31,0.03,1.25
