Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
13287,Saints Row: Gat out of Hell,PS4,2015,Deep Silver,0,0.04,0,0.01,0.05
13298,Soul Eater: Plot of Medusa,DS,2008,Namco Bandai Games,0,0,0.05,0,0.05
13306,Gaist Crusher,3DS,2013,Capcom,0,0,0.05,0,0.05
13320,Naruto: Uzumaki Chronicles 2 (JP sales),PS2,2006,Namco Bandai Games,0,0,0.05,0,0.05
13339,Clever Kids: Creepy Crawlies,DS,2009,Midas Interactive Entertainment,0,0.04,0,0,0.05
13341,NightCaster II: Equinox,XB,2002,Jaleco,0.03,0.01,0,0,0.05
13351,Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,DS,2011,Namco Bandai Games,0,0,0.05,0,0.05
13356,Fast & Furious: Showdown,X360,2013,Activision,0,0.04,0,0,0.05
13364,TMNT,DS,2007,Ubisoft,0.03,0.01,0,0,0.05
13370,Mafia,PC,2002,Take-Two Interactive,0,0.04,0,0.01,0.05
