Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
9301,Tomb Raider: The Prophecy,GBA,2002,Ubisoft,0.1,0.04,0,0,0.14
9307,Game Party: Champions,WiiU,2012,Warner Bros. Interactive Entertainment,0.09,0.03,0,0.01,0.14
9310,Mary-Kate and Ashley: Crush Course,PS,2001,Acclaim Entertainment,0.08,0.05,0,0.01,0.14
9320,007: Quantum of Solace,DS,2008,Activision,0.11,0.01,0,0.01,0.14
9328,Nayuta no Kiseki,PSP,2012,Nihon Falcom Corporation,0,0,0.14,0,0.14
9339,Medalot 7,3DS,2012,Rocket Company,0,0,0.13,0,0.13
9340,Bio FREAKS,PS,1998,GT Interactive,0.07,0.05,0,0.01,0.13
9347,Go Play: Circus Star,Wii,2009,Majesco Entertainment,0.12,0,0,0.01,0.13
9348,King Arthur,PS2,2004,Konami Digital Entertainment,0.07,0.05,0,0.02,0.13
9352,Rurouni Kenshin: Enjou! Kyoto Rinne,PS2,2006,Banpresto,0,0,0.13,0,0.13
