Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1433,Ryse: Son of Rome,XOne,2013,Microsoft Game Studios,0.82,0.42,0,0.11,1.36
1435,LEGO Harry Potter: Years 5-7,Wii,N/A,Warner Bros. Interactive Entertainment,0.76,0.47,0,0.13,1.36
1443,Grand Theft Auto: Chinatown Wars,DS,2009,Take-Two Interactive,0.59,0.57,0.05,0.14,1.35
1444,Alan Wake,X360,2010,Microsoft Game Studios,0.66,0.51,0.05,0.13,1.35
1447,Samurai Warriors,PS2,2004,Electronic Arts,0.22,0.05,1.06,0.02,1.35
1449,Devil May Cry 4,X360,2008,Capcom,0.79,0.34,0.08,0.13,1.35
1452,Crysis 2,X360,2011,Electronic Arts,0.7,0.5,0.02,0.12,1.35
1473,Spider-Man: The Movie,GBA,2002,Activision,0.92,0.35,0.01,0.05,1.33
1484,Middle-Earth: Shadow of Mordor,XOne,2014,Warner Bros. Interactive Entertainment,0.72,0.5,0.01,0.1,1.32
1486,LEGO Batman: The Videogame,PS3,2008,Warner Bros. Interactive Entertainment,0.72,0.42,0,0.19,1.32
