Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
72,Donkey Kong Country,SNES,Nintendo,4.36,1.71,3,0.23,9.3
185,Super Mario Land 3: Wario Land,GB,Nintendo,2.49,0.98,1.57,0.15,5.19
306,Donkey Kong Land,GB,Nintendo,1.97,0.76,1.07,0.11,3.91
456,Donkey Kong,GB,Nintendo,1.57,0.62,0.55,0.34,3.07
954,Sonic & Knuckles,GEN,Sega,1.24,0.43,0.03,0.12,1.82
970,Disney's The Lion King,SNES,Virgin Interactive,1.26,0.39,0.08,0.06,1.79
993,Sonic the Hedgehog 3,GEN,Sega,1.02,0.47,0.2,0.07,1.76
1374,Disney's The Lion King,GEN,Virgin Interactive,0.97,0.37,0.03,0.05,1.41
5254,Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,SNES,Konami Digital Entertainment,0,0,0.36,0,0.36
11089,Clockwork Knight,SAT,Sega,0,0,0.09,0,0.09
14095,Castlevania Bloodlines,GEN,Konami Digital Entertainment,0,0,0.04,0,0.04
