Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
29,Gran Turismo 3: A-Spec,PS2,Sony Computer Entertainment,6.85,5.09,1.87,1.16,14.98
164,Mario Kart: Super Circuit,GBA,Nintendo,2.62,1.64,0.99,0.23,5.47
355,The Simpsons: Road Rage,PS2,Electronic Arts,2.02,1.17,0,0.42,3.61
609,Crazy Taxi,PS2,Acclaim Entertainment,1.13,1.12,0.06,0.22,2.52
642,ATV Offroad Fury,PS2,Sony Computer Entertainment,2.07,0.26,0,0.08,2.41
776,Project Gotham Racing,XB,Microsoft Game Studios,1.37,0.61,0.05,0.09,2.12
942,Gran Turismo Concept 2001 Tokyo,PS2,Unknown,0,1.1,0.42,0.33,1.84
1096,Spy Hunter,PS2,Midway Games,1.13,0.32,0,0.22,1.67
1379,Twisted Metal: Black,PS2,Sony Computer Entertainment,1.19,0.17,0,0.05,1.41
1751,NASCAR Thunder 2002,PS2,Electronic Arts,0.57,0.44,0,0.15,1.16
1820,Supercar Street Challenge,PS2,Activision,0.55,0.43,0,0.14,1.12
1980,The Simpsons: Road Rage,XB,Electronic Arts,0.78,0.26,0,0.01,1.05
2002,F-Zero: Maximum Velocity,GBA,Nintendo,0.39,0.16,0.37,0.12,1.04
2420,Ford Racing,PS,Empire Interactive,0.48,0.33,0,0.06,0.86
2608,Motocross Mania,PS,Take-Two Interactive,0.44,0.3,0,0.05,0.79
2768,Burnout,PS2,Acclaim Entertainment,0.36,0.28,0,0.1,0.74
2917,SplashDown,PS2,Atari,0.34,0.27,0,0.09,0.7
3340,Wave Race: Blue Storm,GC,Nintendo,0.4,0.1,0.09,0.02,0.6
3356,Rayman Arena,PS2,Ubisoft,0.29,0.23,0,0.08,0.6
3365,NASCAR Heat 2002,PS2,Infogrames,0.29,0.23,0,0.08,0.6
3624,MX 2002 Featuring Ricky Carmichael,PS2,THQ,0.27,0.21,0,0.07,0.56
4065,Crazy Taxi,GC,Acclaim Entertainment,0.36,0.09,0.02,0.01,0.49
4133,Midnight Club: Street Racing,GBA,Rebellion,0.34,0.13,0,0.01,0.48
4601,NASCAR Thunder 2002,PS,Electronic Arts,0.23,0.16,0,0.03,0.42
4832,18 Wheeler: American Pro Trucker,PS2,Acclaim Entertainment,0.2,0.15,0,0.05,0.4
5212,World's Scariest Police Chases,PS,Activision,0.2,0.14,0,0.02,0.36
5257,Arctic Thunder,PS2,Midway Games,0.17,0.14,0,0.05,0.36
5435,MXRider,PS2,Atari,0.16,0.13,0,0.04,0.34
5480,NASCAR Thunder 2002,XB,Electronic Arts,0.25,0.07,0,0.01,0.33
5507,GT Advance Championship Racing,GBA,THQ,0.24,0.09,0,0.01,0.33
5599,Kinetica,PS2,Sony Computer Entertainment,0.16,0.12,0,0.04,0.32
5681,4x4 Evolution,PS2,Gathering of Developers,0.16,0.12,0,0.04,0.32
6325,Wave Rally,PS2,Eidos Interactive,0.13,0.1,0,0.03,0.27
6373,XGIII: Extreme G Racing,PS2,Acclaim Entertainment,0.13,0.1,0,0.03,0.27
6604,Formula One 2001,PS2,Sony Computer Entertainment,0.13,0.1,0,0.03,0.26
6740,WRC: World Rally Championship,PS2,Sony Computer Entertainment,0.12,0.09,0,0.03,0.25
6845,The Simpsons: Road Rage,GC,Electronic Arts,0.19,0.05,0,0.01,0.24
6903,4x4 EVO 2,XB,Gathering of Developers,0.18,0.05,0,0.01,0.24
7000,Jeremy McGrath Supercross World,PS2,Acclaim Entertainment,0.11,0.09,0,0.03,0.23
7434,Rumble Racing,PS2,Electronic Arts,0.1,0.08,0,0.03,0.21
7516,NASCAR Heat 2002,XB,Infogrames,0.15,0.04,0,0.01,0.2
7565,Le Mans 24 Hours,PS2,Infogrames,0.09,0.07,0.02,0.02,0.2
8082,Test Drive Off-Road Wide Open,XB,Infogrames,0.15,0.03,0,0.01,0.18
8389,NickToons: Racing,PS,Hasbro Interactive,0.09,0.06,0,0.01,0.17
8470,Vehicular Combat League presents Motor Mayhem,PS2,Atari,0.08,0.06,0,0.02,0.16
8472,Star Wars: Super Bombad Racing,PS2,LucasArts,0.08,0.06,0,0.02,0.16
8640,Konami Krazy Racers,GBA,Konami Digital Entertainment,0.09,0.03,0.04,0,0.16
8684,MX 2002 Featuring Ricky Carmichael,GBA,THQ,0.11,0.04,0,0,0.16
8726,Driven,PS2,BAM! Entertainment,0.08,0.06,0,0.02,0.15
8739,Paris-Dakar Rally,PS2,Acclaim Entertainment,0.08,0.06,0,0.02,0.15
8752,XGIII: Extreme G Racing,GC,Acclaim Entertainment,0.12,0.03,0,0,0.15
8851,F1 2001,PS2,Electronic Arts,0.07,0.06,0,0.02,0.15
8938,Toy Story Racer,PS,Activision,0.08,0.06,0,0.01,0.15
8973,Mad Dash Racing,XB,Eidos Interactive,0.11,0.03,0,0.01,0.15
8976,MotoGP 2: Ultimate Racing Technology,PS2,Sony Computer Entertainment,0.07,0.06,0,0.02,0.15
9049,Championship Motocross 2001 featuring Ricky Carmichael,PS,THQ,0.08,0.05,0,0.01,0.14
9460,MX 2002 Featuring Ricky Carmichael,XB,THQ,0.1,0.03,0,0,0.13
9553,LEGO Racers 2,PS2,Electronic Arts,0.06,0.05,0,0.02,0.13
9787,Cel Damage,XB,Electronic Arts,0.09,0.03,0,0,0.12
9968,Arctic Thunder,XB,Midway Games,0.09,0.02,0,0,0.12
9998,GT Advance 2: Rally Racing,GBA,THQ,0.08,0.03,0,0,0.11
10621,Vanishing Point,PS,Acclaim Entertainment,0.06,0.04,0,0.01,0.1
10727,The Land Before Time: Great Valley Racing Adventure,PS,TDK Mediactive,0.05,0.04,0,0.01,0.1
10772,Global Touring Challenge: Africa,PS2,Rage Software,0.05,0.04,0,0.01,0.1
12063,Crazy Taxi 2,DC,Sega,0,0,0.07,0,0.07
12248,Hot Wheels: Burnin' Rubber,GBA,THQ,0.05,0.02,0,0,0.06
12321,F1 2001,XB,Electronic Arts,0.05,0.01,0,0,0.06
13032,Batman: Gotham City Racer,PS,Ubisoft,0.03,0.02,0,0,0.05
13213,Stunt GP,PS2,Titus,0.02,0.02,0,0.01,0.05
14171,Driven,GBA,BAM! Entertainment,0.02,0.01,0,0,0.03
14488,Ducati World Racing Challenge,PS,Acclaim Entertainment,0.02,0.01,0,0,0.03
