Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
16415,Time Leap,X360,2009,Prototype,0,0,0.01,0,0.01
16419,Chaos;Child,PS3,2015,5pb,0,0,0.01,0,0.01
16422,Routes PE,PS2,2007,Aqua Plus,0,0,0.01,0,0.01
16424,Uchida Yasuou Mystery: Meitantei Senken Mitsuhiko Series: Fukutoshin Renzoku Satsujin Jiken,DS,2009,D3Publisher,0,0,0.01,0,0.01
16426,SoniPro,3DS,2014,imageepoch Inc.,0,0,0.01,0,0.01
16428,Akatsuki no Goei Trinity,PSP,2012,5pb,0,0,0.01,0,0.01
16433,Golden Time: Vivid Memories,PSV,2014,ASCII Media Works,0,0,0.01,0,0.01
16434,Kamigami no Asobi InFinite,PSV,2016,Broccoli,0,0,0.01,0,0.01
16435,Shinseiki Evangelion: Koutetsu no Girlfriend 2nd Portable,PSP,2009,CyberFront,0,0,0.01,0,0.01
16437,Tenjin Ranman: Happy GO Lucky!!,PSP,2010,Russel,0,0,0.01,0,0.01
