Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
3037,Minecraft: Story Mode,PS4,2015,Mojang,0.23,0.33,0,0.11,0.67
3047,Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,2007,Capcom,0.33,0.05,0.25,0.04,0.67
3070,Strawberry Shortcake: Summertime Adventure,GBA,2004,Majesco Entertainment,0.47,0.18,0,0.01,0.66
3124,Mary-Kate and Ashley: Magical Mystery Mall,PS,2000,Acclaim Entertainment,0.36,0.24,0,0.04,0.65
3258,Bolt,DS,2008,Disney Interactive Studios,0.35,0.21,0,0.06,0.62
3280,Toshochu: Run for Money,3DS,2012,Namco Bandai Games,0,0,0.62,0,0.62
3352,Alice: Madness Returns,PS3,2011,Electronic Arts,0.22,0.25,0.04,0.09,0.6
3372,Xena: Warrior Princess,PS,1998,Electronic Arts,0.33,0.23,0,0.04,0.6
3376,Kinect Rush: A Disney Pixar Adventure,X360,2012,Microsoft Game Studios,0.38,0.16,0,0.05,0.6
3477,Shrek 2: Beg for Mercy,GBA,2004,Activision,0.42,0.15,0,0.01,0.58
