Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
15484,Agatha Christie's The ABC Murders,PS4,2016,Microids,0.01,0.01,0,0,0.02
15486,Aoishiro,PS2,2008,Success,0,0,0.02,0,0.02
15509,Meiji Toukyou Renka,PSP,2013,Broccoli,0,0,0.02,0,0.02
15511,Hakuoki: Shinkai - Hana no Shou,PSV,2016,Idea Factory,0,0,0.02,0,0.02
15513,Uru: Ages Beyond Myst,PC,2003,Ubisoft,0,0.02,0,0,0.02
15527,Seitokai no Ichizon: DS-suru Seitokai,DS,2010,Kadokawa Shoten,0,0,0.02,0,0.02
15529,Prism Ark: Awake,PS2,2008,5pb,0,0,0.02,0,0.02
15530,Rozen Maiden: Duellwalzer,PS2,2006,Taito,0,0,0.02,0,0.02
15545,Snow Portable,PSP,2007,Prototype,0,0,0.02,0,0.02
15549,Broken Sword: The Sleeping Dragon,XB,2003,THQ,0.01,0,0,0,0.02
