Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
10897,Freekstyle,GC,2002,Electronic Arts,0.07,0.02,0,0,0.09
10898,Ford Mustang: The Legend Lives,XB,2005,Take-Two Interactive,0.07,0.02,0,0,0.09
10938,Import Tuner Challenge (American sales),X360,2006,Ubisoft,0.07,0.01,0,0.01,0.09
10953,GripShift,PSP,2005,Ubisoft,0.08,0,0,0.01,0.09
10970,Kawasaki Quad Bikes,Wii,2007,Data Design Interactive,0.07,0.01,0,0.01,0.09
10983,Driver: Renegade,3DS,2011,Ubisoft,0.05,0.04,0,0.01,0.09
10984,Running Wild,PS,1997,989 Studios,0.05,0.03,0,0.01,0.09
10988,MX SuperFly featuring Ricky Carmichael,GC,2002,THQ,0.07,0.02,0,0,0.09
10998,NASCAR: Dirt to Daytona,GC,2002,Infogrames,0.07,0.02,0,0,0.09
11002,Road Trip,PS2,2002,Play It,0.04,0.03,0,0.01,0.09
