Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
3190,F1 2013,PS3,2013,Codemasters,0.01,0.45,0.03,0.15,0.63
3191,Juiced 2: Hot Import Nights,X360,2007,THQ,0.22,0.34,0,0.07,0.63
3197,NASCAR 06: Total Team Control,PS2,2005,Electronic Arts,0.53,0.02,0,0.09,0.63
3221,The Crew,XOne,2014,Ubisoft,0.24,0.34,0,0.05,0.63
3224,Sonic & All-Stars Racing Transformed,X360,2012,Sega,0.2,0.37,0,0.06,0.63
3235,MySims Racing,DS,2009,Electronic Arts,0.26,0.29,0,0.07,0.63
3261,Beetle Adventure Racing!,N64,1999,Electronic Arts,0.4,0.2,0,0.02,0.62
3272,XGRA: Extreme G-Racing Association,PS2,2004,Eidos Interactive,0.3,0.24,0,0.08,0.62
3284,Formula 1: Championship Edition,PS3,2006,Sony Computer Entertainment,0,0.57,0.04,0,0.61
3318,Split/Second,X360,2010,Disney Interactive Studios,0.32,0.23,0,0.06,0.61
