Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
59,Pokemon FireRed/Pokemon LeafGreen,GBA,Nintendo,4.34,2.65,3.15,0.35,10.49
131,Pokémon Emerald Version,GBA,Nintendo,2.57,1.58,2.06,0.21,6.41
138,World of Warcraft,PC,Activision,0.07,6.21,0,0,6.28
181,Dragon Quest VIII: Journey of the Cursed King,PS2,Square Enix,0.65,0.75,3.61,0.2,5.21
569,Fable,XB,Microsoft Game Studios,1.99,0.58,0,0.09,2.66
718,Paper Mario: The Thousand-Year Door,GC,Nintendo,1.48,0.25,0.46,0.06,2.25
886,X-Men Legends,PS2,Activision,1,0.72,0,0.21,1.93
939,Kingdom Hearts: Chain of Memories,GBA,Square Enix,1.26,0.18,0.35,0.06,1.85
1112,Dragon Quest V: Tenkuu no Hanayome,PS2,Enix Corporation,0,0,1.65,0,1.65
1421,Star Wars Knights of the Old Republic II: The Sith Lords,XB,Activision,0.99,0.33,0,0.05,1.37
1540,Champions of Norrath,PS2,Sony Online Entertainment,0.63,0.49,0,0.16,1.28
1702,Final Fantasy I & II: Dawn of Souls,GBA,Nintendo,0.64,0.24,0.29,0.02,1.19
2322,X-Men Legends,XB,Activision,0.62,0.24,0,0.04,0.9
2972,Baldur's Gate: Dark Alliance II,PS2,Interplay,0.34,0.26,0,0.09,0.68
3085,Suikoden IV,PS2,Konami Digital Entertainment,0.17,0.13,0.3,0.05,0.66
3418,Tales of Rebirth,PS2,Namco Bandai Games,0,0,0.59,0,0.59
3451,The Lord of the Rings: The Third Age,PS2,Electronic Arts,0.49,0.02,0,0.08,0.58
3475,Xenosaga Episode II: Jenseits von Gut und Böse,PS2,Sony Computer Entertainment,0.28,0.22,0,0.07,0.58
3799,X-Men Legends,GC,Activision,0.41,0.11,0,0.01,0.53
3999,Monster Hunter,PS2,Capcom,0.11,0.08,0.28,0.03,0.5
4520,InuYasha: The Secret of the Cursed Mask,PS2,Namco Bandai Games,0.21,0.17,0,0.06,0.43
4664,Lord of the Rings: The Third Age,XB,Electronic Arts,0.31,0.09,0,0.01,0.42
5130,Custom Robo,GC,Nintendo,0.29,0.07,0,0.01,0.37
6041,The Lord of the Rings: The Third Age,GC,Electronic Arts,0.22,0.06,0,0.01,0.29
6077,Final Fantasy X-2: International + Last Mission,PS2,Square Enix,0,0,0.29,0,0.29
6281,Final Fantasy X International,PS2,Square Enix,0,0,0.27,0,0.27
6335,Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS2,Square Enix,0.13,0.1,0,0.03,0.27
