Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
166,Pokemon Stadium,N64,Nintendo,3.18,1.24,0.94,0.09,5.45
205,Warzone 2100,PS,Eidos Interactive,2.79,1.89,0,0.33,5.01
1207,Command & Conquer: Tiberian Sun,PC,Westwood Studios,1.55,0,0,0,1.55
1858,Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,GB,Konami Digital Entertainment,0,0,1.1,0,1.1
1952,Worms Armageddon,PS,Microprose,0.18,0.81,0,0.08,1.06
3193,Sim Theme Park,PS,Electronic Arts,0.35,0.24,0,0.04,0.63
3668,SD Gundam G Generation Zero,PS,Namco Bandai Games,0,0,0.51,0.04,0.55
3866,Front Mission 3,PS,SquareSoft,0.1,0.07,0.31,0.03,0.52
5751,Super Robot Taisen Complete Box,PS,Banpresto,0,0,0.29,0.02,0.31
6348,Command & Conquer,N64,Nintendo,0.22,0.05,0,0,0.27
6584,Fire Emblem: Thracia 776,SNES,Nintendo,0,0,0.26,0,0.26
6746,Dune 2000,PS,Electronic Arts,0.14,0.09,0,0.02,0.25
7098,Super Robot Taisen F Kanketsuhen,PS,Banpresto,0,0,0.21,0.01,0.23
7625,Super Robot Taisen 64,N64,Banpresto,0,0,0.2,0,0.2
7639,Nobunaga no Yabou: Reppuuden,PS,Tecmo Koei,0,0,0.19,0.01,0.2
8283,Space Battleship Yamato: Harukanaru Hoshi Iscandar,PS,Namco Bandai Games,0,0,0.16,0.01,0.17
10327,Railroad Tycoon II,PS,PopTop Software,0.06,0.04,0,0.01,0.11
10394,Digimon Digital Card Battle,PS,Namco Bandai Games,0.06,0.04,0,0.01,0.11
10513,Vandal Hearts II,PS,Konami Digital Entertainment,0.06,0.04,0,0.01,0.1
10658,LEGO Rock Raiders,PS,LEGO Media,0.06,0.04,0,0.01,0.1
10693,Age of Empires II: The Age of Kings,PC,Microsoft Game Studios,0.01,0.08,0,0.02,0.1
13274,Saiyuki: Journey West,PS,Tecmo Koei,0.03,0.02,0,0,0.05
13740,PD Ultraman Battle Collection 64,N64,Namco Bandai Games,0,0,0.04,0,0.04
13742,Worms Armageddon,N64,Infogrames,0.03,0.01,0,0,0.04
13908,Battle Hunter,PS,Midas Interactive Entertainment,0.02,0.01,0,0,0.04
16242,Builder's Block,PS,EON Digital Entertainment,0.01,0,0,0,0.01
