Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
394,Crash Bash,PS,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39
474,The Sims: Livin Large,PC,Electronic Arts,1.67,1.18,0,0.13,2.99
904,Mario Party 3,N64,Nintendo,0.72,0.16,1.01,0.02,1.91
1174,Jampack Summer 2K,PS,Sony Computer Entertainment,0.88,0.6,0,0.1,1.58
2082,Jampack Winter 2000,PS,Sony Computer Entertainment,0.55,0.38,0,0.07,1
2492,Yu-Gi-Oh! Dark Duel Stories,GB,Konami Digital Entertainment,0,0,0.83,0,0.83
2566,Who wants to be a millionaire,PS,Eidos Interactive,0.45,0.3,0,0.05,0.8
2664,Caesars Palace 2000: Millennium Gold Edition,PS,Interplay,0.43,0.29,0,0.05,0.77
3822,Pachi-Slot Aruze Oukoku 4,PS,Aruze Corp,0,0,0.49,0.03,0.53
4694,Wheel of Fortune: 2nd Edition,PS,Hasbro Interactive,0.23,0.16,0,0.03,0.41
5999,Jeopardy! 2nd Edition,PS,Hasbro Interactive,0.16,0.11,0,0.02,0.29
6871,Midway's Greatest Arcade Hits Volume 1,N64,Midway Games,0.19,0.05,0,0,0.24
8147,Atari Anniversary Edition Redux,PS,Infogrames,0.1,0.07,0,0.01,0.18
8498,Bomberman Land,PS,Hudson Soft,0,0,0.15,0.01,0.16
10343,Pachi-Slot Aruze Oukoku 3,PS,Aruze Corp,0,0,0.1,0.01,0.11
10595,You Don't Know Jack: Mock 2,PS,Vivendi Games,0.06,0.04,0,0.01,0.1
11236,Walt Disney's The Jungle Book: Rhythm N'Groove,PS,Sony Computer Entertainment,0.05,0.03,0,0.01,0.09
12174,Card Games,PS,D3Publisher,0.04,0.03,0,0,0.07
13412,Black Jack vs. Matsudajun,PS,Pony Canyon,0.03,0.02,0,0,0.05
13669,Unison: Rebels of Rhythm & Dance,PS2,Tecmo Koei,0.02,0.02,0,0.01,0.04
