Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
4515,Minecraft,WiiU,Microsoft Game Studios,0.18,0.09,0.14,0.03,0.43
9900,Hatsune Miku: Project Diva X,PSV,Sega,0.01,0,0.1,0,0.12
11067,Super Robot Wars OG: The Moon Dwellers,PS4,Namco Bandai Games,0,0,0.09,0,0.09
12633,Super Robot Wars OG: The Moon Dwellers,PS3,Namco Bandai Games,0,0,0.06,0,0.06
12685,Sumikko Gurashi: Mura o Tsukurundesu,3DS,Nippon Columbia,0,0,0.06,0,0.06
12934,Utawarerumono: Futari no Hakuoro,PSV,Aqua Plus,0,0,0.05,0,0.05
13489,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS4,Tecmo Koei,0,0,0.04,0,0.04
13598,Card Fight!! Vanguard G: Stride to Victory!!,3DS,FuRyu,0,0,0.04,0,0.04
13616,Utawarerumono: Futari no Hakuoro,PS4,Aqua Plus,0,0,0.04,0,0.04
13870,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PSV,Tecmo Koei,0,0,0.04,0,0.04
13887,Hatsune Miku: Project Diva X,PS4,Sega,0.01,0,0.02,0,0.04
13983,Doraemon: Shin Nobita no Nihon Tanjou,3DS,FuRyu,0,0,0.04,0,0.04
14180,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS3,Tecmo Koei,0,0,0.03,0,0.03
14779,3DS Classic Collection,3DS,Sega,0.02,0,0,0,0.03
15019,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PS3,Namco Bandai Games,0,0,0.02,0,0.02
15569,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,PS3,Namco Bandai Games,0,0,0.02,0,0.02
16039,Utawarerumono: Futari no Hakuoro,PS3,Aqua Plus,0,0,0.01,0,0.01
16051,God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,PS4,Namco Bandai Games,0,0,0.01,0,0.01
