Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
3053,Pro Pinball: Big Race USA,PS,1999,Take-Two Interactive,0.37,0.25,0,0.04,0.66
3079,The Sims: Bustin' Out,GC,2003,Electronic Arts,0.43,0.2,0,0.03,0.66
3135,Paws & Claws: Pet Vet,DS,2007,THQ,0.6,0,0,0.05,0.64
3199,Dogz,GBA,2004,Ubisoft,0.45,0.17,0,0.01,0.63
3220,The Sims 3: Generations,PC,2011,Electronic Arts,0.4,0.23,0,0,0.63
3232,World of Zoo,Wii,2009,THQ,0.41,0.16,0,0.05,0.63
3260,The Urbz: Sims in the City,GBA,2004,Electronic Arts,0.37,0.22,0,0.03,0.62
3300,Cooking Mama 4: Kitchen Magic!,3DS,2011,505 Games,0.5,0.07,0,0.04,0.61
3309,Littlest Pet Shop: Garden,DS,2008,Electronic Arts,0.31,0.24,0,0.06,0.61
3315,SimCity DS,DS,2007,Electronic Arts,0.33,0.03,0.21,0.03,0.61
