Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
10661,Ghost in the Shell,PS,1997,Sony Computer Entertainment,0.06,0.04,0,0.01,0.1
10666,Harvest Moon DS Cute (jp sales),DS,2005,Marvelous Interactive,0,0,0.1,0,0.1
10690,Petz Hamsterz Superstarz,DS,2009,Ubisoft,0.09,0,0,0.01,0.1
10719,Horse Life Adventures,DS,2008,Deep Silver,0.08,0.01,0,0.01,0.1
10726,Star Trek: Shattered Universe,PS2,2004,Global Star,0.05,0.04,0,0.01,0.1
10729,Animal Planet: Vet Life,Wii,2009,Activision,0.09,0,0,0.01,0.1
10731,Championship Pony,DS,2008,"Destination Software, Inc",0.09,0,0,0.01,0.1
10743,Zoo Tycoon (2013),X360,2013,Microsoft Game Studios,0.02,0.07,0,0.01,0.1
10783,Paws & Claws: Pet Vet,Wii,2009,THQ,0.09,0,0,0.01,0.1
10784,Touch Mechanic,DS,2008,Nintendo,0.09,0,0,0.01,0.1
