Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1126,Viva Pinata,X360,2006,Microsoft Game Studios,0.45,0.96,0.02,0.2,1.63
1150,Dance Dance Revolution: Hottest Party 2,Wii,2008,Konami Digital Entertainment,0.95,0.48,0.01,0.15,1.6
1173,MySims Kingdom,DS,2008,Electronic Arts,0.81,0.6,0.01,0.17,1.58
1221,MySims Kingdom,Wii,2008,Electronic Arts,0.71,0.65,0.01,0.17,1.53
1276,The Sims 3,Wii,2010,Electronic Arts,0.61,0.73,0,0.15,1.49
1287,Imagine: Master Chef,DS,2007,Ubisoft,0.39,0.92,0,0.17,1.47
1325,Tamagotchi,GB,1996,Namco Bandai Games,0,0,1.44,0.01,1.45
1328,Game de Hakken!! Tamagotchi 2,GB,1997,Namco Bandai Games,0,0,1.44,0.01,1.45
1337,SimCity (2013),PC,2013,Electronic Arts,0.48,0.77,0,0.19,1.44
1402,The Sims 2,PSP,2005,Electronic Arts,0.49,0.56,0,0.33,1.38
