Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1,Wii Sports,Wii,Nintendo,41.49,29.02,3.77,8.46,82.74
241,Madden NFL 07,PS2,Electronic Arts,3.63,0.24,0.01,0.61,4.49
250,Winning Eleven: Pro Evolution Soccer 2007,PS2,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39
284,FIFA Soccer 07,PS2,Electronic Arts,0.71,2.48,0.03,0.89,4.11
966,Madden NFL 07,X360,Electronic Arts,1.66,0,0.01,0.13,1.8
1058,NCAA Football 07,PS2,Electronic Arts,1.41,0.05,0,0.23,1.7
1138,Mario Hoops 3 on 3,DS,Nintendo,0.99,0.04,0.49,0.1,1.62
1518,NBA Live 07,PS2,Electronic Arts,1.07,0.04,0.02,0.17,1.3
1666,FIFA Soccer 07,PSP,Electronic Arts,0.24,0.65,0,0.32,1.21
2039,Madden NFL 07,XB,Electronic Arts,0.97,0.03,0,0.03,1.02
2069,Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),X360,Konami Digital Entertainment,0.08,0.9,0.02,0,1
2219,MLB 06: The Show,PS2,Sony Computer Entertainment,0.78,0.03,0,0.13,0.94
2308,Hot Shots Tennis,PS2,Sony Computer Entertainment,0.17,0.13,0.55,0.05,0.9
2394,Tony Hawk's Project 8,PS2,Activision,0.72,0.03,0,0.12,0.87
2413,Winning Eleven: Pro Evolution Soccer 2007,PSP,Konami Digital Entertainment,0.01,0.72,0.12,0.01,0.86
2650,NBA 2K7,PS2,Take-Two Interactive,0.65,0.02,0,0.11,0.78
2725,Rockstar Games presents Table Tennis,X360,Take-Two Interactive,0.28,0.39,0,0.09,0.76
2757,MVP 06 NCAA Baseball,PS2,Electronic Arts,0.62,0.02,0,0.1,0.75
2813,NCAA Football 07,X360,Electronic Arts,0.67,0,0,0.06,0.73
2837,Tiger Woods PGA Tour 07,PS2,Electronic Arts,0.6,0.02,0,0.1,0.72
3198,Tony Hawk's Project 8,PS3,Activision,0.3,0.23,0.01,0.1,0.63
3248,Madden NFL 07,GC,Electronic Arts,0.48,0.13,0,0.02,0.62
3484,NBA 2K7,X360,Take-Two Interactive,0.53,0,0,0.04,0.58
3544,FIFA World Cup Germany 2006,PS2,Electronic Arts,0.47,0.02,0,0.08,0.57
3567,Arena Football,PS2,Electronic Arts,0.28,0.22,0,0.07,0.56
3575,Tony Hawk's Project 8,PSP,Activision,0.41,0.08,0,0.07,0.56
3623,Rapala Tournament Fishing!,Wii,Activision,0.51,0,0,0.04,0.56
3626,NCAA Football 07,XB,Electronic Arts,0.42,0.12,0,0.01,0.56
3695,FIFA Soccer 07,XB,Electronic Arts,0.16,0.35,0,0.04,0.54
3864,Madden NFL 07,PS3,Electronic Arts,0.47,0,0.01,0.04,0.52
3902,NBA Live 07,PSP,Electronic Arts,0.47,0,0,0.04,0.51
3927,NHL 07,PS2,Electronic Arts,0.42,0.02,0,0.07,0.51
3958,Tiger Woods PGA Tour 07,PS3,Electronic Arts,0.31,0.12,0,0.07,0.5
3977,Madden NFL 07,Wii,Electronic Arts,0.46,0,0,0.04,0.5
4024,Tony Hawk's Project 8,X360,Activision,0.44,0.02,0,0.04,0.49
4107,Tiger Woods PGA Tour 07,X360,Electronic Arts,0.44,0,0,0.04,0.48
4139,FIFA World Cup Germany 2006,X360,Electronic Arts,0.19,0.27,0.01,0,0.48
4199,NBA Ballers: Phenom,PS2,Midway Games,0.23,0.18,0,0.06,0.47
4293,NBA Live 07,X360,Electronic Arts,0.42,0,0,0.04,0.46
4334,NFL Head Coach,PS2,Electronic Arts,0.38,0.01,0,0.06,0.45
4413,Major League Baseball 2K6,PS2,Spike,0.37,0.01,0,0.06,0.44
5031,NBA 2K7,PS3,Take-Two Interactive,0.3,0.04,0,0.04,0.38
5102,Major League Baseball 2K6,X360,Spike,0.34,0,0,0.03,0.37
5145,FIFA Street 2,PS2,Electronic Arts,0.17,0.13,0.02,0.04,0.37
5162,NCAA Football 07,PSP,Electronic Arts,0.34,0,0,0.03,0.37
5288,Jikkyou Powerful Pro Yakyuu 13,PS2,Konami Digital Entertainment,0,0,0.35,0,0.35
5343,MLB 06: The Show,PSP,Sony Computer Entertainment,0.32,0,0,0.03,0.35
5406,MVP 06 NCAA Baseball,XB,Electronic Arts,0.25,0.07,0,0.01,0.34
5572,Major League Baseball 2K6,XB,Take-Two Interactive,0.24,0.07,0,0.01,0.33
6236,FIFA Soccer 07,X360,Electronic Arts,0.24,0.01,0,0.02,0.28
6315,Tiger Woods PGA Tour 07,PSP,Electronic Arts,0.2,0.04,0,0.04,0.27
