Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2826,XCOM: Enemy Unknown,PC,Take-Two Interactive,0.26,0.36,0,0.1,0.72
3149,XCOM: Enemy Unknown,X360,Take-Two Interactive,0.36,0.23,0,0.05,0.64
3370,XCOM: Enemy Unknown,PS3,Take-Two Interactive,0.24,0.25,0,0.11,0.6
5234,Dai-2-Ji Super Robot Taisen Z Saisei-hen,PSP,Namco Bandai Games,0,0,0.36,0,0.36
5790,SD Gundam G Generation: Overworld,PSP,Namco Bandai Games,0,0,0.31,0,0.31
5837,Dai-2-Ji Super Robot Taisen OG,PS3,Namco Bandai Games,0,0,0.3,0,0.3
7643,Total War: Shogun 2 - Fall of the Samurai,PC,Sega,0.07,0.1,0,0.03,0.2
11131,Romance of the Three Kingdoms XII,PS3,Tecmo Koei,0,0,0.09,0,0.09
14996,Tropico 4: Modern Times,PC,Kalypso Media,0,0.02,0,0,0.02
15050,Strike Witches: Shirogane no Tsubasa,PSP,Kadokawa Shoten,0,0,0.02,0,0.02
15352,Oil Rush,PC,Iceberg Interactive,0,0.02,0,0,0.02
15890,Romance of the Three Kingdoms XII,WiiU,Tecmo Koei,0,0,0.02,0,0.02
16017,Nobunaga no Yabou Online: Houou no Shou,PS3,Ackkstudios,0,0,0.01,0,0.01
16292,The Train Giant,PC,Ascaron Entertainment,0,0.01,0,0,0.01
16569,End of Nations,PC,Trion Worlds,0.01,0,0,0,0.01
