Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1729,Ratchet & Clank (2016),PS4,Sony Computer Entertainment,0.32,0.64,0.04,0.18,1.17
5663,Mirror's Edge Catalyst,PS4,Electronic Arts,0.1,0.14,0.02,0.06,0.32
7723,Mega Man Legacy Collection,3DS,Capcom,0.13,0,0.05,0.02,0.2
8862,Mirror's Edge Catalyst,XOne,Electronic Arts,0.08,0.05,0,0.02,0.15
11744,Mega Man Legacy Collection,PS4,Capcom,0.06,0,0,0.01,0.07
13102,Mirror's Edge Catalyst,PC,Electronic Arts,0.01,0.03,0,0.01,0.05
13437,Mighty No. 9,PS4,Deep Silver,0.04,0,0,0.01,0.05
14309,Sonic Boom: Fire & Ice,3DS,Sega,0.03,0,0,0,0.03
15469,Mighty No. 9,WiiU,Deep Silver,0.01,0.01,0,0,0.02
16565,Mighty No. 9,XOne,Deep Silver,0.01,0,0,0,0.01
