Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
51,Super Mario Land 2: 6 Golden Coins,GB,Adventure,Nintendo,6.16,2.04,2.69,0.29,11.18
77,Super Mario Kart,SNES,Racing,Nintendo,3.54,1.24,3.81,0.18,8.76
137,Street Fighter II: The World Warrior,SNES,Fighting,Capcom,2.47,0.83,2.87,0.12,6.3
144,Sonic the Hedgehog 2,GEN,Platform,Sega,4.47,1.2,0.16,0.19,6.03
192,Kirby's Dream Land,GB,Platform,Nintendo,2.71,0.61,1.7,0.11,5.13
286,Street Fighter II Turbo,SNES,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1
319,The Legend of Zelda: Link's Awakening,GB,Action,Nintendo,2.21,0.96,0.54,0.13,3.83
532,Dragon Quest V: Tenkuu no Hanayome,SNES,Role-Playing,Enix Corporation,0,0,2.78,0.01,2.79
546,Mario Paint,SNES,Misc,Nintendo,1.43,0.54,0.71,0.07,2.75
565,Mortal Kombat,GEN,Fighting,Arena Entertainment,1.95,0.63,0,0.09,2.67
630,Final Fantasy V,SNES,Role-Playing,SquareSoft,0,0,2.43,0.02,2.45
745,Kirby's Pinball Land,GB,Misc,Nintendo,0.87,0.17,1.1,0.05,2.19
767,SimCity 2000,PC,Simulation,Maxis,1.2,0.84,0,0.1,2.14
829,NBA Jam,GEN,Sports,Arena Entertainment,1.75,0.25,0,0.05,2.05
1078,Yoshi's Cookie,GB,Puzzle,Nintendo,0.59,0.24,0.82,0.03,1.68
1101,Street Fighter II': Special Champion Edition,GEN,Fighting,Sega,1,0.3,0.31,0.04,1.66
1610,Tetris 2 (All region sales),GB,Puzzle,Nintendo,0.56,0.22,0.43,0.03,1.24
1659,The Magical Quest starring Mickey Mouse,SNES,Platform,Capcom,0.66,0.17,0.35,0.03,1.21
1829,Yoshi's Cookie,NES,Puzzle,Nintendo,0.41,0.06,0.63,0.02,1.12
2144,Romancing SaGa,SNES,Role-Playing,SquareSoft,0,0,0.97,0,0.97
2612,Mega Man 5,NES,Platform,Capcom,0.39,0.07,0.32,0.01,0.79
2635,The 7th Guest,PC,Adventure,Virgin Interactive,0.01,0.77,0,0,0.78
3483,Dragon Ball Z: Chou Saiya Densetsu,SNES,Role-Playing,Namco Bandai Games,0,0,0.58,0,0.58
3546,Super Bomberman,SNES,Puzzle,Hudson Soft,0,0,0.57,0,0.57
4242,Super Batter Up,SNES,Sports,Namco Bandai Games,0,0,0.46,0,0.46
4954,Fatal Fury,SNES,Fighting,Takara,0,0,0.39,0,0.39
6090,Romance of the Three Kingdoms III: Dragon of Destiny,SNES,Strategy,Tecmo Koei,0,0,0.29,0,0.29
6200,F1 ROC: Race of Champions,SNES,Sports,Ocean,0,0,0.28,0,0.28
6228,F-1 Grand Prix,SNES,Racing,Video System,0,0,0.28,0,0.28
7067,Tetris 2 (weekly jp sales),GB,Puzzle,Nintendo,0,0,0.23,0,0.23
7187,Super Adventure Island,SNES,Platform,Hudson Soft,0,0,0.22,0,0.22
8531,Otogirisou,SNES,Adventure,ChunSoft,0,0,0.16,0,0.16
8619,Battle Soccer: Field no Hasha,SNES,Sports,Banpresto,0,0,0.16,0,0.16
9444,Contra III: The Alien Wars,SNES,Shooter,Konami Digital Entertainment,0,0,0.13,0,0.13
9563,Gunstar Heroes,GEN,Shooter,Sega,0,0,0.13,0,0.13
9798,Ecco the Dolphin,GEN,Adventure,Sega,0,0,0.12,0,0.12
11987,Teenage Mutant Ninja Turtles: Tournament Fighters,NES,Fighting,Konami Digital Entertainment,0.04,0.01,0.02,0,0.07
12064,Dragon Slayer: The Legend of Heroes,SNES,Role-Playing,Epoch,0,0,0.07,0,0.07
12528,Syndicate,PC,Strategy,Electronic Arts,0,0.05,0,0.01,0.06
12702,Teenage Mutant Ninja Turtles: Tournament Fighters,SNES,Fighting,Konami Digital Entertainment,0,0,0.06,0,0.06
13527,Sonic the Hedgehog 2 (8-bit),GG,Platform,Sega,0,0,0.04,0,0.04
14602,Doom,PC,Shooter,id Software,0.02,0,0,0,0.03
16076,Empire Deluxe,PC,Strategy,New World Computing,0.01,0,0,0,0.01
