Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
5123,Dungeon Siege III,X360,2011,Square Enix,0.21,0.12,0.01,0.03,0.37
5126,Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,N64,2000,ChunSoft,0,0,0.32,0.05,0.37
5130,Custom Robo,GC,2004,Nintendo,0.29,0.07,0,0.01,0.37
5142,Marvel: Ultimate Alliance,PSP,2006,Activision,0.33,0,0,0.03,0.37
5149,Shin Megami Tensei II,SNES,1994,Atlus,0,0,0.37,0,0.37
5150,Xenosaga Episode III: Also sprach Zarathustra,PS2,2006,Namco Bandai Games,0.09,0.07,0.18,0.02,0.37
5182,Valkyrie Profile: Lenneth,PSP,2006,Square Enix,0.17,0.01,0.16,0.02,0.36
5194,Okage: Shadow King,PS2,2001,Sony Computer Entertainment,0.14,0.11,0.08,0.04,0.36
5219,Breath of Fire II,SNES,1994,Laguna,0,0,0.36,0,0.36
5237,Arc the Lad: Twilight of the Spirits,PS2,2003,Sony Computer Entertainment,0.18,0.14,0,0.05,0.36
