Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1387,Final Fantasy III,NES,1990,SquareSoft,0,0,1.39,0.01,1.4
1392,Final Fantasy XII: Revenant Wings,DS,2007,Square Enix,0.34,0.42,0.54,0.1,1.39
1403,Paper Mario,N64,2000,Nintendo,0.58,0.18,0.59,0.02,1.38
1404,Bravely Default: Flying Fairy,3DS,2012,Nintendo,0.5,0.32,0.49,0.07,1.38
1407,Persona 4: Golden,PSV,2012,Atlus,0.46,0.34,0.38,0.21,1.38
1421,Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004,Activision,0.99,0.33,0,0.05,1.37
1430,Dragon Quest III: Soshite Densetsu e...,SNES,1996,Enix Corporation,0,0,1.36,0,1.36
1451,Monster Hunter Freedom,PSP,2005,Capcom,0.24,0.04,1.03,0.04,1.35
1453,SaGa Frontier,PS,1997,SquareSoft,0.15,0.04,1.07,0.09,1.35
1458,Mario & Luigi: Partners in Time,DS,2005,Nintendo,0.77,0.07,0.43,0.08,1.34
