Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
7009,Sword Art Online: Lost Song,PS4,2015,Namco Bandai Games,0.09,0.1,0,0.04,0.23
7024,Lunar: Silver Star Story,SAT,1996,Kadokawa Shoten,0,0,0.23,0,0.23
7049,Luminous Arc 2,DS,2008,Rising Star Games,0.21,0,0,0.02,0.23
7061,Risen 2: Dark Waters,PC,2012,Deep Silver,0,0.19,0,0.04,0.23
7084,Mega Man Battle Network 5: Team Colonel / Protoman,GBA,2004,Capcom,0.16,0.06,0,0,0.23
7086,Star Ocean,SNES,1996,Enix Corporation,0,0,0.23,0,0.23
7092,Final Fantasy XI: Treasures of Aht Urhgan,PS2,2006,Square Enix,0.06,0.05,0.1,0.02,0.23
7093,Alundra,PS,1997,Psygnosis,0.13,0.09,0,0.01,0.23
7108,Valhalla Knights 2,PSP,2008,Rising Star Games,0.09,0,0.12,0.01,0.23
7109,.hack//G.U. Vol.2//Reminisce,PS2,2006,Namco Bandai Games,0.11,0.09,0,0.03,0.23
