Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1480,Final Fantasy X / X-2 HD Remaster,PS3,2013,Square Enix,0.43,0.4,0.32,0.18,1.33
1483,Pokemon Ranger: Guardian Signs,DS,2010,Nintendo,0.51,0.17,0.58,0.06,1.33
1487,Dark Souls II,PS3,2014,Namco Bandai Games,0.4,0.36,0.4,0.17,1.32
1488,World of Warcraft: Wrath of the Lich King,PC,2008,Activision,0.01,0.13,0,1.18,1.32
1489,Kingdom Hearts II,PS3,2014,Square Enix,0.52,0.43,0.18,0.19,1.32
1495,Mega Man Battle Network 4: Red Sun / Blue Moon,GBA,2003,Capcom,0.31,0.04,0.96,0.01,1.32
1516,Yu-Gi-Oh! The Sacred Cards,GBA,2002,Konami Digital Entertainment,0.94,0.35,0,0.02,1.3
1523,Romancing SaGa 3,SNES,1995,SquareSoft,0,0,1.29,0.01,1.3
1525,Digimon World,PS,1999,Namco Bandai Games,0.56,0.38,0.28,0.08,1.3
1529,Mega Man Battle Network 3 Blue / White Version,GBA,2002,Capcom,0.39,0.02,0.85,0.03,1.29
