Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
9869,Sacred 3,PS3,2014,Deep Silver,0.03,0.05,0.02,0.02,0.12
9906,Dragon Quest Builders: Revive Alefgard,PS3,2016,Square Enix,0,0,0.12,0,0.12
9911,Etrian Odyssey V,3DS,2016,Atlus,0,0,0.12,0,0.12
9946,Makai Shin Trillion,PSV,2014,Idea Factory,0.02,0.02,0.06,0.01,0.12
9950,Tales of Destiny 2,PSP,2007,Namco Bandai Games,0,0,0.12,0,0.12
9958,Tokyo Twilight Ghost Hunters,PSV,2014,Aksys Games,0.06,0.01,0.02,0.02,0.12
9964,Lunar 2: Eternal Blue,SAT,1998,Kadokawa Shoten,0,0,0.12,0,0.12
9966,Thousand Arms,PS,1998,Atlus,0.06,0.04,0,0.01,0.12
9972,Darkspore,PC,2011,Electronic Arts,0.07,0.03,0,0.01,0.12
9982,ASH: Archaic Sealed Heat,DS,2007,Nintendo,0,0,0.12,0,0.12
