Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
15140,Pac-Man World Rally,PS2,2006,Racing,Namco Bandai Games,0.01,0.01,0,0,0.02
5655,Disney's Extreme Skate Adventure,PS2,2003,Sports,Activision,0.16,0.12,0,0.04,0.32
14254,FIFA World Cup: Germany 2006,GBA,2006,Sports,Electronic Arts,0.02,0.01,0,0,0.03
3402,Rock Band 2,PS2,2008,Misc,MTV Games,0.29,0.23,0,0.08,0.59
12684,Vampire Rain: Altered Species,PS3,2008,Action,Ignition Entertainment,0.05,0,0,0,0.06
4247,"Warhammer 40,000: Space Marine",PS3,2011,Shooter,THQ,0.13,0.25,0,0.09,0.46
11684,Samurai Warriors Chronicles 3,3DS,2014,Action,Tecmo Koei,0,0,0.08,0,0.08
7344,WCW Backstage Assault,PS,1999,Action,Electronic Arts,0.12,0.08,0,0.01,0.21
11906,All-Star Baseball 2004,GBA,2003,Sports,Acclaim Entertainment,0.05,0.02,0,0,0.07
3452,Harvest Moon: Sunshine Islands,DS,2008,Simulation,Rising Star Games,0.35,0.03,0.17,0.03,0.58
11615,Bleach: Heat the Soul 7,PSP,2010,Fighting,Sony Computer Entertainment,0,0,0.08,0,0.08
8418,Lost Kingdoms,GC,2002,Role-Playing,Activision,0.1,0.02,0.04,0,0.17
6320,G-Force,PS2,2009,Action,Disney Interactive Studios,0.12,0.01,0,0.14,0.27
2353,MLB 2001,PS,2000,Sports,Sony Computer Entertainment,0.49,0.34,0,0.06,0.89
12736,Dungeon Explorer: Warriors of Ancient Arts,DS,2007,Role-Playing,Rising Star Games,0.05,0,0,0,0.06
14004,Fighting Vipers 2,DC,2000,Fighting,Sega,0,0,0.04,0,0.04
5517,DECA Sports Freedom,X360,2010,Sports,Hudson Soft,0.27,0.04,0,0.02,0.33
8350,Fate/Stay Night [Réalta Nua],PS2,2007,Adventure,Kadokawa Shoten,0,0,0.17,0,0.17
6960,Karaoke Revolution Volume 2,PS2,2004,Misc,Konami Digital Entertainment,0.11,0.09,0,0.03,0.23
11472,Prey the Stars,DS,2008,Action,Tecmo Koei,0.07,0,0,0.01,0.08
15394,Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,PSP,2006,Misc,Sega,0,0,0.02,0,0.02
5971,Power Pro Kun Pocket 4,GBA,2002,Sports,Konami Digital Entertainment,0,0,0.29,0.01,0.29
12272,ESPN Winter X-Games: Snowboarding 2002,GBA,2000,Sports,Konami Digital Entertainment,0.05,0.02,0,0,0.06
6292,Dave Mirra Freestyle BMX: Maximum Remix,PS,2001,Sports,Acclaim Entertainment,0.15,0.1,0,0.02,0.27
13607,Playmobil Top Agents,DS,2010,Action,JoWood Productions,0,0.04,0,0,0.04
15363,Polar Bowler,DS,2008,Sports,Mumbo Jumbo,0.02,0,0,0,0.02
9028,G.I. Joe: The Rise of Cobra,PS2,2009,Action,Electronic Arts,0.11,0,0,0.03,0.14
15453,Winx Club: Saving Alfea,DS,2014,Action,Namco Bandai Games,0.02,0,0,0,0.02
5835,Spyro: Attack of the Rhynocs,GBA,2003,Platform,Universal Interactive,0.22,0.08,0,0.01,0.3
16016,Codename: Panzers Phase Two,PC,2005,Strategy,CDV Software Entertainment,0,0.01,0,0,0.01
9121,Dead to Rights,GC,2002,Shooter,Electronic Arts,0.11,0.03,0,0,0.14
11442,Slam 'n Jam '96 featuring Magic & Kareem,PS,1995,Sports,Crystal Dynamics,0.04,0.03,0,0.01,0.08
7899,Phantasy Star Universe,PS2,2006,Role-Playing,Sega,0,0,0.19,0,0.19
4667,Mega Man Legends 2,PS,2000,Adventure,Capcom,0.17,0.12,0.1,0.03,0.42
9322,ESPN MLB Baseball,XB,2004,Sports,Sega,0.1,0.03,0,0,0.14
9175,Robots,DS,2005,Action,Vivendi Games,0.12,0.01,0,0.01,0.14
9188,Tim Burton's The Nightmare Before Christmas: The Pumpkin King,GBA,2005,Platform,Disney Interactive Studios,0.1,0.04,0,0,0.14
10969,SingStar: Made In Germany,PS3,2009,Misc,Sony Computer Entertainment,0,0.07,0,0.02,0.09
13945,Texas Hold 'Em Poker DS,DS,2005,Misc,Majesco Entertainment,0.03,0,0,0,0.04
14005,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,XB,2005,Action,Konami Digital Entertainment,0.03,0.01,0,0,0.04
16507,Mystereet,PS2,2006,Adventure,Yeti,0,0,0.01,0,0.01
11342,FIFA Street 2,XB,2006,Sports,Electronic Arts,0.06,0.02,0,0,0.08
5204,NFL GameDay 2001,PS2,2000,Sports,Sony Computer Entertainment,0.18,0.14,0,0.05,0.36
6030,Ken Griffey Jr.'s Slugfest,N64,1999,Sports,Nintendo,0.23,0.06,0,0,0.29
1662,Dino Crisis 2,PS,2000,Action,Virgin Interactive,0.34,0.49,0.28,0.1,1.21
11890,Serious Sam: Next Encounter,PS2,2004,Shooter,Global Star,0.04,0.03,0,0.01,0.07
4547,Tales of the World: Radiant Mythology,PSP,2006,Role-Playing,Ubisoft,0.17,0.01,0.23,0.02,0.43
1793,Commando,NES,1986,Action,Capcom,0.71,0.16,0.25,0.03,1.14
12584,Centipede: Infestation,Wii,2011,Shooter,Atari,0.06,0,0,0,0.06
10653,Harry Potter and the Deathly Hallows - Part 2,PC,2011,Action,Electronic Arts,0.05,0.04,0,0.01,0.1
4670,Castlevania: The Dracula X Chronicles,PSP,2007,Platform,Konami Digital Entertainment,0.22,0.09,0.04,0.07,0.42
