Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
10596,Blue Dragon: Awakened Shadow,DS,2009,Role-Playing,Namco Bandai Games,0.06,0,0.03,0,0.1
10032,Brain Quest: Grades 5 & 6,DS,2008,Misc,Electronic Arts,0.11,0,0,0.01,0.11
15747,Cross + Channel,PSP,2010,Adventure,CyberFront,0,0,0.02,0,0.02
12759,Kid Fit Island Resort,Wii,2010,Sports,Avanquest,0.05,0,0,0,0.06
12486,Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!,3DS,2014,Action,Namco Bandai Games,0,0,0.06,0,0.06
7437,Batman Begins,XB,2005,Action,Electronic Arts,0.16,0.04,0,0.01,0.21
121,Call of Duty 4: Modern Warfare,PS3,2007,Shooter,Activision,3.1,2.3,0.28,1.04,6.72
1328,Game de Hakken!! Tamagotchi 2,GB,1997,Simulation,Namco Bandai Games,0,0,1.44,0.01,1.45
12158,Pipe Mania,PSP,2008,Puzzle,Empire Interactive,0.06,0,0,0.01,0.07
4465,Jikkyou Powerful Pro Yakyuu 9,PS2,2002,Sports,Konami Digital Entertainment,0,0,0.44,0,0.44
6217,The Warriors,PSP,2007,Action,Take-Two Interactive,0.23,0.02,0,0.03,0.28
6121,Tigger's Honey Hunt,PS,2000,Platform,Ubisoft,0.16,0.11,0,0.02,0.28
15093,Bejeweled 2 Deluxe,PC,2006,Puzzle,Focus Home Interactive,0,0.02,0,0,0.02
12490,Odin Sphere: Leifthrasir,PS3,2016,Role-Playing,Nippon Ichi Software,0.01,0.02,0.03,0.01,0.06
10500,Riviera: The Promised Land,GBA,2004,Role-Playing,Sting,0.07,0.03,0,0,0.1
9249,Littlest Pet Shop: Spring,DS,2009,Simulation,Electronic Arts,0.12,0,0,0.01,0.14
1021,Sonic Colors,Wii,2010,Platform,Sega,0.96,0.61,0.01,0.16,1.74
1975,Tag Team Match M.U.S.C.L.E.,NES,1985,Fighting,Namco Bandai Games,0,0,1.05,0,1.05
12125,Mario Tennis,Wii,2010,Sports,Nintendo,0,0.06,0,0.01,0.07
10070,PDC World Championship Darts: Pro Tour,PS3,2010,Sports,O-Games,0,0.09,0,0.03,0.11
2481,Q*bert,PS,1999,Puzzle,Atari,0.46,0.32,0,0.05,0.84
7410,Disney's Planes,WiiU,2013,Simulation,Disney Interactive Studios,0.15,0.04,0,0.02,0.21
4586,Rascal,PS,1998,Action,Psygnosis,0.24,0.16,0,0.03,0.42
9806,X2: Wolverine's Revenge,GC,2003,Platform,Activision,0.09,0.02,0,0,0.12
6839,Metro 2033,PC,2010,Shooter,THQ,0,0.19,0,0.05,0.24
6922,Guitar Hero Live,X360,2015,Misc,Activision,0.12,0.1,0,0.02,0.24
8558,Eragon,DS,2006,Action,Vivendi Games,0.13,0.02,0,0.01,0.16
152,Resident Evil 2,PS,1998,Action,Virgin Interactive,1.88,1.47,2.02,0.45,5.82
4440,Independence Day,PS,1997,Shooter,Fox Interactive,0.25,0.17,0,0.03,0.44
9328,Nayuta no Kiseki,PSP,2012,Action,Nihon Falcom Corporation,0,0,0.14,0,0.14
15649,Tour de France 2014,PS3,2014,Sports,Focus Home Interactive,0,0.02,0,0,0.02
146,Metal Gear Solid,PS,1998,Action,Konami Digital Entertainment,3.18,1.83,0.78,0.24,6.03
3918,Disney's Kim Possible: Revenge of Monkey Fist,GBA,2002,Platform,THQ,0.37,0.14,0,0.01,0.51
15161,SBK: Snowboard Kids,DS,2005,Sports,Rising Star Games,0.02,0,0,0,0.02
13202,Cartoon Network Block Party,GBA,2004,Misc,Majesco Entertainment,0.03,0.01,0,0,0.05
10961,Return Fire,PS,1996,Strategy,Time Warner Interactive,0.05,0.03,0,0.01,0.09
6739,We Love Golf!,Wii,2007,Sports,Capcom,0.2,0.01,0.03,0.02,0.25
