Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
12306,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,PS2,2009,Misc,D3Publisher,0,0,0.06,0,0.06
16269,Kurogane Kaikitan,PSV,2015,Adventure,Minato Station,0,0,0.01,0,0.01
5630,Prince of Persia: The Sands of Time,GC,2003,Action,Ubisoft,0.25,0.06,0,0.01,0.32
16489,Case Closed: One Truth Prevails,Wii,2007,Adventure,Nobilis,0,0,0.01,0,0.01
13384,Test Drive Le Mans,PS,1999,Racing,Infogrames,0.03,0.02,0,0,0.05
9250,The Amazing Race,Wii,2010,Misc,Ubisoft,0.13,0,0,0.01,0.14
6453,Create,Wii,2010,Action,Electronic Arts,0.22,0.03,0,0.02,0.26
14202,Sunday vs Magazine Shuuketsu! Choujou Daikessen,PSP,2009,Fighting,Konami Digital Entertainment,0,0,0.03,0,0.03
12042,Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!,GBA,2006,Action,Banpresto,0,0,0.07,0,0.07
9967,de Blob 2,DS,2011,Platform,THQ,0.09,0.02,0,0.01,0.12
1967,Cosmic Ark,2600,1981,Shooter,Imagic,0.99,0.05,0,0.01,1.05
13701,Gitaroo Man Lives!,PSP,2006,Misc,Tecmo Koei,0.03,0,0,0,0.04
9257,Happy Feet,Wii,2006,Action,Midway Games,0.12,0,0,0.01,0.14
13987,NHL Legacy,PS3,2015,Action,Electronic Arts,0.03,0,0,0.01,0.04
11891,Speed,Wii,2010,Racing,Unknown,0.04,0.02,0,0.01,0.07
15909,Tokyo Friend Park II DS,DS,2006,Misc,Rocket Company,0,0,0.02,0,0.02
7806,Conflict: Denied Ops,PS3,2008,Shooter,Eidos Interactive,0.05,0.1,0,0.03,0.19
8015,Half-Minute Hero,PSP,2009,Role-Playing,Rising Star Games,0.08,0.02,0.07,0.02,0.18
4373,Tekken Advance,GBA,2001,Fighting,Infogrames,0.32,0.12,0,0.01,0.45
2795,The Sims 2: Castaway,DS,2007,Simulation,Electronic Arts,0.63,0.05,0,0.06,0.73
8495,Robotech: Battlecry,GC,2002,Shooter,TDK Mediactive,0.13,0.03,0,0,0.16
16069,Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,PS2,2010,Misc,Hackberry,0,0,0.01,0,0.01
12840,Unsolved Crimes,DS,2008,Adventure,Empire Interactive,0.04,0.01,0,0,0.05
7402,Namco Museum Megamix,Wii,2010,Misc,Namco Bandai Games,0.2,0,0,0.01,0.21
12719,Wantame Fortune Channel,DS,2007,Misc,Capcom,0,0,0.06,0,0.06
8202,Marvel Super Hero Squad: The Infinity Gauntlet,PS3,2010,Action,THQ,0.12,0.03,0,0.02,0.18
