Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
6133,Netsu Chu! Pro Yakyuu 2003,PS2,2003,Sports,Namco Bandai Games,0,0,0.28,0,0.28
16475,Azure Striker Gunvolt: Striker Pack,3DS,2016,Action,Inti Creates,0,0,0.01,0,0.01
13117,Fighter Destiny 2,N64,1999,Fighting,Imagineer,0.04,0.01,0,0,0.05
8832,Suzumiya Haruhi no Yakusoku,PSP,2007,Adventure,Namco Bandai Games,0,0,0.15,0,0.15
10399,Jikkyou Powerful Pro Yakyuu 13 Ketteiban,PS2,2006,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11
819,The Incredibles,GBA,2004,Action,THQ,1.15,0.77,0.04,0.1,2.06
15728,Disciples III: Renaissance,PC,2010,Strategy,Kalypso Media,0,0.01,0,0,0.02
2065,Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,PS2,2004,Misc,Sammy Corporation,0,0,1,0,1
10932,Bloody Roar 4,PS2,2003,Fighting,Konami Digital Entertainment,0.05,0.04,0,0.01,0.09
13193,MTX Mototrax,PSP,2006,Racing,Activision,0.04,0,0,0,0.05
16035,Shinobi Koutsutsu,PSP,2014,Adventure,Idea Factory,0,0,0.01,0,0.01
2196,Killzone,PS2,2004,Shooter,Sony Computer Entertainment,0.79,0.03,0,0.13,0.94
16122,Hitotsu Tobashi Renai V,PSV,2015,Adventure,Kaga Create,0,0,0.01,0,0.01
5108,Hell's Kitchen: The Game,DS,2008,Simulation,Ubisoft,0.34,0.01,0,0.03,0.37
5342,Disney Fairies: Tinker Bell and the Great Fairy Rescue,DS,2010,Adventure,Disney Interactive Studios,0.18,0.14,0,0.03,0.35
3446,Diablo,PS,1997,Role-Playing,Electronic Arts,0.29,0.19,0.07,0.04,0.58
13960,Pia Carrot e Youkoso!! 2.5,DC,2008,Adventure,NEC Interchannel,0,0,0.04,0,0.04
15734,Nano Diver,PSP,2011,Action,Takara Tomy,0,0,0.02,0,0.02
9312,Disney's Cinderella: Magical Dreams,GBA,N/A,Platform,Disney Interactive Studios,0.1,0.04,0,0,0.14
14573,Kung Fu Panda: Legendary Warriors,DS,2008,Action,Activision,0.02,0,0,0,0.03
4958,Madden NFL Football,3DS,2011,Sports,Electronic Arts,0.36,0.01,0,0.03,0.39
2195,Wii Play: Motion,Wii,2011,Misc,Nintendo,0.24,0.43,0.18,0.09,0.95
5220,Call of Duty: Ghosts,WiiU,2013,Shooter,Activision,0.23,0.09,0.01,0.03,0.36
12198,SBK 2011: FIM Superbike World Championship,X360,2011,Racing,Black Bean Games,0,0.06,0,0.01,0.07
12861,Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,PSV,2015,Action,Aksys Games,0.01,0,0.04,0,0.05
5735,The Matrix: Path of Neo,XB,2005,Action,Atari,0.23,0.07,0,0.01,0.31
10746,Option Tuning Car Battle,PS,1998,Racing,MTO,0,0,0.09,0.01,0.1
10497,Revolution X,PS,1995,Shooter,Acclaim Entertainment,0.06,0.04,0,0.01,0.1
12202,Fantasy Aquarium World,Wii,2009,Simulation,Destineer,0.06,0,0,0,0.07
9424,Winning Post 5,PS2,2001,Sports,Tecmo Koei,0,0,0.13,0,0.13
10332,Kirarin * Revolution: Kira Kira Idol Audition,DS,2006,Simulation,Konami Digital Entertainment,0,0,0.11,0,0.11
7991,EverQuest Online Adventures: Frontiers,PS2,2003,Role-Playing,Sony Online Entertainment,0.09,0.07,0,0.02,0.19
2338,Pokemon Card GB2: Here Comes Team GR!,GB,2001,Strategy,Nintendo,0,0,0.89,0,0.89
8143,Pirates: Hunt For Blackbeard's Booty,Wii,2008,Adventure,Activision,0.08,0.08,0,0.02,0.18
3184,Family Feud: 2010 Edition,Wii,2009,Misc,Ubisoft,0.59,0,0,0.04,0.64
11590,Pocket Dogs,GBA,2004,Misc,Agatsuma Entertainment,0.06,0.02,0,0,0.08
6058,Puzzle Quest: Challenge of the Warlords,Wii,2007,Puzzle,D3Publisher,0.26,0,0,0.02,0.29
2935,Metal Gear Solid V: The Phantom Pain,PS3,2015,Action,Konami Digital Entertainment,0.21,0.18,0.22,0.08,0.7
2161,Sonic Unleashed,X360,2008,Platform,Sega,0.54,0.33,0,0.09,0.96
10889,World Stadium 5,PS,2001,Sports,Namco Bandai Games,0,0,0.09,0.01,0.09
12929,Doraemon 2: Nobita no Toizurando Daibouken,SNES,1993,Role-Playing,Epoch,0,0,0.05,0,0.05
15870,Strongest Tokyo University Shogi DS,DS,1985,Action,Mycom,0,0,0.02,0,0.02
5757,Hot Wheels Turbo Racing,N64,1999,Racing,Electronic Arts,0.25,0.06,0,0,0.31
13301,Handball 16,PS3,2015,Sports,Bigben Interactive,0,0.04,0,0.01,0.05
4341,Area 51,PS2,2005,Shooter,Midway Games,0.22,0.17,0,0.06,0.45
14843,Imagine: Sweet 16,DS,2010,Simulation,Ubisoft,0.02,0,0,0,0.03
13321,Frogger: Ancient Shadow,GC,2005,Platform,Konami Digital Entertainment,0.04,0.01,0,0,0.05
12990,Ivy the Kiwi?,DS,2010,Puzzle,Rising Star Games,0.04,0,0,0,0.05
4486,Tongari Boushi to Mahou no Otana,DS,2010,Simulation,Konami Digital Entertainment,0,0,0.44,0,0.44
12628,Captain America: Super Soldier,Wii,N/A,Action,Sega,0.05,0,0,0,0.06
11056,Tunnel B1,PS,1996,Action,Ocean,0.05,0.03,0,0.01,0.09
15267,Shinken de Watashi ni Koi Shinasai! R,PS3,2012,Action,Minato Station,0,0,0.02,0,0.02
4014,The Evil Within,X360,2014,Action,Bethesda Softworks,0.25,0.2,0.01,0.04,0.5
13124,My Body Coach,Wii,2009,Sports,Big Ben Interactive,0,0.04,0,0.01,0.05
11110,Super Puzzle Fighter II,GBA,N/A,Puzzle,Capcom,0.06,0.02,0,0,0.09
14661,Kamigami no Asobi,PSP,2013,Adventure,Broccoli,0,0,0.03,0,0.03
8125,Cabela's Legendary Adventures,Wii,2008,Sports,Activision,0.17,0,0,0.01,0.18
5668,Shin Momotarou Densetsu,SNES,1993,Role-Playing,Hudson Soft,0,0,0.32,0,0.32
13167,Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),DS,2006,Misc,Konami Digital Entertainment,0,0,0.05,0,0.05
15297,Detective Jinguuji Saburo: Ronde Revenge,3DS,2012,Action,Arc System Works,0,0,0.02,0,0.02
7177,Danny Phantom: The Ultimate Enemy,GBA,2005,Action,THQ,0.16,0.06,0,0,0.22
4749,Armored Core 2: Another Age,PS2,2001,Simulation,Metro 3D,0.11,0.08,0.19,0.03,0.41
12518,Worms Blast,GC,2002,Puzzle,Ubisoft,0.05,0.01,0,0,0.06
15108,Frontlines: Fuel of War,PC,2008,Shooter,THQ,0,0.02,0,0,0.02
10531,Kirarin * Revolution: Mezase! Idol Queen,DS,2007,Simulation,Konami Digital Entertainment,0,0,0.1,0,0.1
