Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1619,Farming Simulator 2015,PC,2014,Simulation,Focus Home Interactive,0.08,1.02,0,0.13,1.23
12907,Bust-A-Bloc,PS2,2002,Puzzle,Midas Interactive Entertainment,0,0,0.05,0,0.05
8593,California Speed,N64,1999,Misc,Midway Games,0.13,0.03,0,0,0.16
9394,Transworld Surf,XB,N/A,Sports,Atari,0.1,0.03,0,0,0.13
5990,Punch-Out!!,Wii,2007,Sports,Nintendo,0.02,0.22,0.05,0,0.29
4324,J-League Excite Stage '95,SNES,1995,Sports,Epoch,0,0,0.45,0,0.45
12818,Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,PSP,2010,Role-Playing,Atlus,0,0,0.06,0,0.06
7501,Discovery Kids: Pony Paradise,DS,2009,Simulation,505 Games,0.19,0,0,0.01,0.2
16553,God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,PS4,2016,Action,Namco Bandai Games,0,0,0.01,0,0.01
9549,Just Cause 2,PC,2010,Action,Square Enix,0,0.1,0,0.03,0.13
8932,Rayman Raving Rabbids,DS,2007,Misc,Ubisoft,0.13,0.01,0,0.01,0.15
5099,Kingdom Under Fire: Circle of Doom,X360,2007,Role-Playing,Microsoft Game Studios,0.18,0.12,0.04,0.04,0.37
355,The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,2.02,1.17,0,0.42,3.61
6694,NBA Courtside 2 featuring Kobe Bryant,N64,1999,Sports,Nintendo,0.2,0.05,0,0,0.25
16279,Assetto Corsa,XOne,2016,Racing,505 Games,0,0.01,0,0,0.01
646,Madden NFL 16,XOne,2015,Sports,Electronic Arts,2.07,0.08,0,0.26,2.4
16116,Winning Post 7 Maximum 2008,PS3,2008,Sports,Tecmo Koei,0,0,0.01,0,0.01
7952,Pro Yaky? Spirits 2012,PS3,2012,Sports,Konami Digital Entertainment,0,0,0.19,0,0.19
14592,Game of Thrones (Telltale),XOne,2015,Adventure,Telltale Games,0.03,0,0,0,0.03
12729,Lost Kingdoms II,GC,2003,Role-Playing,Activision,0.04,0.01,0,0,0.06
8300,The Lord of the Rings: Aragorn's Quest,PS3,2010,Action,Warner Bros. Interactive Entertainment,0.1,0.04,0,0.02,0.17
16581,Outdoors Unleashed: Africa 3D,3DS,2011,Sports,Mastiff,0.01,0,0,0,0.01
6889,Forsaken,PS,1998,Shooter,Acclaim Entertainment,0.13,0.09,0,0.02,0.24
8787,Jikkyou Powerful Pro Yakyuu 2009,PS2,2009,Sports,Konami Digital Entertainment,0,0,0.15,0,0.15
14904,Rock 'N' Roll Adventures,Wii,2007,Platform,Popcorn Arcade,0.02,0,0,0,0.03
4600,SpongeBob's Truth or Square (US sales),DS,2009,Action,THQ,0.42,0,0,0,0.42
