Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
14027,Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,PS2,2006,Adventure,Konami Digital Entertainment,0,0,0.04,0,0.04
11857,Digimon World Championship,DS,2008,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07
14518,Nectaris: Military Madness,PS,1998,Strategy,Hudson Soft,0.02,0.01,0,0,0.03
15573,New Atelier Rorona: Hajimari no Monogatari,3DS,2015,Action,Tecmo Koei,0,0,0.02,0,0.02
455,The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,1.4,0.99,0.46,0.22,3.07
16468,Help Wanted: 50 Wacky Jobs (jp sales),Wii,2008,Simulation,Hudson Soft,0,0.01,0.01,0,0.01
8814,Prince of Persia: The Sands of Time,GBA,2003,Action,Ubisoft,0.11,0.04,0,0,0.15
875,Grand Theft Auto: San Andreas,XB,2005,Action,Take-Two Interactive,1.26,0.61,0,0.09,1.95
8690,NHL 2005,XB,2004,Sports,Electronic Arts,0.12,0.03,0,0.01,0.16
1176,Guitar Hero 5,Wii,2009,Misc,Activision,0.94,0.49,0,0.15,1.58
9850,Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,GBA,2005,Misc,Vivendi Games,0.09,0.03,0,0,0.12
7811,IHRA Professional Drag Racing 2005,PS2,2004,Racing,Bethesda Softworks,0.09,0.07,0,0.02,0.19
12448,Imagine: Cheerleader,DS,2009,Simulation,Ubisoft,0.06,0,0,0,0.06
9747,WWE SmackDown vs Raw 2008,DS,2007,Fighting,THQ,0.11,0.01,0,0.01,0.12
9210,NCIS,X360,2011,Adventure,Ubisoft,0.1,0.03,0,0.01,0.14
10907,Shockwave Assault,PS,1995,Simulation,Electronic Arts,0.05,0.04,0,0.01,0.09
5633,Rayman 2: The Great Escape,PS,2000,Platform,Ubisoft,0.18,0.12,0,0.02,0.32
5973,Soul Sacrifice Delta,PSV,2014,Action,Sony Computer Entertainment,0.01,0.12,0.12,0.04,0.29
3178,NBA Live 08,PS3,2007,Sports,Electronic Arts,0.56,0.02,0.01,0.05,0.64
15035,Kung Fu Panda,PC,2008,Action,Activision,0,0.02,0,0,0.02
15056,Board Game: Top Shop,PS,1999,Misc,Success,0.01,0.01,0,0,0.02
4899,Naruto: Clash of Ninja Revolution 2,Wii,2008,Fighting,Tomy Corporation,0.34,0.02,0,0.03,0.39
15020,Fishdom 2 Deluxe,PC,2010,Puzzle,Rondomedia,0,0.02,0,0.01,0.02
9960,UN Squadron,SNES,1991,Shooter,Capcom,0,0,0.12,0,0.12
3750,Popeye,2600,1982,Platform,Parker Bros.,0.5,0.03,0,0.01,0.54
606,Deca Sports,Wii,2008,Sports,Konami Digital Entertainment,1.13,0.87,0.29,0.25,2.54
15283,Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,DS,2008,Misc,Benesse,0,0,0.02,0,0.02
6041,The Lord of the Rings: The Third Age,GC,2004,Role-Playing,Electronic Arts,0.22,0.06,0,0.01,0.29
14407,Take On Helicopters,PC,2011,Simulation,Unknown,0,0.02,0,0.01,0.03
6046,Just Dance Wii 2,Wii,2012,Misc,Nintendo,0,0,0.29,0,0.29
13313,Beyond Oasis,GEN,1993,Role-Playing,Sega,0,0,0.05,0,0.05
10529,Truth or Lies,Wii,2010,Misc,THQ,0.04,0.05,0,0.01,0.1
9511,Iridion II,GBA,2003,Shooter,Vivendi Games,0.09,0.03,0,0,0.13
12098,DS Nishimura Kyotaro Suspense 2 Shin Tantei Series: Kanazawa Hakodate - Gokkan no Kyoukoku - Fukushuu no Kage,DS,2008,Adventure,Tecmo Koei,0,0,0.07,0,0.07
3599,Frontlines: Fuel of War,X360,2008,Shooter,THQ,0.34,0.15,0.01,0.05,0.56
10130,J-League Winning Eleven 9: Asia Championship,PS2,2005,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11
11867,Just Dance: Disney Party 2,X360,2015,Action,Ubisoft,0.05,0.01,0,0.01,0.07
12296,Fist of the North Star: Ken's Rage 2,X360,2012,Fighting,Tecmo Koei,0.03,0.01,0.02,0,0.06
916,Mortal Kombat: Deception,PS2,2004,Fighting,Midway Games,0.92,0.72,0,0.24,1.88
13625,Port Royale 2,PC,2004,Strategy,Ascaron Entertainment GmbH,0,0.03,0,0.01,0.04
13467,Runaway: A Twist of Fate,PC,2009,Adventure,Focus Home Interactive,0,0.04,0,0.01,0.04
549,Metroid,NES,1986,Action,Nintendo,1.33,0.31,1.04,0.05,2.73
3719,Gauntlet Legends,N64,1999,Action,Midway Games,0.43,0.1,0,0.01,0.54
7588,Warriors Orochi,PSP,2008,Action,Tecmo Koei,0.02,0,0.18,0,0.2
7125,Shin Nippon Pro Wrestling: Toukon Retsuden 3,PS,1998,Fighting,Tomy Corporation,0,0,0.21,0.01,0.23
428,Dance Central,X360,2010,Misc,MTV Games,2.15,0.77,0.01,0.26,3.19
15717,This War of Mine,PS4,2016,Action,Deep Silver,0,0.01,0,0,0.02
9173,Bejeweled 3,PS3,N/A,Puzzle,Unknown,0.13,0,0,0.01,0.14
10157,Contra Advance: The Alien Wars EX,GBA,2002,Shooter,Konami Digital Entertainment,0.08,0.03,0,0,0.11
5504,Dragon Ball Z: Battle of Z,PS3,2014,Fighting,Namco Bandai Games,0.1,0.11,0.06,0.05,0.33
9046,Phantom Brave,PS2,2004,Role-Playing,Tecmo Koei,0.07,0.05,0,0.02,0.14
9167,Buck Fever,Wii,2009,Sports,Destineer,0.13,0,0,0.01,0.14
6243,Tak and the Guardians of Gross,PS2,2008,Action,THQ,0.14,0.11,0,0.04,0.28
7345,UFC Undisputed 2010,PSP,2010,Fighting,THQ,0.11,0.07,0,0.04,0.21
15534,Natsuiro High School: Seishun Hakusho,PS3,2015,Action,D3Publisher,0,0,0.02,0,0.02
5130,Custom Robo,GC,2004,Role-Playing,Nintendo,0.29,0.07,0,0.01,0.37
676,Midnight Club: Los Angeles,X360,2008,Racing,Take-Two Interactive,1.68,0.46,0.01,0.2,2.35
11494,Ultimate Shooting Collection,Wii,2008,Shooter,Milestone,0.08,0,0,0,0.08
16066,Super Robot Taisen XO,X360,2006,Strategy,Banpresto,0,0,0.01,0,0.01
15794,Irritating Stick,PS,1998,Action,Saurus,0.01,0.01,0,0,0.02
4186,Disney Infinity 3.0,PS3,2015,Action,Disney Interactive Studios,0.14,0.25,0,0.08,0.47
12687,Minna no Sukkiri,PSP,2009,Sports,Sony Computer Entertainment,0,0,0.06,0,0.06
3830,Spectrobes: Beyond the Portals,DS,2008,Role-Playing,Disney Interactive Studios,0.37,0.11,0,0.04,0.52
14429,World Sports Competition,PS3,2009,Sports,Hudson Soft,0.02,0,0,0.01,0.03
13857,Pajama Sam: You are What You Eat From Your Head to Your Feet,PS,2001,Adventure,Infogrames,0.02,0.01,0,0,0.04
10104,Vacation Sports,Wii,2009,Sports,Ubisoft,0.1,0.01,0,0.01,0.11
14024,Jikkyou Powerful Major League 2009,Wii,2009,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04
14978,"Ed, Edd n Eddy: The Mis-Edventures",XB,2005,Platform,Midway Games,0.02,0.01,0,0,0.02
12982,Pro Yakyuu Spirits 5 Kanzenban,PS2,2008,Sports,Konami Digital Entertainment,0,0,0.05,0,0.05
5072,WWE SmackDown vs. Raw 2011,PS2,2010,Fighting,THQ,0.24,0.07,0,0.07,0.38
6397,Initial D: Special Stage,PS2,2003,Racing,Sega,0,0,0.27,0,0.27
7938,Chibi-Robo! Park Patrol,DS,2007,Adventure,Unknown,0,0,0.19,0,0.19
1141,Pokemon Battle Revolution,Wii,2006,Role-Playing,Nintendo,0.8,0.38,0.3,0.13,1.61
11543,Yuu Yuu Hakusho: Makyo Toitsusen,GEN,1994,Fighting,Sega,0,0,0.08,0,0.08
4000,Cars 2,X360,2011,Racing,Disney Interactive Studios,0.28,0.17,0,0.05,0.5
15936,Enkaku Sousa: Sana e no 23 Hiai,PSP,2009,Adventure,Sony Computer Entertainment,0,0,0.02,0,0.02
2525,Madden NFL 16,PS3,2015,Sports,Electronic Arts,0.56,0.11,0,0.15,0.82
5822,Imagine: Family Doctor,DS,2009,Simulation,Ubisoft,0.28,0.01,0,0.02,0.3
12983,Tsumiki: Block Drop Mania,DS,2007,Action,Nobilis,0.05,0,0,0,0.05
5501,Deus Ex: Mankind Divided,PS4,2016,Role-Playing,Square Enix,0.1,0.18,0,0.05,0.33
7604,Ty the Tasmanian Tiger 2: Bush Rescue,GC,2004,Platform,Electronic Arts,0.15,0.04,0,0.01,0.2
5747,Panzer Dragoon II Zwei,SAT,1995,Shooter,Sega,0,0,0.31,0,0.31
13446,Nanda's Island,DS,2009,Puzzle,Phenomedia,0.04,0,0,0,0.05
9532,Reader Rabbit Kindergarten,Wii,2010,Misc,Graffiti,0.12,0,0,0.01,0.13
9645,Quantum Redshift,XB,2002,Racing,Microsoft Game Studios,0.09,0.03,0,0,0.13
10388,Tales of the World: Reve Unitia,3DS,2014,Role-Playing,Namco Bandai Games,0,0,0.11,0,0.11
