Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
13050,Disney's Party,GC,2002,Misc,Electronic Arts,0.04,0.01,0,0,0.05
7633,The Con,PSP,2005,Fighting,Sony Computer Entertainment,0.18,0,0,0.02,0.2
16302,Moe Moe 2-Ji Daisenryaku 2,PSP,2010,Strategy,System Soft,0,0,0.01,0,0.01
3424,Skate it,Wii,2008,Sports,Electronic Arts,0.51,0.04,0,0.05,0.59
15324,Kikou Heidan J-Phoenix: Cobalt Shoutaihen,PS2,2002,Action,Takara,0,0,0.02,0,0.02
10314,FoxKids.com Micro Maniacs Racing,PS,2000,Racing,Codemasters,0.06,0.04,0,0.01,0.11
2204,Assassin's Creed III,PC,2012,Action,Ubisoft,0.28,0.53,0,0.13,0.94
3630,Dragon Ball: XenoVerse,PS3,2015,Fighting,Namco Bandai Games,0.15,0.2,0.14,0.07,0.55
3699,Sacred 2: Fallen Angel,X360,2009,Role-Playing,Deep Silver,0.29,0.17,0.04,0.05,0.54
2357,WWE SmackDown vs. Raw 2011,X360,2010,Fighting,THQ,0.44,0.36,0,0.08,0.88
16454,Shin Koihime Musou: Otome Taisen * Sangokushi Engi,PS3,2014,Adventure,Views,0,0,0.01,0,0.01
11583,Assassin's Creed Chronicles,PS4,2016,Action,Ubisoft,0.01,0.05,0.01,0.01,0.08
16258,No Fate! Only the Power of Will,X360,2010,Adventure,Alchemist,0,0,0.01,0,0.01
11876,Viewpoint,PS,1995,Shooter,Electronic Arts,0.04,0.03,0,0,0.07
10956,The Idolmaster: Platinum Stars,PS4,2016,Simulation,Namco Bandai Games,0,0,0.09,0,0.09
15127,To Love-Ru Trouble: Darkness - True Princess,PSV,2015,Action,FuRyu,0,0,0.02,0,0.02
7314,NBA in the Zone 2000,PS,2000,Sports,Konami Digital Entertainment,0.12,0.08,0,0.01,0.21
28,Brain Age 2: More Training in Minutes a Day,DS,2005,Puzzle,Nintendo,3.44,5.36,5.32,1.18,15.3
5728,Dragon Ball Heroes: Ultimate Mission 2,3DS,2014,Strategy,Namco Bandai Games,0,0,0.31,0,0.31
348,FIFA Soccer 10,PS3,2009,Sports,Electronic Arts,0.6,2.46,0.05,0.52,3.63
15655,Virtua Quest,PS2,N/A,Role-Playing,Unknown,0.01,0.01,0,0,0.02
12576,Starry ? Sky: In Summer,PSP,2010,Misc,Asgard,0,0,0.06,0,0.06
6296,Resident Evil: Deadly Silence,DS,2006,Action,Capcom,0.12,0.03,0.11,0.01,0.27
13176,MXGP 2,XOne,2016,Racing,Milestone S.r.l.,0.02,0.02,0,0,0.05
10162,Army Men: RTS,PS2,2002,Strategy,3DO,0.05,0.04,0,0.01,0.11
8274,Watchmen: The End is Nigh - The Complete Experience,PS3,2009,Action,Warner Bros. Interactive Entertainment,0.08,0.07,0,0.02,0.17
4217,We Sing Encore,Wii,2010,Misc,Nordic Games,0,0.41,0,0.06,0.47
16064,Digger Simulator,PC,2011,Simulation,Excalibur Publishing,0,0.01,0,0,0.01
12837,Kamen Rider: Battride War Genesis,PS4,2016,Action,Namco Bandai Games,0,0,0.05,0,0.05
16166,Deus Ex,PC,2000,Role-Playing,Eidos Interactive,0,0.01,0,0,0.01
12717,Rhapsody: A Musical Adventure,DS,2008,Role-Playing,Nippon Ichi Software,0.05,0,0,0,0.06
7149,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,GC,2003,Misc,Acclaim Entertainment,0.17,0.04,0,0.01,0.22
7863,AeroFighters Assault,N64,1997,Action,Video System,0.15,0.04,0,0,0.19
8237,Street Fighter: The Movie,PS,1995,Fighting,Acclaim Entertainment,0.1,0.07,0,0.01,0.17
3874,Iron Man,DS,2008,Action,Sega,0.35,0.12,0,0.05,0.52
16521,Crossroad Crisis,PS,2000,Puzzle,Success,0.01,0,0,0,0.01
13765,One Piece: Burning Blood,XOne,2016,Fighting,Namco Bandai Games,0.03,0.01,0,0,0.04
1125,ESPN NFL 2K5,XB,2004,Sports,Sega,1.54,0.02,0,0.07,1.63
1067,WCW/NWO Thunder,PS,1998,Fighting,THQ,1.1,0.48,0.04,0.07,1.69
4372,Bee Movie Game,DS,2007,Action,Activision,0.41,0,0,0.03,0.45
2710,Syphon Filter: The Omega Strain,PS2,2004,Shooter,Sony Computer Entertainment,0.37,0.29,0,0.1,0.76
2307,3Xtreme,PS,1999,Action,989 Studios,0.5,0.34,0,0.06,0.9
16350,Idol Janshi Suchie-Pai IV,PS2,2007,Misc,Jaleco,0,0,0.01,0,0.01
6173,Remington Super Slam Hunting: Africa,Wii,2010,Sports,Mastiff,0.27,0,0,0.02,0.28
12637,Policenauts,3DO,1995,Adventure,Konami Digital Entertainment,0,0,0.06,0,0.06
1741,007: Quantum of Solace,PS3,2008,Action,Activision,0.43,0.52,0.02,0.2,1.16
