Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2902,Spider-Man 2,PSP,2005,Action,Activision,0.35,0.21,0,0.14,0.71
16189,BattleForge,PC,2009,Strategy,Electronic Arts,0,0.01,0,0,0.01
8083,Guilty Gear Xrd: Sign,PS3,2014,Fighting,Arc System Works,0.09,0,0.07,0.02,0.18
5756,Goemon's Great Adventure,N64,1998,Platform,Konami Digital Entertainment,0.06,0.02,0.13,0.1,0.31
894,Mario Super Sluggers,Wii,2008,Sports,Nintendo,1.51,0,0.29,0.12,1.93
13060,Fishdom,DS,2011,Puzzle,Atari,0.05,0,0,0,0.05
7529,Crazy Taxi 3: High Roller,XB,2002,Racing,Sega,0.14,0.04,0.02,0.01,0.2
16092,Datenshi no Amai Yuuwaku x Kaikan Phrase,DS,2010,Adventure,FuRyu,0,0,0.01,0,0.01
16474,MotoGP 15,X360,2015,Racing,Milestone S.r.l.,0,0.01,0,0,0.01
6268,How to Train Your Dragon 2,Wii,2014,Adventure,Little Orbit,0.05,0.2,0,0.02,0.27
5169,Dragon Ball Z: Infinite World,PS2,2008,Fighting,Namco Bandai Games,0.08,0.06,0.21,0.02,0.36
16309,Full Auto 2: Battlelines,PSP,2007,Racing,Sega,0,0.01,0,0,0.01
6269,Boogie,DS,2007,Misc,Electronic Arts,0.25,0,0,0.02,0.27
986,Kirby 64: The Crystal Shards,N64,2000,Platform,Nintendo,0.63,0.06,1.03,0.04,1.77
5643,Shaun White Snowboarding,PSP,2008,Sports,Ubisoft,0.26,0.03,0,0.03,0.32
12888,Rez,PS2,2001,Shooter,Sony Computer Entertainment,0.03,0.02,0,0.01,0.05
8181,NBA Hoopz,PS2,2001,Sports,Midway Games,0.09,0.07,0,0.02,0.18
3218,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",X360,2009,Shooter,Activision,0.34,0.23,0,0.06,0.63
5912,Spider-Man: Friend or Foe,X360,2007,Action,Activision,0.26,0.02,0,0.02,0.3
6765,NBA Courtside 2002,GC,2002,Sports,Nintendo,0.19,0.05,0,0.01,0.25
10837,Big League Sports: Summer,Wii,2009,Sports,Activision,0.09,0,0,0.01,0.09
15587,Arabians Lost: The Engagement on Desert,PS2,2007,Adventure,Prototype,0,0,0.02,0,0.02
1534,Pirates of the Caribbean: The Curse of the Black Pearl,GBA,2003,Platform,TDK Mediactive,0.93,0.34,0,0.02,1.29
2764,Ace Combat: Assault Horizon,PS3,2011,Action,Namco Bandai Games,0.3,0.16,0.22,0.07,0.74
5039,Mercenaries 2: World in Flames,PS2,2008,Shooter,Electronic Arts,0.21,0,0,0.17,0.38
15753,Blazing Angels: Squadrons of WWII,PC,2006,Simulation,Ubisoft,0.01,0,0,0,0.02
15893,Mission: Impossible - Operation Surma,GC,2004,Platform,Atari,0.01,0,0,0,0.02
3272,XGRA: Extreme G-Racing Association,PS2,2004,Racing,Eidos Interactive,0.3,0.24,0,0.08,0.62
2124,Pro Evolution Soccer 2014,PS3,2013,Action,Konami Digital Entertainment,0.03,0.43,0.51,0.01,0.98
4237,Crash of the Titans,Wii,2007,Action,Vivendi Games,0.4,0.03,0,0.04,0.46
11989,Mia Hamm Soccer 64,N64,2000,Sports,THQ,0.06,0.01,0,0,0.07
3248,Madden NFL 07,GC,2006,Sports,Electronic Arts,0.48,0.13,0,0.02,0.62
7556,MLB SlugFest 20-03,XB,2002,Sports,Midway Games,0.15,0.04,0,0.01,0.2
998,BioShock Infinite,PS3,2013,Shooter,Take-Two Interactive,0.72,0.69,0.04,0.31,1.76
6236,FIFA Soccer 07,X360,2006,Sports,Electronic Arts,0.24,0.01,0,0.02,0.28
9673,Resident Evil,PS3,2006,Action,Capcom,0,0,0.12,0,0.12
15583,Elf Bowling 1 & 2,DS,2005,Sports,Ignition Entertainment,0.02,0,0,0,0.02
12892,Jake Power: Policeman,DS,2008,Adventure,Ubisoft,0.05,0,0,0,0.05
10469,Leisure Suit Larry: Box Office Bust,PS3,2009,Adventure,Codemasters,0.06,0.03,0,0.01,0.1
13093,Marriage Royale: Prism Story,PSP,2010,Adventure,ASCII Media Works,0,0,0.05,0,0.05
2554,Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012,Puzzle,Level 5,0.2,0.26,0.3,0.04,0.81
16061,WRC: FIA World Rally Championship,PC,N/A,Racing,Black Bean Games,0,0.01,0,0,0.01
661,WCW/nWo Revenge,N64,1998,Fighting,THQ,1.94,0.39,0.03,0.02,2.38
12871,NBA 2K17,X360,2016,Sports,Take-Two Interactive,0.04,0,0,0.01,0.05
556,Madden NFL 12,X360,2011,Sports,Electronic Arts,2.42,0.11,0,0.16,2.69
13735,NHL Hitz Pro,GC,N/A,Sports,Unknown,0.03,0.01,0,0,0.04
4865,I-Ninja,PS2,2003,Platform,Sony Computer Entertainment,0.19,0.15,0,0.05,0.4
14448,Hiiro no Kakera 3: Aoikuro no Kusabi,PS2,2008,Adventure,Idea Factory,0,0,0.03,0,0.03
1008,Pro Evolution Soccer,PS2,2001,Sports,Konami Digital Entertainment,0.06,0.9,0.53,0.27,1.75
8518,Let's Ride: Sunshine Stables,GBA,2005,Sports,DTP Entertainment,0.12,0.04,0,0,0.16
9388,NHL 2K9,PS2,2008,Sports,Take-Two Interactive,0.07,0.05,0,0.02,0.13
9381,SingStar Latino,PS2,2007,Misc,Sony Computer Entertainment,0.07,0.05,0,0.02,0.13
5834,Karaoke Revolution Glee: Volume 3,Wii,2011,Misc,Konami Digital Entertainment,0.24,0.04,0,0.02,0.3
6669,Midway's Greatest Arcade Hits,GBA,2001,Misc,Midway Games,0.18,0.07,0,0,0.25
8410,RC Revenge Pro,PS2,2000,Racing,Acclaim Entertainment,0.08,0.06,0,0.02,0.17
12038,Colosseum: Road to Freedom,PS2,2005,Role-Playing,Tecmo Koei,0.03,0.03,0,0.01,0.07
8938,Toy Story Racer,PS,2001,Racing,Activision,0.08,0.06,0,0.01,0.15
15249,Sakura Wars 1 & 2,PSP,2006,Strategy,Sega,0,0,0.02,0,0.02
8200,Namco Museum: 50th Anniversary,XB,2005,Misc,Namco Bandai Games,0.13,0.04,0,0.01,0.18
3089,Brothers In Arms: Road to Hill 30,XB,2005,Shooter,Ubisoft,0.49,0.14,0,0.02,0.66
13345,Galaxy Racers,DS,2010,Racing,Ubisoft,0.04,0,0,0,0.05
3556,LEGO Rock Band,X360,2009,Misc,Warner Bros. Interactive Entertainment,0.4,0.12,0,0.05,0.57
11054,Ski-Doo Snowmobile Challenge,Wii,2009,Racing,Valcon Games,0.08,0,0,0.01,0.09
4117,Harvest Moon 64,N64,1999,Simulation,Pack In Soft,0.25,0.06,0.11,0.06,0.48
11255,NCAA Football 08,XB,2007,Sports,Electronic Arts,0.06,0.02,0,0,0.08
9089,TRINITY: Souls of Zill O'll,PS3,2010,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.02,0.14
11572,Need For Speed: Undercover,PC,2008,Racing,Electronic Arts,0,0.07,0,0.01,0.08
9401,Chessmaster,XB,2004,Misc,Ubisoft,0.1,0.03,0,0,0.13
6129,Yu-Gi-Oh! Double Pack,GBA,2006,Role-Playing,Konami Digital Entertainment,0.2,0.08,0,0.01,0.28
13216,D.Gray-man: Kami no Shitotachi,DS,2007,Adventure,Konami Digital Entertainment,0,0,0.05,0,0.05
10357,Sudokuro,DS,2007,Puzzle,Crave Entertainment,0.1,0,0,0.01,0.11
14894,Bode Miller Alpine Skiing,PS2,2006,Sports,Valcon Games,0.01,0.01,0,0,0.03
9449,Diablo II,PC,2000,Role-Playing,Havas Interactive,0.01,0.09,0,0.02,0.13
3660,NBA 2K8,PS3,2007,Sports,Take-Two Interactive,0.5,0.01,0,0.05,0.55
15091,RayCrisis: Series Termination,PS,1999,Shooter,JVC,0.01,0.01,0,0,0.02
5963,Tom and Jerry Tales,DS,2006,Platform,Warner Bros. Interactive Entertainment,0.21,0.06,0,0.02,0.29
81,Mario Party 8,Wii,2007,Misc,Nintendo,3.81,2.3,1.58,0.73,8.42
2010,ZhuZhu Pets,DS,2010,Simulation,Activision,0.68,0.27,0,0.09,1.04
8225,Teen Titans,GBA,N/A,Action,Unknown,0.13,0.05,0,0,0.17
1474,WWF War Zone,N64,1998,Fighting,Acclaim Entertainment,1.08,0.24,0,0.02,1.33
866,E.T.: The Extra Terrestrial,2600,1981,Action,Atari,1.84,0.11,0,0.02,1.97
9732,Makai Kingdom: Chronicles of the Sacred Tome,PS2,2005,Role-Playing,Tecmo Koei,0.06,0.05,0,0.02,0.12
6235,Yu-Gi-Oh! Monster Capsule Breed & Battle,PS,1998,Role-Playing,Konami Digital Entertainment,0,0,0.26,0.02,0.28
15886,Sengoku Hime: Senran ni Mau Otometachi,PS2,2009,Adventure,Yeti,0,0,0.02,0,0.02
7758,Petz Pony: Beauty Pageant,DS,2009,Simulation,Ubisoft,0.18,0,0,0.01,0.19
14253,CT Special Forces,GBA,2002,Action,LSP Games,0.02,0.01,0,0,0.03
