Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
12276,Bionicle,XB,2003,Action,Electronic Arts,0.05,0.01,0,0,0.06
14109,Marines: Modern Urban Combat,Wii,2010,Shooter,O-Games,0.03,0,0,0,0.03
14991,AMF Xtreme Bowling,PS2,2006,Sports,Mastertronic,0.01,0.01,0,0,0.02
5597,LEGO Marvel's Avengers,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.18,0.11,0,0.03,0.32
9707,NHL 2002,GBA,2002,Sports,Electronic Arts,0.09,0.03,0,0,0.12
10142,MLB Power Pros,PS2,2007,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11
12260,Desert Strike Advance,GBA,2002,Simulation,Electronic Arts,0.05,0.02,0,0,0.06
2004,Jeremy McGrath Supercross 98,PS,1998,Racing,Acclaim Entertainment,0.91,0.1,0,0.03,1.04
15847,White Album 2: Shiawase no Mukougawa,PSV,2013,Adventure,Aqua Plus,0,0,0.02,0,0.02
9116,Arctic Tale,DS,2007,Adventure,Zoo Digital Publishing,0.13,0,0,0.01,0.14
8176,Biohazard: Revival Selection,PS3,2011,Action,Capcom,0,0,0.18,0,0.18
2313,Madden NFL 99,N64,1998,Sports,Electronic Arts,0.84,0.05,0,0.01,0.9
16198,Legoland,PC,1999,Action,LEGO Media,0,0.01,0,0,0.01
15834,LifeSigns: Surgical Unit,DS,2005,Simulation,JoWood Productions,0.01,0.01,0,0,0.02
2228,White Knight Chronicles: International Edition,PS3,2008,Role-Playing,Sony Computer Entertainment,0.33,0.16,0.36,0.08,0.93
5785,Midway Arcade Treasures 2,XB,2004,Misc,Midway Games,0.24,0.05,0,0.01,0.31
14694,Battle Arena Toshinden URA,SAT,1995,Fighting,Sega,0,0,0.03,0,0.03
3706,Michael Jackson: The Experience,PS3,2011,Misc,Ubisoft,0.25,0.2,0,0.08,0.54
12323,Zill O'll Infinite Plus,PSP,2009,Role-Playing,Tecmo Koei,0,0,0.06,0,0.06
11093,Sidewinder Max,PS2,2000,Simulation,Asmik Ace Entertainment,0,0,0.09,0,0.09
12488,Summon Night 2,DS,2008,Role-Playing,Namco Bandai Games,0,0,0.06,0,0.06
15584,Niko Puchi Girls Runway,3DS,2015,Misc,Happinet,0,0,0.02,0,0.02
13630,Jissen Pachislot Hisshouhou! Hokuto no Ken DS,DS,2005,Misc,Sega,0,0,0.04,0,0.04
705,Borderlands 2,PS3,2012,Shooter,Take-Two Interactive,1.05,0.77,0.1,0.36,2.28
3988,Dead or Alive Ultimate,XB,2004,Fighting,Tecmo Koei,0.3,0.1,0.08,0.02,0.5
5491,Legends of Wrestling II,PS2,2002,Fighting,Acclaim Entertainment,0.16,0.13,0,0.04,0.33
10338,Victory Zone,PS,1995,Misc,Sony Computer Entertainment,0,0,0.1,0.01,0.11
11741,In The Groove,PS2,2005,Misc,RedOctane,0.04,0.03,0,0.01,0.07
12456,Disney's Kim Possible: Global Gemini,DS,2007,Platform,Disney Interactive Studios,0.05,0.01,0,0,0.06
15530,Rozen Maiden: Duellwalzer,PS2,2006,Adventure,Taito,0,0,0.02,0,0.02
11389,J-League Winning Eleven 2009: Club Championship,PS2,2009,Sports,Konami Digital Entertainment,0,0,0.08,0,0.08
7134,Petz Monkeyz House,DS,2008,Simulation,Ubisoft,0.2,0,0,0.02,0.23
4898,Disney's Brother Bear,GBA,2003,Action,THQ,0.28,0.1,0,0.01,0.39
4045,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",Wii,2009,Shooter,Activision,0.24,0.2,0,0.05,0.49
4040,Grandia III,PS2,2005,Role-Playing,Square Enix,0.12,0.1,0.24,0.03,0.49
5997,J-League Victory Goal '96,SAT,1996,Sports,Sega,0,0,0.29,0,0.29
246,God of War,PS2,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45
1832,Spider-Man 2,XB,2004,Action,Activision,0.82,0.26,0,0.04,1.12
9306,Battlefield: Hardline,PC,2015,Shooter,Electronic Arts,0,0.13,0,0.01,0.14
1680,SolarStriker,GB,1989,Shooter,Nintendo,0.4,0.39,0.36,0.04,1.2
4478,Devil May Cry HD Collection,X360,2012,Action,Capcom,0.28,0.11,0.01,0.03,0.44
15852,Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,DS,2010,Misc,Alvion,0,0,0.02,0,0.02
6439,Sonic X: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,0.19,0.07,0,0,0.27
7074,Rocket League,PS4,2016,Sports,505 Games,0.02,0.14,0,0.07,0.23
15142,Max Payne,PC,2001,Shooter,Take-Two Interactive,0,0.02,0,0,0.02
12556,Theresia...,DS,2008,Adventure,Arc System Works,0.06,0,0,0,0.06
6562,X-Men vs. Street Fighter,SAT,1997,Fighting,Capcom,0,0,0.26,0,0.26
8699,The Incredible Hulk: The Pantheon Saga,PS,1996,Action,Eidos Interactive,0.09,0.06,0,0.01,0.16
3183,Middle-Earth: Shadow of Mordor,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.2,0.33,0.01,0.1,0.64
884,Jet Moto 2,PS,1997,Racing,Sony Computer Entertainment,1.41,0.42,0.03,0.07,1.94
7455,Rayman Legends,PSV,2014,Platform,Ubisoft,0.03,0.12,0,0.05,0.21
7363,Bratz: Girlz Really Rock,Wii,2008,Action,THQ,0.19,0,0,0.02,0.21
7683,Bust-A-Move 2 Arcade Edition,PS,1995,Puzzle,Acclaim Entertainment,0.11,0.07,0,0.01,0.2
4894,NASCAR Heat,PS,2000,Racing,Hasbro Interactive,0.22,0.15,0,0.03,0.39
2157,LEGO Pirates of the Caribbean: The Video Game,DS,2011,Action,Disney Interactive Studios,0.37,0.49,0,0.1,0.96
5158,LEGO Batman 2: DC Super Heroes,PSV,2012,Action,Warner Bros. Interactive Entertainment,0.17,0.13,0,0.06,0.37
4932,All-Star Baseball 2000,N64,1999,Sports,Acclaim Entertainment,0.36,0.03,0,0,0.39
11522,MXGP 2,PS4,2016,Racing,Milestone S.r.l.,0.02,0.05,0,0.01,0.08
8243,Major League Baseball 2K9,PS3,2009,Sports,Spike,0.16,0,0,0.01,0.17
3880,Dragon Age: Origins,PC,2009,Role-Playing,Electronic Arts,0,0.46,0,0.06,0.51
8113,Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,DC,2000,Sports,Sega,0,0,0.18,0,0.18
13887,Hatsune Miku: Project Diva X,PS4,2016,Misc,Sega,0.01,0,0.02,0,0.04
13702,Chibi Maruko-Chan DS: Maru-Chan no Machi,DS,2009,Puzzle,Namco Bandai Games,0,0,0.04,0,0.04
13814,Valhalla Knights 2: Battle Stance,PSP,2009,Role-Playing,Marvelous Interactive,0,0,0.04,0,0.04
5284,Batman: Rise of Sin Tzu,PS2,2003,Action,Ubisoft,0.17,0.13,0,0.05,0.35
8144,FIFA Soccer 2002,GC,2001,Sports,Electronic Arts,0.14,0.04,0,0,0.18
3562,True Crime: Streets of LA,GC,2003,Action,Activision,0.44,0.11,0,0.02,0.56
2745,The Amazing Spider-Man (Console Version),X360,2012,Action,Activision,0.43,0.26,0,0.06,0.75
647,Tetris Plus,PS,1996,Puzzle,JVC,2.1,0.24,0,0.07,2.4
8747,Tak: The Great Juju Challenge,GC,2005,Platform,THQ,0.12,0.03,0,0,0.15
5015,NHL 15,PS3,2014,Sports,Electronic Arts,0.21,0.11,0,0.06,0.38
5364,Skylanders: Trap Team,XOne,2014,Action,Activision,0.25,0.07,0,0.03,0.34
3675,Enslaved: Odyssey to the West,X360,2010,Action,Namco Bandai Games,0.3,0.19,0,0.05,0.55
12835,Drivers Ed Portable,DS,2008,Misc,JoWood Productions,0.05,0,0,0,0.05
14998,Bugriders: The Race of Kings,PS,1997,Racing,GT Interactive,0.01,0.01,0,0,0.02
763,Call of Duty: Roads to Victory,PSP,2007,Shooter,Activision,0.52,1.03,0,0.59,2.14
7495,Power Rangers: Wild Force,GBA,2002,Action,THQ,0.15,0.05,0,0,0.21
12381,Warhammer: Battle For Atluma,PSP,2006,Action,Namco Bandai Games,0.05,0,0,0.01,0.06
4816,Rocksmith 2014,XOne,2014,Misc,Ubisoft,0.29,0.08,0,0.04,0.4
