Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
8076,Dungeon Travelers 2: The Royal Library & The Monster Seal,PSV,2014,Atlus,0.07,0.03,0.05,0.03,0.18
8080,Super Robot Taisen UX,3DS,2013,Namco Bandai Games,0,0,0.18,0,0.18
8089,Odin Sphere: Leifthrasir,PS4,2016,Nippon Ichi Software,0.06,0.03,0.07,0.02,0.18
8093,Mega Man X: Command Mission,PS2,2004,Capcom,0.09,0.07,0,0.02,0.18
8103,Hyperdimension Neptunia,PSV,2013,Compile Heart,0.09,0,0.07,0.02,0.18
8119,Dark Souls II,PC,2014,Namco Bandai Games,0.08,0.08,0,0.02,0.18
8160,Disgaea 4: A Promise Unforgotten,PSV,2014,Nippon Ichi Software,0.04,0.04,0.08,0.02,0.18
8174,Tales of the Tempest,DS,2006,Namco Bandai Games,0,0,0.18,0,0.18
8197,Summon Night 4,PS2,2006,Banpresto,0,0,0.18,0,0.18
8244,SaGa 2: Hihou Densetsu - Goddess of Destiny,DS,2009,Square Enix,0,0,0.17,0,0.17
8251,Dungeon Siege III,PC,2011,Square Enix,0.08,0.08,0,0.02,0.17
8263,The Secret World,PC,2012,Funcom,0.07,0.08,0,0.02,0.17
8295,Shin Megami Tensei IV: Final,3DS,2016,Deep Silver,0.03,0,0.14,0,0.17
8305,Hanjuku Eiyuu Tai 3D,PS2,2003,Square Enix,0,0,0.17,0,0.17
8306,.hack//G.U. Vol.3//Redemption,PS2,2007,Namco Bandai Games,0,0,0.17,0,0.17
8317,The Rise of the Argonauts,X360,2008,Codemasters,0.03,0.12,0,0.01,0.17
8346,Time and Eternity,PS3,2012,Nippon Ichi Software,0.06,0.03,0.06,0.02,0.17
8354,Space Griffon VF-9,PS,1995,Panther Software,0.02,0.02,0.12,0.01,0.17
8359,.hack//G.U. Vol.1//Rebirth,PS2,2006,Namco Bandai Games,0,0,0.17,0,0.17
8386,Final Fantasy V,PS,1998,SquareSoft,0,0,0.16,0.01,0.17
8393,Digimon Story: Cyber Sleuth,PSV,2015,Namco Bandai Games,0,0,0.17,0,0.17
8407,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),PS2,2008,Atlus,0,0,0.17,0,0.17
8411,Valkyria Chronicles,PS4,2016,Sega,0.06,0.04,0.05,0.02,0.17
8417,Far East of Eden II: Manji Maru,PS2,2003,Hudson Soft,0,0,0.17,0,0.17
8418,Lost Kingdoms,GC,2002,Activision,0.1,0.02,0.04,0,0.17
8429,Dragon Quest X,3DS,2014,Square Enix,0,0,0.17,0,0.17
8445,Wildstar,PC,2014,NCSoft,0.08,0.07,0,0.02,0.17
8446,Dragon Ball: Fusions,3DS,2016,Namco Bandai Games,0,0,0.17,0,0.17
8456,Project X Zone 2: Brave New World,3DS,2015,Namco Bandai Games,0.04,0.04,0.08,0.01,0.17
8464,Hyperdimension Neptunia Victory,PS3,2012,Compile Heart,0.05,0.03,0.06,0.02,0.16
8469,Phantasy Star Online 2,PSV,2013,Sega,0,0,0.16,0,0.16
8471,PoPoLoCrois: Hajimari no Bouken,PS2,2002,Sony Computer Entertainment,0,0,0.16,0,0.16
8475,Ar Nosurge: Ode to an Unborn Star,PS3,2014,Tecmo Koei,0.05,0.04,0.06,0.02,0.16
8480,Dungeon Siege: Throne of Agony,PSP,2006,Take-Two Interactive,0.13,0.02,0,0.02,0.16
8486,Lufia: Curse of the Sinistrals,DS,2010,Square Enix,0.12,0,0.03,0.01,0.16
8514,The Legend of Heroes VII: The Trail of Zero,PSP,2010,Falcom Corporation,0,0,0.16,0,0.16
8516,King's Field,PS,1995,Sony Computer Entertainment,0.09,0.06,0,0.01,0.16
8532,SD Gundam G Generation 3D,3DS,2011,Namco Bandai Games,0,0,0.16,0,0.16
8560,Summon Night EX-Thesis: Yoake no Tsubasa,PS2,2005,Banpresto,0,0,0.16,0,0.16
8595,Culdcept SAGA,X360,2006,Namco Bandai Games,0.12,0,0.03,0.01,0.16
8604,.hack//G.U. Vol.2//Reminisce (jp sales),PS2,2006,Namco Bandai Games,0,0,0.16,0,0.16
8617,Rondo of Swords (US sales),DS,2007,Success,0.16,0,0,0,0.16
8658,Mugen Souls,PS3,2012,Nippon Ichi Software,0.04,0.03,0.08,0.01,0.16
8678,7th Dragon III Code: VFD,3DS,2015,Sega,0.03,0,0.12,0,0.16
8695,Kingdom Hearts: Birth by Sleep - Final Mix,PSP,2011,Square Enix,0,0,0.16,0,0.16
8698,Toriko: Gourmet Monsters!,3DS,2012,Namco Bandai Games,0,0,0.16,0,0.16
8741,Dragon Ball Z: Harukanaru Densetsu (JP sales),DS,2007,Namco Bandai Games,0,0,0.15,0,0.15
8742,Atelier Iris: Eternal Mana,PS2,2004,Tecmo Koei,0.08,0.06,0,0.02,0.15
8756,Digimon World 4,PS2,2005,Atari,0.08,0.06,0,0.02,0.15
8792,Tears to Tiara II: Heir of the Overlord,PS3,2013,Nippon Ichi Software,0.07,0.02,0.06,0.01,0.15
