Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
928,The Legend of Dragoon,PS,1999,Sony Computer Entertainment,0.94,0.44,0.39,0.1,1.86
934,Chrono Cross,PS,1999,SquareSoft,0.62,0.42,0.69,0.12,1.86
939,Kingdom Hearts: Chain of Memories,GBA,2004,Square Enix,1.26,0.18,0.35,0.06,1.85
943,Demon's Souls,PS3,2009,Namco Bandai Games,0.97,0.34,0.35,0.18,1.84
947,World of Warcraft: Mists of Pandaria,PC,2012,Activision,0.84,0.76,0,0.23,1.83
950,Secret of Mana,SNES,1993,SquareSoft,0.25,0.07,1.49,0.02,1.83
958,Dragon Quest VI: Realms of Revelation,DS,2010,Nintendo,0.22,0.21,1.35,0.03,1.81
974,Dragon Quest Monsters: Joker,DS,2006,Square Enix,0.23,0.03,1.49,0.03,1.78
979,Dragon's Dogma,PS3,2012,Capcom,0.41,0.46,0.72,0.19,1.78
985,Final Fantasy II,SNES,1991,Square,0.24,0.09,1.33,0.12,1.77
992,Golden Sun,GBA,2001,Nintendo,0.93,0.38,0.4,0.06,1.76
1006,Kingdom Hearts,PS3,2013,Square Enix,0.9,0.37,0.25,0.24,1.75
1017,Xenosaga Episode I: Der Wille zur Macht,PS2,2002,Namco Bandai Games,0.63,0.49,0.45,0.17,1.74
1024,Diablo III,PS4,2014,Activision,0.49,0.88,0.06,0.3,1.74
1036,The Elder Scrolls Online,PS4,2015,Bethesda Softworks,0.66,0.78,0,0.28,1.72
1041,Star Ocean: Till The End of Time,PS2,2003,Ubisoft,0.8,0.21,0.55,0.15,1.72
1064,Dragon Age: Origins,PS3,2009,Electronic Arts,0.96,0.44,0.08,0.22,1.69
1070,Dragon Ball Z: The Legacy of Goku,GBA,2002,Infogrames,1.52,0.12,0,0.05,1.69
1112,Dragon Quest V: Tenkuu no Hanayome,PS2,2004,Enix Corporation,0,0,1.65,0,1.65
1114,Dragon Quest IV: Chapters of the Chosen,DS,2007,Square Enix,0.32,0.02,1.27,0.03,1.64
1141,Pokemon Battle Revolution,Wii,2006,Nintendo,0.8,0.38,0.3,0.13,1.61
1157,Dragon Quest V: Hand of the Heavenly Bride,DS,2008,Square Enix,0.19,0.02,1.36,0.02,1.6
1161,Diablo,PC,1996,Activision,0.01,1.58,0,0,1.59
1180,Pokemon Mystery Dungeon: Explorers of Sky,DS,2009,Nintendo,0.58,0.44,0.44,0.12,1.58
1191,Dark Souls III,PS4,2016,Namco Bandai Games,0.58,0.44,0.33,0.21,1.56
1193,Dragon Quest Monsters 2,GB,2001,Enix Corporation,0,0,1.56,0,1.56
1206,Ni no Kuni: Wrath of the White Witch,PS3,2011,Namco Bandai Games,0.6,0.51,0.21,0.23,1.55
1212,Fire Emblem Fates,3DS,2015,Nintendo,0.71,0.22,0.52,0.1,1.54
1213,Dark Cloud,PS2,2000,Sony Computer Entertainment,0.83,0.44,0.08,0.19,1.54
1247,Puzzle & Dragons,3DS,2013,GungHo,0,0,1.51,0,1.51
1256,Final Fantasy XIV: A Realm Reborn,PC,2010,Square Enix,0.86,0.48,0,0.17,1.5
1269,Final Fantasy: Crystal Chronicles,GC,2003,Nintendo,0.72,0.38,0.36,0.04,1.49
1283,Mass Effect 2,PS3,2011,Electronic Arts,0.78,0.47,0.03,0.2,1.48
1294,Chrono Trigger,DS,2008,Square Enix,0.69,0.2,0.49,0.09,1.47
1299,Xenogears,PS,1998,SquareSoft,0.29,0.19,0.89,0.1,1.46
1311,Mass Effect 3,PS3,2012,Electronic Arts,0.63,0.59,0.03,0.21,1.46
1318,Diablo III,X360,2013,Activision,0.89,0.44,0,0.12,1.45
1331,Dragon Quest Monsters: Joker 2,DS,2010,Square Enix,0.11,0.08,1.24,0.02,1.45
1355,Dragon Quest VII: Warriors of Eden,3DS,2013,Square Enix,0.07,0.04,1.3,0.01,1.42
1366,Inazuma Eleven 2,DS,2009,Nintendo,0,0.21,1.18,0.03,1.42
1387,Final Fantasy III,NES,1990,SquareSoft,0,0,1.39,0.01,1.4
1392,Final Fantasy XII: Revenant Wings,DS,2007,Square Enix,0.34,0.42,0.54,0.1,1.39
1403,Paper Mario,N64,2000,Nintendo,0.58,0.18,0.59,0.02,1.38
1404,Bravely Default: Flying Fairy,3DS,2012,Nintendo,0.5,0.32,0.49,0.07,1.38
1407,Persona 4: Golden,PSV,2012,Atlus,0.46,0.34,0.38,0.21,1.38
1421,Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004,Activision,0.99,0.33,0,0.05,1.37
1430,Dragon Quest III: Soshite Densetsu e...,SNES,1996,Enix Corporation,0,0,1.36,0,1.36
1451,Monster Hunter Freedom,PSP,2005,Capcom,0.24,0.04,1.03,0.04,1.35
1453,SaGa Frontier,PS,1997,SquareSoft,0.15,0.04,1.07,0.09,1.35
1458,Mario & Luigi: Partners in Time,DS,2005,Nintendo,0.77,0.07,0.43,0.08,1.34
