Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
688,WarioWare Touched!,DS,Nintendo,0.52,0.45,1.21,0.13,2.31
1740,Mario vs. Donkey Kong,GBA,Nintendo,0.68,0.25,0.21,0.02,1.17
1847,Lumines: Puzzle Fusion,PSP,Ubisoft,0.52,0.35,0,0.23,1.11
2816,Katamari Damacy,PS2,Namco Bandai Games,0.47,0.02,0.17,0.08,0.73
3566,Ms. Pac-Man Maze Madness,GBA,Zoo Digital Publishing,0.4,0.15,0,0.01,0.56
3570,Classic NES Series: Dr. Mario,GBA,Nintendo,0.31,0.11,0.13,0.01,0.56
4231,Classic NES Series: Pac-Man,GBA,Nintendo,0.25,0.09,0.12,0.01,0.46
6065,Feel the Magic XY/XX,DS,Sega,0.17,0,0.1,0.02,0.29
6553,Polarium,DS,Nintendo,0.13,0.01,0.11,0.01,0.26
8414,Zoo Keeper,DS,Ignition Entertainment,0.1,0.01,0.05,0.01,0.17
9115,Mr. Driller: Drill Spirits,DS,Nintendo,0.08,0,0.05,0.01,0.14
10318,Kotoba no Puzzle: Mojipittan Daijiten,PSP,Namco Bandai Games,0,0,0.11,0,0.11
10922,Puyo Pop Fever (JP sales),DS,Ignition Entertainment,0,0,0.09,0,0.09
12071,Famicom Mini: Wrecking Crew,GBA,Nintendo,0,0,0.07,0,0.07
12786,Mighty Beanz: Pocket Puzzles,GBA,Majesco Entertainment,0.04,0.01,0,0,0.06
12882,Famicom Mini: Dig Dug,GBA,Namco Bandai Games,0,0,0.05,0,0.05
12997,Ultra Bust-A-Move,XB,505 Games,0.04,0.01,0,0,0.05
13617,Puyo Pop Fever,PSP,Ignition Entertainment,0,0,0.04,0,0.04
13798,Famicom Mini: Clu Clu Land,GBA,Nintendo,0,0,0.04,0,0.04
14083,Puyo Pop Fever(us sales),DS,Ignition Entertainment,0.03,0,0,0,0.04
14287,Ultimate Block Party,PSP,505 Games,0.03,0,0,0,0.03
14487,Super Collapse! II,GBA,Majesco Entertainment,0.02,0.01,0,0,0.03
14848,Bookworm,GBA,Unknown,0.02,0.01,0,0,0.03
15288,Guess the Logos,XB,Sega,0.02,0,0,0,0.02
16044,Puyo Pop Fever,GC,Sega,0.01,0,0,0,0.01
