Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
29,Gran Turismo 3: A-Spec,PS2,Racing,Sony Computer Entertainment,6.85,5.09,1.87,1.16,14.98
39,Grand Theft Auto III,PS2,Action,Take-Two Interactive,6.99,4.51,0.3,1.3,13.1
87,Final Fantasy X,PS2,Role-Playing,Sony Computer Entertainment,2.91,2.07,2.73,0.33,8.05
108,Super Smash Bros. Melee,GC,Fighting,Nintendo,4.41,1.04,1.39,0.22,7.07
130,Halo: Combat Evolved,XB,Shooter,Microsoft Game Studios,4.98,1.3,0.08,0.07,6.43
143,Metal Gear Solid 2: Sons of Liberty,PS2,Action,Konami Digital Entertainment,2.45,2.01,0.87,0.72,6.05
163,Super Mario Advance,GBA,Platform,Nintendo,3.14,1.24,0.91,0.2,5.49
164,Mario Kart: Super Circuit,GBA,Racing,Nintendo,2.62,1.64,0.99,0.23,5.47
165,Super Mario World,GBA,Platform,Nintendo,3.21,1.11,0.95,0.2,5.46
168,Crash Bandicoot: The Wrath of Cortex,PS2,Platform,Universal Interactive,2.07,2.29,0.24,0.82,5.42
249,Tony Hawk's Pro Skater 3,PS2,Sports,Activision,2.66,1.29,0.01,0.46,4.41
265,Namco Museum,GBA,Misc,Namco Bandai Games,3,1.11,0.05,0.07,4.24
331,Harry Potter and the Sorcerer's Stone,PS,Action,Electronic Arts,1.37,2,0.14,0.22,3.73
346,Jak and Daxter: The Precursor Legacy,PS2,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64
355,The Simpsons: Road Rage,PS2,Racing,Electronic Arts,2.02,1.17,0,0.42,3.61
357,Luigi's Mansion,GC,Action,Nintendo,2.38,0.67,0.46,0.1,3.6
364,James Bond 007: Agent Under Fire,PS2,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53
408,Max Payne,PS2,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31
434,Ace Combat 04: Shattered Skies,PS2,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17
436,Animal Crossing,GC,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15
452,Madden NFL 2002,PS2,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08
476,Devil May Cry,PS2,Action,Capcom,1.36,0.86,0.64,0.13,2.99
489,Pac-Man Collection,GBA,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94
500,Hot Shots Golf 3,PS2,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89
531,WWF SmackDown! Just Bring It,PS2,Fighting,THQ,1.19,1.15,0.04,0.41,2.79
535,NBA Street,PS2,Sports,Electronic Arts,2.19,0.22,0,0.38,2.79
553,Onimusha: Warlords,PS2,Action,Virgin Interactive,0.99,0.48,1.09,0.14,2.7
602,Sonic Adventure 2 Battle,GC,Platform,Sega,1.7,0.59,0.21,0.07,2.56
609,Crazy Taxi,PS2,Racing,Acclaim Entertainment,1.13,1.12,0.06,0.22,2.52
642,ATV Offroad Fury,PS2,Racing,Sony Computer Entertainment,2.07,0.26,0,0.08,2.41
665,Yu-Gi-Oh! The Duelists of the Roses,PS2,Misc,Konami Digital Entertainment,1.16,0.91,0,0.3,2.38
680,Resident Evil - Code: Veronica X,PS2,Action,Capcom,1.08,0.7,0.34,0.21,2.34
711,Wario Land 4,GBA,Platform,Nintendo,0.9,0.73,0.54,0.09,2.26
722,Sonic Advance,GBA,Platform,Sega,1.19,0.71,0.22,0.13,2.24
723,Spyro: Season of Ice,GBA,Platform,Vivendi Games,1.29,0.83,0,0.11,2.23
757,The Sims: House Party,PC,Simulation,Electronic Arts,1.23,0.83,0,0.1,2.16
776,Project Gotham Racing,XB,Racing,Microsoft Game Studios,1.37,0.61,0.05,0.09,2.12
814,Yu-Gi-Oh! The Eternal Duelist Soul,GBA,Strategy,Konami Digital Entertainment,1.64,0.36,0,0.07,2.07
881,Scooby Doo and the Cyber Chase,PS,Adventure,THQ,0.59,1.23,0,0.13,1.94
896,The Legend of Zelda: Oracle of Ages,GB,Action,Nintendo,0.92,0.53,0.41,0.06,1.92
899,Red Faction,PS2,Shooter,THQ,0.76,0.96,0,0.2,1.92
909,Star Wars Rogue Leader: Rogue Squadron II,GC,Simulation,LucasArts,1.03,0.75,0.03,0.09,1.9
923,Dynasty Warriors 3,PS2,Action,THQ,0.53,0.16,1.07,0.1,1.87
925,The Legend of Zelda: Oracle of Seasons,GB,Adventure,Nintendo,0.87,0.52,0.41,0.06,1.86
932,NBA Live 2002,PS2,Sports,Electronic Arts,0.91,0.71,0,0.24,1.86
942,Gran Turismo Concept 2001 Tokyo,PS2,Racing,Unknown,0,1.1,0.42,0.33,1.84
955,Namco Museum,PS2,Misc,Namco Bandai Games,1.73,0.07,0,0.02,1.82
956,The Sims: Hot Date,PC,Simulation,Electronic Arts,1.81,0,0,0,1.82
